"author_id","author_name","institution_id","inst_name","num_articles","min_pubyear","max_pubyear","journals"
A5003843371,Dagmar Schiek,I2607685603,Institut für Arbeitsmarkt und Berufsforschung,1,2002,2002,{KJ}
A5003843371,Dagmar Schiek,I2802442800,Deutsches Forschungsnetz,1,2014,2014,{KJ}
A5003843371,Dagmar Schiek,I4210154893,Altrecht GGZ,1,2002,2002,{KJ}
A5003860848,Ulrich Segna,I114090438,Goethe University Frankfurt,1,2015,2015,{ZGR}
A5003860848,Ulrich Segna,I223822909,Heidelberg University,1,2015,2015,{ZGR}
A5003936383,Sandro Dicker,I4210094921,German Police University,1,2012,2012,{KritV}
A5003963076,Nikolaus Marsch,I161046081,University of Freiburg,1,2015,2015,{JURA}
A5003976736,Martin Senftl,I186354981,University of Passau,1,2021,2021,{JURA}
A5003976736,Martin Senftl,I45129253,University College London,1,2021,2021,{JURA}
A5004004289,Anna von Oettingen,I114090438,Goethe University Frankfurt,1,2009,2009,{JURA}
A5004033406,Werner Schröder,I1850255,University of Basel,1,2023,2023,{ZaoRV}
A5004033406,Werner Schröder,I190249584,Universität Innsbruck,1,2023,2023,{ZaoRV}
A5004042035,Annika Bührle,I177802217,University of Mannheim,1,2020,2020,{JURA}
A5004052543,Steffen Augsberg,I200763008,University of Giessen,2,2017,2018,"{Verw,JURA}"
A5004112302,Henriette Sigmund,I114090438,Goethe University Frankfurt,1,2015,2015,{JURA}
A5004144370,Jens Leube,I4210123027,Arri (Germany),1,2016,2016,{JR}
A5004162412,Christian Fahl,I2799318839,Universitätsmedizin Greifswald,2,2017,2018,"{JR,JR}"
A5004162412,Christian Fahl,I36522303,Universität Greifswald,13,2013,2023,"{JURA,JR,JR,JURA,JR,JR,JURA,JURA,ZStW,JURA,JURA,JR,JURA}"
A5004162412,Christian Fahl,I4210089912,Rostocker Zentrum zur Erforschung des Demografischen Wandels,1,2008,2008,{JR}
A5004197455,Franz Streng,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,3,2012,2022,"{JR,ZStW,ZStW}"
A5004233023,Winfried Kluth,I4210162579,Francke Foundations,1,2011,2011,{JURA}
A5004233023,Winfried Kluth,I68956291,Martin Luther University Halle-Wittenberg,1,2019,2019,{JURA}
A5004261511,Heinrich Schmid,I4210120236,Hochschule für den öffentlichen Dienst in Bayern,1,1928,1928,{ZRG}
A5004300117,Helmut Krämer,I4210100691,Federal Ministry of Justice and Consumer Protection,1,2010,2010,{KJ}
A5004308330,Herbert Zech,I102335020,Karlsruhe Institute of Technology,1,2023,2023,{CR}
A5004308330,Herbert Zech,I106157433,University of Kassel,1,2023,2023,{CR}
A5004308330,Herbert Zech,I114090438,Goethe University Frankfurt,1,2023,2023,{CR}
A5004308330,Herbert Zech,I114112103,Leibniz University Hannover,1,2023,2023,{CR}
A5004308330,Herbert Zech,I149899117,Max Planck Society,1,2023,2023,{CR}
A5004308330,Herbert Zech,I154338468,University of Fribourg,1,2023,2023,{CR}
A5004308330,Herbert Zech,I184565670,Georgetown University,1,2023,2023,{CR}
A5004308330,Herbert Zech,I1850255,University of Basel,1,2023,2023,{CR}
A5004308330,Herbert Zech,I22465464,University of Münster,1,2023,2023,{CR}
A5004308330,Herbert Zech,I2800534741,Directorate-General for Energy,1,2023,2023,{CR}
A5004308330,Herbert Zech,I39343248,Humboldt-Universität zu Berlin,1,2023,2023,{CR}
A5004308330,Herbert Zech,I4210116730,Universitätsmedizin Göttingen,1,2023,2023,{CR}
A5004308330,Herbert Zech,I4210134579,Dana-Farber/Harvard Cancer Center,1,2023,2023,{CR}
A5004308330,Herbert Zech,I51556381,University of Virginia,1,2023,2023,{CR}
A5004308330,Herbert Zech,I924572780,Praxis,1,2023,2023,{CR}
A5004359944,Niels G. Becker,I25974101,University of Würzburg,1,2023,2023,{ZRG}
A5004417296,Dirk Olzen,I75356249,Hochschule Düsseldorf University of Applied Sciences,5,2005,2014,"{JR,JR,JR,JR,JR}"
A5004430204,Monika Simmler,I202697423,University of Zurich,1,2017,2017,{ZStW}
A5004430204,Monika Simmler,I40120149,University of Oxford,1,2017,2017,{ZStW}
A5004450618,Hans-Dietrich Lehmann,I185848579,E Ink (South Korea),1,1990,1990,{KJ}
A5004479879,John A. Thomas,I16718484,Hess (United States),1,2017,2017,{KritV}
A5004585716,Malte Seyffarth,I135140700,University of Bonn,1,2018,2018,{JURA}
A5004610646,Emil Werunsky,I172675005,Nanyang Technological University,1,1888,1888,{ZRG}
A5004658926,Klaus Tonner,I4665924,University of Rostock,1,2011,2011,{JURA}
A5004667088,Markus Rübenstahl,I161046081,University of Freiburg,3,2016,2017,"{JR,JR,JR}"
A5004667088,Markus Rübenstahl,I180923762,University of Cologne,1,2016,2016,{JR}
A5004670183,Jan Boris Ingerowski,I159176309,Universität Hamburg,1,2009,2009,{JURA}
A5004670853,John Gilchrist,I4210121059,Canon (France),1,1972,1972,{ZRG}
A5004680054,Knut Werner Lange,I155976169,Witten/Herdecke University,10,2013,2019,"{JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA}"
A5004680054,Knut Werner Lange,I54009628,University of Bayreuth,10,2013,2019,"{JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA,JURA}"
A5004691395,Leonhard Hübner,I223822909,Heidelberg University,6,2016,2021,"{ZGR,JURA,JZ,ZGR,JURA,ZGR}"
A5004691395,Leonhard Hübner,I4210097545,Infrafrontier,1,2017,2017,{JZ}
A5004691395,Leonhard Hübner,I4210114755,Anton Proksch Institut,1,2018,2018,{ZGR}
A5004700661,Jakob Weismann,I172675005,Nanyang Technological University,1,1880,1880,{ZRG}
A5004819787,Hanns Ullrich,I102335020,Karlsruhe Institute of Technology,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I106157433,University of Kassel,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I114090438,Goethe University Frankfurt,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I114112103,Leibniz University Hannover,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I149899117,Max Planck Society,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I154338468,University of Fribourg,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I184565670,Georgetown University,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I1850255,University of Basel,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I22465464,University of Münster,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I2800534741,Directorate-General for Energy,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I39343248,Humboldt-Universität zu Berlin,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I4210116730,Universitätsmedizin Göttingen,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I4210134579,Dana-Farber/Harvard Cancer Center,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I51556381,University of Virginia,1,2023,2023,{CR}
A5004819787,Hanns Ullrich,I924572780,Praxis,1,2023,2023,{CR}
A5004826028,Johannes Michael Rainer,I174183983,Maria Curie-Skłodowska University,1,1992,1992,{ZRG}
A5004826028,Johannes Michael Rainer,I2802442800,Deutsches Forschungsnetz,1,1992,1992,{ZRG}
A5004826028,Johannes Michael Rainer,I3132303905,Russian School of Private Law,1,1988,1988,{ZRG}
A5004826028,Johannes Michael Rainer,I4210154893,Altrecht GGZ,2,1998,2010,"{ZRG,RabelsZ}"
A5004842643,Anne Debus,I4210126692,Landesgesundheitsamt Baden-Württemberg,1,1999,1999,{KJ}
A5004853054,Helena Falke,I135140700,University of Bonn,1,2022,2022,{ZRG}
A5004878602,Fernanda Luisa Bremenkamp,I39343248,Humboldt-Universität zu Berlin,1,2021,2021,{KritV}
A5004878602,Fernanda Luisa Bremenkamp,I68956291,Martin Luther University Halle-Wittenberg,1,2021,2021,{KritV}
A5004939855,Gerson Trüg,I161046081,University of Freiburg,1,2008,2008,{ZStW}
A5004939855,Gerson Trüg,I8087733,University of Tübingen,1,2013,2013,{ZStW}
A5004950568,Jan Höft,I135140700,University of Bonn,1,2009,2009,{ZGR}
A5004960438,Louis H. Henning,I159176309,Universität Hamburg,1,2020,2020,{JURA}
A5004976895,Julia Kühn,I90523175,Bucerius Law School,1,2022,2022,{JURA}
A5004977195,Jan D. Lüttringhaus,I149899117,Max Planck Society,2,2013,2013,"{RabelsZ,AcP}"
A5004977195,Jan D. Lüttringhaus,I4210112296,Max Planck Institute for Comparative and International Private Law,2,2013,2013,"{RabelsZ,AcP}"
A5004980376,Siegfried H. Elsing,I75356249,Hochschule Düsseldorf University of Applied Sciences,1,2015,2015,{JR}
A5005046298,Jochen Bung,I186354981,University of Passau,1,2014,2014,{ZStW}
A5005066875,Birgit Weitemeyer,I118564535,University of Bern,1,2019,2019,{ZGR}
A5005066875,Birgit Weitemeyer,I4210164599,Clinical Research Center Kiel,1,2005,2005,{ZGR}
A5005066875,Birgit Weitemeyer,I90523175,Bucerius Law School,1,2022,2022,{ZGR}
A5005099170,Max Milas,I121934306,Tufts University,1,2022,2022,{ZaoRV}
A5005099170,Max Milas,I1313014049,Springer Nature (Germany),1,2022,2022,{ZaoRV}
A5005099170,Max Milas,I135140700,University of Bonn,1,2022,2022,{ZaoRV}
A5005099170,Max Milas,I176453806,University of Potsdam,1,2022,2022,{ZaoRV}
A5005099170,Max Milas,I22465464,University of Münster,1,2022,2022,{ZaoRV}
A5005127669,Christoph Schneider,I4210164599,Clinical Research Center Kiel,1,2012,2012,{JR}
A5005195141,Gottfried Schiemann,I8087733,University of Tübingen,1,2009,2009,{JR}
A5005208950,Johannes Feest,I180437899,University of Bremen,1,1991,1991,{KJ}
A5005249865,Konstanze Jarvers,I4210134943,"Max Planck Institute for the Study of Crime, Security and Law",1,2022,2022,{ZStW}
A5005251885,Herman Bianchi,I4210090995,Diplomatique,1,1969,1969,{ZRG}
A5005282992,Nadja Kronenberger,I91712215,Saarland University,1,2017,2017,{JURA}
A5005310454,Christian Laue,I223822909,Heidelberg University,1,2010,2010,{JR}
A5005310454,Christian Laue,I85384741,Heidelberg University,2,2010,2010,"{JURA,JURA}"
A5005327774,Lukas Mitsch,I189712700,University of Konstanz,1,2017,2017,{Verw}
A5005329582,Matthias Krüger,I8204097,Ludwig-Maximilians-Universität München,3,2011,2019,"{JURA,JURA,JR}"
A5005352498,Johannes Forck,I186354981,University of Passau,1,2023,2023,{JURA}
A5005376906,Andrzej Sakowicz,I245364917,University of Białystok,1,2007,2007,{ZStW}
A5005388029,K. Witt,I114112103,Leibniz University Hannover,1,2020,2020,{ZStW}
A5005388029,K. Witt,I4210116085,Paracelsus Medizinische Privatuniversität,1,2020,2020,{ZStW}
A5005426356,Katharina Reiling,I189712700,University of Konstanz,1,2017,2017,{Verw}
A5005426649,Frank Spohnheimer,I120691247,University of Hagen,1,2023,2023,{JR}
A5005426649,Frank Spohnheimer,I161103922,Philipps University of Marburg,1,2023,2023,{JR}
A5005431557,Michael Kort,I179225836,University of Augsburg,1,2010,2010,{ZGR}
A5005449564,Josef Franz Lindner,I119916105,Augsburg University,4,2016,2020,"{JURA,JURA,JURA,JURA}"
A5005449564,Josef Franz Lindner,I179225836,University of Augsburg,4,2016,2020,"{JURA,JURA,JURA,JURA}"
A5005490988,Fritz Zeder,I2802363545,Federal Ministry of Justice,1,2015,2015,{EuR}
A5005502593,Aleksandar Zivanic,I4210138844,Klinikum Konstanz,1,2022,2022,{JR}
A5005630949,Irini Kiriakaki,I4210112296,Max Planck Institute for Comparative and International Private Law,1,2006,2006,{ZStW}
A5005635126,Tilman Hoppe,I1329727292,Deutscher Bundestag,1,2008,2008,{ZStW}
A5005665024,Christoph Engel,I149899117,Max Planck Society,4,1983,2006,"{AöR,RabelsZ,JZ,JZ}"
A5005665024,Christoph Engel,I4210136328,Max Planck Institute for Research on Collective Goods,4,1983,2006,"{AöR,RabelsZ,JZ,JZ}"
A5005692318,Gerhard Haney,I4210141995,German Central Institute for Social Issues,1,1990,1990,{KJ}
A5005745942,Hartmut Bäumer,I114090438,Goethe University Frankfurt,1,1984,1984,{KJ}
A5005745942,Hartmut Bäumer,I114112103,Leibniz University Hannover,1,1984,1984,{KJ}
A5005745942,Hartmut Bäumer,I180437899,University of Bremen,1,1984,1984,{KJ}
A5005752295,Felipe Temming,I114112103,Leibniz University Hannover,3,2019,2022,"{JURA,JURA,JURA}"
A5005752295,Felipe Temming,I90697900,EBS University of Business and Law,1,2022,2022,{JURA}
A5005757711,Alexander Brade,I926574661,Leipzig University,1,2016,2016,{JURA}
A5005820334,Joaquín Sedano,I88155538,Universidad de Navarra,7,2021,2023,"{ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG}"
A5005836208,Brigitte Kasten,I91712215,Saarland University,1,2021,2021,{ZRG}
A5005853497,Eva Kocher,I114090438,Goethe University Frankfurt,1,2015,2015,{KJ}
A5005853497,Eva Kocher,I180437899,University of Bremen,1,2015,2015,{KJ}
A5005853497,Eva Kocher,I254029264,European University Viadrina,1,2015,2015,{KJ}
A5005853497,Eva Kocher,I2799730327,European Council,1,2010,2010,{KJ}
A5005853497,Eva Kocher,I4210087750,Amt für Umwelt,1,2000,2000,{KJ}
A5005853497,Eva Kocher,I4210088796,Science Wares (United States),1,2000,2000,{KJ}
A5005883856,Christian Burkiczak,I180923762,University of Cologne,1,2005,2005,{JR}
A5005883856,Christian Burkiczak,I4210154893,Altrecht GGZ,1,2005,2005,{JR}
A5005897666,Siegfried Broß,I2801841909,Portuguese Army,1,1976,1976,{ZRG}
A5005897666,Siegfried Broß,I4210107151,Archdiocese of Cologne,1,1976,1976,{ZRG}
A5005950866,Federico Donelli,I11039511,University of Bergamo,1,2020,2020,{ZStW}
A5005958141,Herbert Wiedemann,I1335487337,Cologne Institute for Economic Research,1,2019,2019,{ZGR}
A5005958141,Herbert Wiedemann,I180923762,University of Cologne,1,2019,2019,{ZGR}
A5006042410,Clara Anna Schmidt,I223822909,Heidelberg University,1,2018,2018,{JURA}
A5006056397,Masaki Taguchi,I74801974,The University of Tokyo,2,2021,2023,"{ZRG,ZRG}"
A5006066105,Karl‐Heinz Lehmann,I107257983,Darmstadt University of Applied Sciences,1,1998,1998,{KJ}
A5006066105,Karl‐Heinz Lehmann,I114090438,Goethe University Frankfurt,1,1998,1998,{KJ}
A5006066105,Karl‐Heinz Lehmann,I1336375059,Goethe Institute,1,1998,1998,{KJ}
A5006066105,Karl‐Heinz Lehmann,I180437899,University of Bremen,1,1998,1998,{KJ}
A5006066105,Karl‐Heinz Lehmann,I20121455,Bielefeld University,1,1998,1998,{KJ}
A5006085706,Anne Marleen Könneke,I39343248,Humboldt-Universität zu Berlin,1,2022,2022,{JURA}
A5006088246,Paul Kosehaker,I2803021075,New York Public Library,1,1907,1907,{ZRG}
A5006088246,Paul Kosehaker,I4210127680,Herrenknecht (Germany),1,1907,1907,{ZRG}
A5006088246,Paul Kosehaker,I4210140134,Amt für Archäologie,1,1907,1907,{ZRG}
A5006088246,Paul Kosehaker,I57206974,New York University,1,1907,1907,{ZRG}
A5006096883,Matthew Dyson,I40120149,University of Oxford,1,2017,2017,{ZStW}
A5006129301,Stefan Schröcker,I4210121101,München Klinik,1,2005,2005,{ZGR}
A5006129695,D. Lynn Forster,I114457229,University of Geneva,2,2022,2023,"{ZRG,ZRG}"
A5006129695,D. Lynn Forster,I189712700,University of Konstanz,1,2020,2020,{ZRG}
A5006136988,J. Weissinger,I4210139259,LVR-Klinik Köln,1,2020,2020,{ZStW}
A5006170007,Wilhelm Wegener,I2801841909,Portuguese Army,1,1976,1976,{ZRG}
A5006170007,Wilhelm Wegener,I4210107151,Archdiocese of Cologne,1,1976,1976,{ZRG}
A5006172247,Christian Häntschel,I924572780,Praxis,1,2017,2017,{JURA}
A5006188425,Wolfram Buchwitz,I25974101,University of Würzburg,1,2020,2020,{ZRG}
A5006225901,Martin Morlok,I44260953,Heinrich Heine University Düsseldorf,2,2013,2021,"{JURA,JURA}"
A5006247203,Florian Walter,I8204097,Ludwig-Maximilians-Universität München,1,2013,2013,{JURA}
A5006280384,Christos Mavrakos,I1329727292,Deutscher Bundestag,1,2020,2020,{EuR}
A5006280384,Christos Mavrakos,I2800976808,Fischer (Germany),1,2020,2020,{EuR}
A5006280384,Christos Mavrakos,I39343248,Humboldt-Universität zu Berlin,1,2020,2020,{EuR}
A5006323350,Marcel Tillmann,I22465464,University of Münster,1,2020,2020,{ZRG}
A5006339907,Christine Morgenstern,I205274468,Trinity College Dublin,1,2019,2019,{ZStW}
A5006339907,Christine Morgenstern,I36522303,Universität Greifswald,3,2012,2016,"{ZStW,JR,JURA}"
A5006341272,Alexander Heitmann,I904495901,Ruhr University Bochum,1,2019,2019,{JURA}
A5006354080,Wolfgang Voegeli,I114112103,Leibniz University Hannover,1,1984,1984,{KJ}
A5006354080,Wolfgang Voegeli,I180437899,University of Bremen,1,1984,1984,{KJ}
A5006455852,Arndt Schmehl,I159176309,Universität Hamburg,1,2011,2011,{JURA}
A5006455852,Arndt Schmehl,I90523175,Bucerius Law School,1,2011,2011,{JURA}
A5006556205,Dieter Dietrich,I76198965,Friedrich Schiller University Jena,1,1972,1972,{KJ}
A5006558242,Patricia Sarah Stöbener,I338023381,Alexander von Humboldt Foundation,3,2012,2012,"{JURA,JURA,JURA}"
A5006558242,Patricia Sarah Stöbener,I39343248,Humboldt-Universität zu Berlin,4,2010,2012,"{JURA,JURA,JURA,JURA}"
A5006559236,Andrew J. Sanders,I162608824,University of Sussex,1,2016,2016,{ZStW}
A5006600206,Timo Schwander,I22465464,University of Münster,1,2017,2017,{Staat}
A5006613366,Christian Magaard,I32021983,Kiel University,1,2022,2022,{ZaoRV}
A5006613366,Christian Magaard,I74656192,University of Göttingen,1,2022,2022,{ZaoRV}
A5006680389,Thomas Hillenkamp,I223822909,Heidelberg University,3,2015,2020,"{ZStW,ZStW,ZStW}"
A5006680389,Thomas Hillenkamp,I4210087507,"Institute for German, European and International Medical Law, Public Health Law and Bioethics",1,2020,2020,{ZStW}
A5006734017,John S. Ott,I126345244,Portland State University,1,2022,2022,{ZRG}
A5006783878,Andreas Gietl,I60668342,University of Regensburg,1,2010,2010,{JR}
A5006825006,P. Römer,I4210090408,Directorate-General for Neighbourhood and Enlargement Negotiations,1,1968,1968,{KJ}
A5006857520,Hans Hubert Anton,I89864525,Universität Trier,1,2021,2021,{ZRG}
A5006904534,Joseph R. Michael,I174183983,Maria Curie-Skłodowska University,1,1992,1992,{ZRG}
A5006904534,Joseph R. Michael,I2802442800,Deutsches Forschungsnetz,1,1992,1992,{ZRG}
A5006918206,Torsten Körber,I180923762,University of Cologne,1,2021,2021,{JURA}
A5006933569,Hans Kalisch,I4210151494,"Sozialversicherung für Landwirtschaft, Forsten und Gartenbau",1,1913,1913,{ZRG}
A5006943207,Julius Curtius,I4210124050,Forschungsstätte der Evangelischen Studiengemeinschaft,1,1912,1912,{ZRG}
A5006995520,Friedrich Dencker,I114090438,Goethe University Frankfurt,1,1987,1987,{KJ}
A5006995520,Friedrich Dencker,I114112103,Leibniz University Hannover,1,1987,1987,{KJ}
A5006995520,Friedrich Dencker,I180437899,University of Bremen,1,1987,1987,{KJ}
A5006995520,Friedrich Dencker,I4210121923,"Niedersächsisches Landesamt für Soziales, Jugend und Familie",1,1987,1987,{KJ}
A5006995520,Friedrich Dencker,I4210133928,Behörde für Gesundheit und Verbraucherschutz,1,1987,1987,{KJ}
A5006995520,Friedrich Dencker,I44260953,Heinrich Heine University Düsseldorf,1,1987,1987,{KJ}
A5007021043,Alexander H. Kock,I161046081,University of Freiburg,1,2023,2023,{JURA}
A5007038161,Otto Seeck,I2799318839,Universitätsmedizin Greifswald,1,1889,1889,{ZRG}
A5007045181,Michael Sternberger,I2799784675,University Hospitals of the Ruhr-University of Bochum,1,2018,2018,{JURA}
A5007074401,Alexander Graser,I60668342,University of Regensburg,1,2022,2022,{JURA}
A5007158051,Andrea Kirsch,I904495901,Ruhr University Bochum,1,2010,2010,{JURA}
A5007158146,Christos Mylonopoulos,I4210157956,Spital Lachen,1,2011,2011,{ZStW}
A5007162119,Beatrice Brunhöber,I114090438,Goethe University Frankfurt,1,2023,2023,{ZStW}
A5007232101,Volker Haas,I223822909,Heidelberg University,2,2014,2016,"{JR,ZStW}"
A5007232101,Volker Haas,I4210133934,Bernstein Center for Computational Neuroscience Tübingen,1,2007,2007,{ZStW}
A5007244653,Tilman Bezzenberger,I176453806,University of Potsdam,4,2018,2020,"{ZGR,JURA,JURA,JURA}"
A5007287682,Sebastian Sobota,I197323543,Johannes Gutenberg University Mainz,1,2014,2014,{JURA}
A5007295386,Leon Burkhart,I4210087750,Amt für Umwelt,1,2023,2023,{AG}
A5007295386,Leon Burkhart,I4210119349,Karlsruhe University of Education,1,2023,2023,{AG}
A5007295386,Leon Burkhart,I7882870,University of Glasgow,1,2023,2023,{AG}
A5007295386,Leon Burkhart,I79576946,University of Pennsylvania,1,2023,2023,{AG}
A5007295386,Leon Burkhart,I8087733,University of Tübingen,1,2023,2023,{AG}
A5007295386,Leon Burkhart,I8204097,Ludwig-Maximilians-Universität München,1,2023,2023,{AG}
A5007305121,Anton Nußbaum,I3018559930,RAG Aktiengesellschaft (Germany),1,2019,2019,{AG}
A5007305121,Anton Nußbaum,I4210121101,München Klinik,1,2019,2019,{AG}
A5007305121,Anton Nußbaum,I8087733,University of Tübingen,1,2019,2019,{AG}
A5007305121,Anton Nußbaum,I8204097,Ludwig-Maximilians-Universität München,1,2019,2019,{AG}
A5007391564,Thomas Krzenck,I926574661,Leipzig University,11,2021,2023,"{ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG,ZRG}"
A5007450200,Timo Hebeler,I89864525,Universität Trier,1,2017,2017,{Verw}
A5007511772,Jörg Drechsler,I114090438,Goethe University Frankfurt,5,2019,2021,"{JURA,JR,JURA,JURA,JURA}"
A5007546410,Max Käser,I4210128402,Presidenza Del Consiglio Dei Ministri,1,1937,1937,{ZRG}
A5007561824,Judit Jacsó,I20230540,University of Miskolc,1,2015,2015,{ZStW}
A5007621128,Wolfhard Kohte,I2802363545,Federal Ministry of Justice,1,2012,2012,{JR}
A5007621128,Wolfhard Kohte,I4210125361,Walter de Gruyter (Germany),1,2012,2012,{JR}
A5007621128,Wolfhard Kohte,I4210152429,University Hospital in Halle,1,2015,2015,{JR}
A5007621128,Wolfhard Kohte,I4210162579,Francke Foundations,2,2015,2015,"{JR,JR}"
