"source_id","display_name","works_count","cited_by_count","law_and_de","law_and_de_article_share","citations_per_paper"
S4306535028,www.kloster-loccum.de,483,3,13,0.03,0.01
S4306535029,www.kvno.de,3,0,1,0.33,0.00
S4306535032,www.metropolregion.de,120,0,3,0.03,0.00
S4306535423,Yönetim ve Ekonomi: Celal Bayar Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,399,623,1,0.00,1.56
S4306535483,ZA-Information / Zentralarchiv für Empirische Sozialforschung,260,855,8,0.03,3.29
S4306535531,Zeithistorische Forschungen – Studies in Contemporary History,298,236,3,0.01,0.79
S4306535533,Zeitschrift der Koreanisch-Deutschen Gesellschaft fuer Sozialwissenschaften,261,31,12,0.05,0.12
S4306535534,Zeitschrift f&#252;r S&#228;ugetierkunde : im Auftrage der Deutschen Gesellschaft f&#252;r S&#228;ugetierkunde e.V.,1381,10696,3,0.00,7.75
S4306535537,Zeitschrift f？r Deutsche Sprache und Literatur,136,2,1,0.01,0.01
S4306535540,Zeitschrift fuer Laermbekaempfung,209,73,7,0.03,0.35
S4306535544,Zeitschrift fuer Verkehrserziehung,347,36,18,0.05,0.10
S4306535545,Zeitschrift fuer Verkehrsrecht,534,20,261,0.49,0.04
S4306535546,Zeitschrift fuer Verkehrssicherheit,1020,291,96,0.09,0.29
S4306535547,Zeitschrift fuer Verkehrswissenschaft,255,134,24,0.09,0.53
S4306535548,"Zeitschrift für Abgaben-, Finanz- und Steuerrecht",392,71,105,0.27,0.18
S4306535552,Zeitschrift für ArbeitsmarktForschung - Journal for Labour Market Research,185,947,1,0.01,5.12
S4306535563,Zeitschrift fur Astrophysik,1161,989,4,0.00,0.85
S4306535564,"Zeitschrift für ausländisches öfentliches Recht und Völkerrecht, ZAORV = Heidelberg Journal of International Law, HJIL",258,637,59,0.23,2.47
S4306535568,Zeitschrift für Betriebswirtschaft,96,780,3,0.03,8.13
S4306535571,Zeitschrift für Bibliothekswesen und Bibliographie. Sonderheft,24,6,2,0.08,0.25
S4306535573,Zeitschrift für Chinesisches Recht,428,119,215,0.50,0.28
S4306535574,Zeitschrift für christlich-jüdische Begegnung im Kontext,241,7,1,0.00,0.03
S4306535575,AbfallR,524,40,243,0.46,0.08
S4306535576,"Zeitschrift für Deutsches und Europäisches Wasser-, Abwasser- und Bodenschutzrecht",124,5,31,0.25,0.04
S4306535577,Zeitschrift für Didaktik der Biologie (ZDB) - Biologie Lehren und Lernen,109,84,1,0.01,0.77
S4306535578,Zeitschrift für didaktik der philosophie und ethik,642,69,3,0.00,0.11
S4306535579,Zeitschrift fur die Gesamte Strafrechtswissenschaft,235,67,96,0.41,0.29
S4306535582,ZEITSCHRIFT FUR EISENBAHNWESEN UND VERKEHRSTECHNIK-GLASERS ANNALEN,109,6,1,0.01,0.06
S4306535585,Zeitschrift für Europäisches Privatrecht,33,137,15,0.45,4.15
S4306535586,EurUP,505,101,200,0.40,0.20
S4306535587,Zeitschrift für Finanzmarktrecht,111,2,56,0.50,0.02
S4306535590,Zeitschrift für freie psychoanalytische Forschung und Individualpsychologie,104,30,2,0.02,0.29
S4306535591,Zeitschrift für Fremdsprachenforschung: ZFF,121,168,1,0.01,1.39
S4306535594,Zeitschrift für Gesellschaftsrecht,59,68,11,0.19,1.15
S4306535595,Zeitschrift für Heilpädagogik,178,220,4,0.02,1.24
S4306535596,"zeitschrift für hochschulrecht, hochschulmanagement und hochschulpolitik",86,3,50,0.58,0.03
S4306535597,I + E,181,6,67,0.37,0.03
S4306535600,Zeitschrift für Inklusion,256,404,7,0.03,1.58
S4306535601,Zeitschrift für interdisziplinäre ökonomische Forschung,123,13,2,0.02,0.11
S4306535602,Zeitschrift für Japanisches Recht,936,335,313,0.33,0.36
S4306535603,Zeitschrift für Katalanistik: Revista d'Estudis Catalans,493,53,2,0.00,0.11
S4306535604,Zeitschrift für katholische Theologie,496,37,13,0.03,0.07
S4306535614,zeitschrift für kritik &#124; recht &#124; gesellschaft,43,2,10,0.23,0.05
S4306535616,Zeitschrift für Literaturwissenschaft und Linguistik: Lili,121,16,2,0.02,0.13
S4306535617,Zeitschrift für Medienwissenschaft,280,189,15,0.05,0.68
S4306535618,Zeitschrift für medizinische Ethik,722,110,13,0.02,0.15
S4306535622,Zeitschrift für Missionswissenschaft und Religionswissenschaft,60,16,2,0.03,0.27
S4306535623,Zeitschrift für öffentliches Recht,111,28,64,0.58,0.25
S4306535624,Zeitschrift für Ostforschung,553,51,11,0.02,0.09
S4306535625,Zeitschrift für Ostmitteleuropa-Forschung / Journal of East Central European Studies,225,91,1,0.00,0.40
S4306535626,Zeitschrift für Pastoraltheologie (ZPTh),106,26,1,0.01,0.25
S4306535627,"Zeitschrift für Pastoraltheologie, ZPTH (bisher: Pastoraltheologische Informationen, PTHI)",202,23,4,0.02,0.11
S4306535635,Zeitschrift für Recht des Bauwesens,594,0,251,0.42,0.00
S4306535636,Zeitschrift für Rechtspolitik,588,218,277,0.47,0.37
S4306535640,Zeitschrift für Siebenbürgische Landeskunde,154,29,1,0.01,0.19
S4306535642,Zeitschrift für Stoffrecht,485,73,130,0.27,0.15
S4306535651,Zeitschrift für Vergaberecht,13,0,5,0.38,0.00
S4306535656,Zeitschrift Hochschule und Weiterbildung (ZHWB),266,244,2,0.01,0.92
S4306535657,Zeitzeichen,277,6,10,0.04,0.02
S4306535668,Zenit,1175,56,3,0.00,0.05
S4306535670,Zentralasien-Analysen,214,1,3,0.01,0.00
S4306535686,Zentralinstitut fuer Astrophysik Sternwarte Sonneberg Mitteilungen ueber Veraenderliche Sterne,332,31,1,0.00,0.09
S4306535691,ZEP : Zeitschrift fÃ¼r internationale Bildungsforschung und EntwicklungspÃ¤dagogik,400,630,7,0.02,1.58
S4306535692,ZEP : Zeitschrift für internationale Bildungsforschung und Entwicklungspädagogik,217,199,1,0.00,0.92
S4306535693,Zerbitzuan: Gizarte zerbitzuetarako aldizkaria = Revista de servicios sociales,435,257,1,0.00,0.59
S4306535761,Zeszyty Naukowe Państwowej Wyższej Szkoły Zawodowej im. Witelona w Legnicy,270,17,2,0.01,0.06
S4306535779,Zeszyty Naukowe Politechniki Świętokrzyskiej. Budownictwo,263,31,1,0.00,0.12
S4306535787,Zeszyty Naukowe. Problemy Transportu i Logistyki / Uniwersytet Szczeciński,93,0,3,0.03,0.00
S4306535805,Zeszyty Naukowe / Uniwersytet Ekonomiczny w Poznaniu,2527,622,1,0.00,0.25
S4306535809,Zeszyty Naukowe Uniwersytetu Jagiellońskiego. Prace Historyczne,462,49,2,0.00,0.11
S4306535866,ZEuP : Zeitschrift für europäisches Privatrecht,673,446,320,0.48,0.66
S4306535867,ZEUS,156,521,1,0.01,3.34
S4306535871,ZEW Dokumentationen,122,176,2,0.02,1.44
S4306535872,ZEW Expertises,263,342,8,0.03,1.30
S4306535875,"ZfV - Zeitschrift für Geodäsie, Geoinformation und Landmanagement",897,934,61,0.07,1.04
S4306535877,Zgodovinski časopis,681,125,1,0.00,0.18
S4306535878,ZG : Zeitschrift für Gesetzgebung,377,179,254,0.67,0.47
S4306536198,ZHR : Zeitschrift für das gesamte handelsrecht und wirtschaftsrecht,116,81,36,0.31,0.70
S4306536199,ZHR : Zeitschrift für das gesamte Handelsrecht und Wirtschaftsrecht,281,86,103,0.37,0.31
S4306536228,Zielsprache Deutsch,411,151,6,0.01,0.37
S4306536233,ZINBUN,146,130,1,0.01,0.89
S4306536235,ZIP :  Zeitschrift für wirtschaftsrecht,303,71,131,0.43,0.23
S4306536236,ZIP :  Zeitschrift für Wirtschaftsrecht,1300,293,769,0.59,0.23
S4306536250,Život i škola : časopis za teoriju i praksu odgoja i obrazovanja,587,203,2,0.00,0.35
S4306536255,Znanstvena založba Filozofske fakultete,588,251,1,0.00,0.43
S4306536258,ZNT – Zeitschrift für Neues Testament,118,27,3,0.03,0.23
S4306536272,"Zoologische Jahrbücher. Abteilung für Systematik, Ökologie und Geographie der Tiere",16,138,1,0.06,8.63
S4306536286,ZSE : Zeitschrift fÃ¼r Soziologie der Erziehung und Sozialisation,186,1578,1,0.01,8.48
S4306536287,ZSE Zeitschrift für Soziologie der Erziehung und Sozialisation,91,109,1,0.01,1.20
S4306536288,ZStrR :  Schweizerische zeitschrift für strafrecht,313,57,114,0.36,0.18
S4306536292,ZUMA Nachrichten,254,2083,10,0.04,8.20
S4306536300,Z VERKEHRSRECHT,116,10,3,0.03,0.09
S4306536302,Z VERKEHRSSICHERHEIT,283,78,1,0.00,0.28
S4306536303,Z VERKEHRSWISS,103,20,6,0.06,0.19
S4306536305,Zwingliana,2065,843,58,0.03,0.41
S4306536384,الحوار المتوسطي,285,1,1,0.00,0.00
S4306538160,Αρμενόπουλος,186,1,1,0.01,0.01
S4306538253,Актуальные проблемы экономики и права,1516,17,1,0.00,0.01
S4306538267,Ancient World and Archaeology,189,7,1,0.01,0.04
S4306538423,Вестник Волгоградского государственного университета. Серия 2: Языкознание,1011,10,1,0.00,0.01
S4306538508,Вестник МГИМО Университета,959,13,1,0.00,0.01
S4306545491,名古屋大学法政論集,924,5,4,0.00,0.01
S4306538782,Вестник Тамбовского государственного технического университета,1906,39,1,0.00,0.02
S4306539232,Известия высших учебных заведений. Правоведение,238,4,1,0.00,0.02
S4306540273,"Социальные и гуманитарные науки. Отечественная и зарубежная литература. Сер. 11, Социология: Реферативный журнал",841,81,2,0.00,0.10
S4306540274,"Социальные и гуманитарные науки: Отечественная и зарубежная литература. Сер. 2, Экономика: Реферативный журнал",1462,23,9,0.01,0.02
S4306540276,"Социальные и гуманитарные науки. Отечественная и зарубежная литература. Сер. 4, Государство и право: Реферативный журнал",1485,46,20,0.01,0.03
S4306540277,"Социальные и гуманитарные науки. Отечественная и зарубежная литература. Сер. 5, История: Реферативный журнал",1035,37,1,0.00,0.04
S4306540278,"Социальные и гуманитарные науки. Отечественная и зарубежная литература. Сер. 6, Языкознание: Реферативный журнал",606,38,3,0.00,0.06
S4306540280,"Социальные и гуманитарные науки. Отечественная и зарубежная литература. Сер. 8, Науковедение: Реферативный журнал",790,18,1,0.00,0.02
S4306540281,"Социальные и гуманитарные науки. Отечественная и зарубежная литература. Сер. 9, Востоковедение и африканистика: Реферативный журнал",1038,19,1,0.00,0.02
S4306540282,Социальные и гуманитарные науки. Отечественная и зарубежная литература. Серия 2: экономика. Реферативный журнал,696,42,7,0.01,0.06
S4306540283,Социальные и гуманитарные науки. Отечественная и зарубежная литература. Серия 2: Экономика. Реферативный журнал,755,89,5,0.01,0.12
S4306540285,Социальные и гуманитарные науки. Отечественная и зарубежная литература. Серия 4: государство и право. Реферативный журнал,981,94,6,0.01,0.10
S4306540286,Социальные и гуманитарные науки. Отечественная и зарубежная литература. Серия 4: Государство и право. Реферативный журнал,488,19,10,0.02,0.04
S4306540696,一橋法学,391,5,2,0.01,0.01
S4306540697,一橋研究,525,13,1,0.00,0.02
S4306540698,一橋論叢,2423,260,13,0.01,0.11
S4306540721,三田学会雑誌,2922,212,1,0.00,0.07
S4306540722,三田學會雑誌,301,12,1,0.00,0.04
S4306540756,上智大学外国語学部紀要,237,3,5,0.02,0.01
S4306540762,上智法学論集,439,5,6,0.01,0.01
S4306541110,中亰法學,168,0,1,0.01,0.00
S4306541730,中国对外贸易：英文版,2777,189,1,0.00,0.07
S4306542455,中央大学理工学部紀要,261,413,2,0.01,1.58
S4306542945,亜細亜法学,546,5,5,0.01,0.01
S4306543037,京都産業大学総合学術研究所所報,118,0,1,0.01,0.00
S4306543103,人文学報,1198,5,1,0.00,0.00
S4306543118,人文研紀要,422,2,1,0.00,0.00
S4306543132,人文論究,1352,19,2,0.00,0.01
S4306543202,人間文化研究科年報,313,24,1,0.00,0.08
S4306543221,人間科学,174,2,1,0.01,0.01
S4306543375,会誌,149,0,1,0.01,0.00
S4306543447,佐賀大学文化教育学部研究論文集,247,1,1,0.00,0.00
S4306543449,佐賀大学経済論集,560,8,2,0.00,0.01
S4306543467,体育・スポーツ哲学研究,124,7,1,0.01,0.06
S4306543576,保険学雑誌,450,0,1,0.00,0.00
S4306543578,保險學雜誌,209,1,1,0.00,0.00
S4306543590,信州大学法学論集,115,0,1,0.01,0.00
S4306543623,信託,729,0,1,0.00,0.00
S4306543625,信託法研究,152,0,1,0.01,0.00
S4306543945,兵庫県立大学環境人間学部研究報告,119,0,1,0.01,0.00
S4306544253,刑法雑誌,1137,40,6,0.01,0.04
S4306544296,判例タイムズ,7167,22,15,0.00,0.00
S4306544409,労働法律旬報,5783,3,1,0.00,0.00
S4306544410,労働科学,812,140,2,0.00,0.17
S4306544552,北九州大学法政論集,193,0,1,0.01,0.00
S4306544575,北京周报：英文版,1994,264,1,0.00,0.13
S4306544649,北大法学論集,1577,56,9,0.01,0.04
S4306544688,北海学園大学法学研究,144,0,5,0.03,0.00
S4306544896,千葉大学人文社会科学研究,234,13,1,0.00,0.06
S4306544906,千葉大学法学論集,217,13,1,0.00,0.06
S4306544921,千葉醫學會雜誌,535,5,1,0.00,0.01
S4306545078,南山法学,450,0,3,0.01,0.00
S4306545174,印刷雑誌,2011,0,7,0.00,0.00
S4306545315,台灣法學雜誌,978,34,4,0.00,0.03
S4306545324,史学,1927,110,2,0.00,0.06
S4306545329,史学研究,566,74,1,0.00,0.13
S4306545338,史林 = THE SHIRIN or the JOURNAL OF HISTORY,876,35,2,0.00,0.04
S4306545366,司法研修所論集,137,0,1,0.01,0.00
S4306545439,同志社商学,1432,132,1,0.00,0.09
S4306545440,同志社商学 = Doshisha Shogaku (The Doshisha Business Review),229,14,1,0.00,0.06
S4306545454,同志社法学,692,1,3,0.00,0.00
S4306545455,同志社法学 = The Doshisha law review,145,0,1,0.01,0.00
S4306545457,同志社法學 = The Doshisha Hogaku (The Doshisha law review),269,0,1,0.00,0.00
S4306545478,名古屋商科大学論集,376,41,1,0.00,0.11
S4306545497,名古屋大學法政論集,981,8,2,0.00,0.01
S4306545517,名城ロースクール・レビュー,183,2,2,0.01,0.01
S4306545523,名城法学,551,3,11,0.02,0.01
S4306545623,哲学論文集,344,90,1,0.00,0.26
S4306545667,商大論集,534,10,1,0.00,0.02
S4306545670,商学討究,624,22,4,0.01,0.04
S4306545671,商学討究 (Shogaku Tokyu),1404,24,30,0.02,0.02
S4306545676,商学集志,343,39,2,0.01,0.11
S4306545678,商學論究,245,1,1,0.00,0.00
S4306545917,国学院雑誌,1426,6,1,0.00,0.00
S4306545948,国民経済雑誌,1833,220,3,0.00,0.12
S4306545968,国立民族学博物館調査報告,473,36,1,0.00,0.08
S4306546120,国際法外交雑誌,1006,95,12,0.01,0.09
S4306546125,国際研究論叢 : 大阪国際大学紀要,312,1,1,0.00,0.00
S4306546126,国際社会保障研究,115,0,1,0.01,0.00
S4306546144,国際関係学部紀要,155,6,1,0.01,0.04
S4306546175,國家學會雑誌,885,426,48,0.05,0.48
S4306546176,國家學會雜誌,124,1,1,0.01,0.01
S4306546183,國民經濟雜誌,547,65,2,0.00,0.12
S4306546189,國立臺灣大學法學論叢,189,0,5,0.03,0.00
S4306546199,國際法外交雑誌,107,23,1,0.01,0.21
S4306546357,地球科學,1197,270,1,0.00,0.23
S4306546455,城西経済学会誌,228,0,2,0.01,0.00
S4306546567,外国語教育論集,350,15,1,0.00,0.04
S4306546722,大東法学,266,0,1,0.00,0.00
S4306546817,大阪市立大學法學雜誌,362,1,2,0.01,0.00
S4306546951,天理大学学報,1206,5,1,0.00,0.00
S4306547021,女性労働研究,330,3,1,0.00,0.01
S4306547230,学校経営研究,225,33,1,0.00,0.15
S4306547265,学習院大学法学会雑誌,137,1,1,0.01,0.01
S4306547674,富大経済論集,275,25,1,0.00,0.09
S4306547676,富山大学人文学部紀要,539,13,1,0.00,0.02
S4306547689,實踐英文學,326,2,1,0.00,0.01
S4306547712,専修法学論集,635,10,4,0.01,0.02
S4306547941,山口大学教養部紀要 人文科学篇,102,1,1,0.01,0.01
S4306547949,山口経済学雑誌,442,26,3,0.01,0.06
S4306547973,"山梨大學教育學部研究報告. 第一分冊, 人文社会科学系",358,3,1,0.00,0.01
S4306548083,岡山大学文学部紀要,691,4,2,0.00,0.01
S4306548084,岡山大学法学会雑誌,380,2,2,0.01,0.01
S4306548091,岡山大學法學會雜誌,243,3,2,0.01,0.01
S4306548134,島大法学,337,1,1,0.00,0.00
S4306548285,帝京法学,137,1,1,0.01,0.01
S4306548345,年報行政研究,481,2,1,0.00,0.00
S4306548556,広島法学,327,2,3,0.01,0.01
S4306548599,廣島大學教育學部紀要. 第一部,241,7,2,0.01,0.03
S4306548600,廣島法學,362,1,7,0.02,0.00
S4306548836,彦根論叢,2007,37,1,0.00,0.02
S4306548904,德国研究,229,0,1,0.00,0.00
S4306548908,德语人文研究,317,9,8,0.03,0.03
S4306548991,思想,4656,99,1,0.00,0.02
S4306549119,愛媛大学法文学部論集 人文学科編,149,1,3,0.02,0.01
S4306549123,愛媛法学会雑誌,274,3,1,0.00,0.01
S4306549129,愛知大学法学部法経論集,178,0,1,0.01,0.00
S4306549133,愛知学院大学宗教法制研究所紀要,115,0,1,0.01,0.00
S4306549140,愛知学院大学論叢 法学研究,357,1,1,0.00,0.00
S4306549148,愛知教育大学研究報告. 人文・社会科学編,147,7,1,0.01,0.05
S4306549228,成城大学経済研究,219,2,1,0.00,0.01
S4306549233,成城法学,303,0,2,0.01,0.00
S4306549416,損害保険研究,930,1,1,0.00,0.00
S4306549470,政大法學評論,195,2,2,0.01,0.01
S4306549512,政経論叢,981,6,2,0.00,0.01
S4306549835,文化,323,30,1,0.00,0.09
S4306549887,ドイツ文学,1745,153,4,0.00,0.09
S4306549891,ドイツ文学 : Neue Beitrage zur Germanistik,563,193,2,0.00,0.34
S4306549928,ドイツ文學,307,179,2,0.01,0.58
S4306550163,新聞学評論,482,910,1,0.00,1.89
S4306550458,日本労働法学会誌,974,1,2,0.00,0.00
S4306550465,日本動物学彙報,1573,6530,3,0.00,4.15
S4306550567,日本国際経済法学会年報,293,30,7,0.02,0.10
S4306550728,日本學士院紀要,337,8,2,0.01,0.02
S4306550742,日本小児外科学会雑誌,35117,297,1,0.00,0.01
S4306550764,日本工業所有権法学会年報,224,1,1,0.00,0.00
S4306551034,日本林學會誌,6981,1040,4,0.00,0.15
S4306551076,日本機械学会誌,5916,197,10,0.00,0.03
S4306551089,日本機械学會誌,10672,81,11,0.00,0.01
S4306551139,日本法学,468,6,4,0.01,0.01
S4306551141,日本法學,168,0,2,0.01,0.00
S4306551293,日本癌治療学会学術集会(Web),301,2,1,0.00,0.01
S4306551381,日本経済政策学会年報,1009,98,2,0.00,0.10
S4306551784,早稲田大学大学院法研論集,389,1,3,0.01,0.00
S4306551790,早稲田政治経済学雑誌,617,147,5,0.01,0.24
S4306551798,早稲田法学,839,1,5,0.01,0.00
S4306551802,早稲田社会科学総合研究,177,33,1,0.01,0.19
S4306551805,早稻田政治經濟學雜誌,316,2,6,0.02,0.01
S4306551806,早稻田法學,174,1,7,0.04,0.01
S4306551810,旬刊商事法務,3988,22,1,0.00,0.01
S4306551870,昆蟲,2545,5752,1,0.00,2.26
S4306551883,いわき明星大学人文学部研究紀要,101,0,1,0.01,0.00
S4306551893,明治学院大学法律科学研究所年報,447,0,3,0.01,0.00
S4306552018,會計,1896,24,13,0.01,0.01
S4306552274,札幌学院法学,159,0,1,0.01,0.00
S4306552275,札幌法学,134,2,1,0.01,0.01
S4306552409,東京大学教育学部紀要,411,13,1,0.00,0.03
S4306552430,"東京学芸大学紀要. 第2部門, 人文科学",327,1,1,0.00,0.00
S4306552462,東京経大学会誌,539,3,1,0.00,0.01
S4306552464,東京經大學會誌,353,4,2,0.01,0.01
S4306552472,東京都立大学法学会雑誌,329,2,1,0.00,0.01
S4306552506,東北学院大学論集 一般教育,110,1,1,0.01,0.01
S4306552578,東洋法学,417,8,6,0.01,0.02
S4306552606,東海法学,209,4,1,0.00,0.02
S4306552748,桃山学院大学総合研究所紀要,374,1,2,0.01,0.00
S4306552751,桐蔭法学,143,0,2,0.01,0.00
S4306552866,横浜商大論集,346,4,1,0.00,0.01
S4306552874,横浜国際経済法学,226,1,1,0.00,0.00
S4306552877,横浜市立大学論叢 社会科学系列,243,1,1,0.00,0.00
S4306553015,歴史,369,4,1,0.00,0.01
S4306553076,比較法史研究,190,6,1,0.01,0.03
S4306553078,比較法研究,952,1,3,0.00,0.00
S4306553079,比較法雑誌,1117,49,40,0.04,0.04
S4306553099,民事法情報,637,0,3,0.00,0.00
S4306553101,民事訴訟雑誌,389,70,56,0.14,0.18
S4306553116,民商法雑誌,3740,2,6,0.00,0.00
S4306553659,アメリカ法,2127,1504,5,0.00,0.71
S4306553667,法制史研究,729,0,1,0.00,0.00
S4306553678,法哲学年報,753,10,8,0.01,0.01
S4306553684,法学協会雑誌,1249,0,3,0.00,0.00
S4306553688,法学志林,405,1,8,0.02,0.00
S4306553690,法学新報,1501,18,11,0.01,0.01
S4306553692,法学研究,2953,163,13,0.00,0.06
S4306553696,法学論叢,1372,6,29,0.02,0.00
S4306553698,法学論集 鹿児島大学法文学部紀要 鹿児島大学法文学部紀要,127,2,1,0.01,0.02
S4306553701,法学雑誌,519,2,7,0.01,0.00
S4306553702,法学雑誌t(0xFAC3)tonnement,232,0,1,0.00,0.00
S4306553705,法學論文集,392,42,31,0.08,0.11
S4306553706,法學新報,789,5,22,0.03,0.01
S4306553707,法學研究,274,7,10,0.04,0.03
S4306553708,法學研究 : 法律・政治・社会,3261,11,2,0.00,0.00
S4306553709,法學論叢,321,1,7,0.02,0.00
S4306553716,法律時報,10741,93,22,0.00,0.01
S4306553719,法律論叢,805,1,11,0.01,0.00
S4306553728,法と政治,773,22,1,0.00,0.03
S4306553729,法政理論,619,21,6,0.01,0.03
S4306553730,法政研究,1122,14,9,0.01,0.01
S4306553733,法曹時報,1936,5,5,0.00,0.00
S4306553735,法と民主主義,3128,4,1,0.00,0.00
S4306553740,法社会学,1103,10,2,0.00,0.01
S4306553741,法の科学,606,0,1,0.00,0.00
S4306553927,海外事情研究,321,5,1,0.00,0.02
S4306553957,海法会誌,163,1,1,0.01,0.01
S4306554455,熊本女子大学学術紀要,206,6,1,0.00,0.03
S4306554461,熊本法学,388,0,3,0.01,0.00
S4306554587,独協大学ドイツ学研究,250,12,2,0.01,0.05
S4306554590,独協法学,233,15,2,0.01,0.06
S4306554593,独逸文学,461,4,3,0.01,0.01
S4306554915,理想,2610,82,2,0.00,0.03
S4306554953,琉大法学,157,0,1,0.01,0.00
S4306555062,生化学,2644,25,1,0.00,0.01
S4306555165,産大法学,905,5,7,0.01,0.01
S4306555174,産業医学,11993,128,1,0.00,0.01
S4306555221,甲南法学,322,6,4,0.01,0.02
S4306555486,皮膚科の臨床,4586,158,1,0.00,0.03
S4306555695,ドイツ研究,257,0,1,0.00,0.00
S4306555775,研究年報,1220,18,1,0.00,0.01
S4306555809,研究集録,874,4,1,0.00,0.00
S4306555907,社会科学研究年報,480,8,1,0.00,0.02
S4306555910,社会科学論集,932,11,3,0.00,0.01
S4306555921,社会経済史学,2852,114,1,0.00,0.04
S4306555943,社教雙月刊,180,0,1,0.01,0.00
S4306555945,社會勞働研究,130,4,2,0.02,0.03
S4306555972,神奈川法学,308,2,2,0.01,0.01
S4306555999,神戸学院大学紀要,146,0,4,0.03,0.00
S4306556000,神戸学院法学,544,18,2,0.00,0.03
S4306556006,神戸法學雜誌,250,2,5,0.02,0.01
S4306556047,福山大学経済学論集,158,2,1,0.01,0.01
S4306556058,福岡大学法学論叢,398,3,5,0.01,0.01
S4306556068,福岡大學商學論叢,432,12,1,0.00,0.03
S4306556191,私法,445,2,1,0.00,0.00
S4306556253,科学哲学,241,2,1,0.00,0.01
S4306556385,税法学,1023,0,1,0.00,0.00
S4306556433,立命館法学,120,0,1,0.01,0.00
S4306556434,立命館法學,1364,3,8,0.01,0.00
S4306556437,立命館経営学,1003,49,1,0.00,0.05
S4306556452,立教法学,338,2,2,0.01,0.01
S4306556463,立正法学論集,223,0,2,0.01,0.00
S4306556471,竜谷法学,146,0,2,0.01,0.00
S4306556498,筑波ロー・ジャーナル,148,0,1,0.01,0.00
S4306556518,筑波法政,411,8,1,0.00,0.02
S4306556636,紀要. 地域研究・国際学編,131,2,1,0.01,0.02
S4306556673,経営志林,621,29,1,0.00,0.05
S4306556685,経営研究,1012,13,1,0.00,0.01
S4306556695,経営論集,1093,34,2,0.00,0.03
S4306556717,経済地理学年報,1570,74,1,0.00,0.05
S4306556722,経済学研究,868,5,1,0.00,0.01
S4306556723,経済学論叢,688,8,1,0.00,0.01
S4306556725,経済学論纂,564,20,1,0.00,0.04
S4306556727,経済学雑誌,937,19,1,0.00,0.02
S4306556735,経済理論,599,1,1,0.00,0.00
S4306556742,経済科学,652,56,1,0.00,0.09
S4306556757,経済論叢,982,9,1,0.00,0.01
S4306556762,経済集志,642,73,1,0.00,0.11
S4306556781,經濟學商業學國民經濟雜誌,249,0,3,0.01,0.00
S4306557028,美学,2265,652,1,0.00,0.29
S4306557050,美術手帖,8726,6,1,0.00,0.00
S4306557076,群馬大学教養部紀要,174,11,1,0.01,0.06
S4306557131,耐火物,2751,7,2,0.00,0.00
S4306557403,自治研究,2867,22,1,0.00,0.01
S4306557720,茨城大学教養部紀要,280,5,1,0.00,0.02
S4306557793,著作権研究,303,1,2,0.01,0.00
S4306557812,藝文研究,726,8,1,0.00,0.01
S4306557958,西南学院大学商学論集,403,2,3,0.01,0.00
S4306557961,西南学院大学法学論集,340,12,3,0.01,0.04
S4306558019,西洋古典学研究,1460,179,3,0.00,0.12
S4306558020,西洋古典學研究,259,14,1,0.00,0.05
S4306558021,西洋史学,991,74,1,0.00,0.07
S4306558025,西洋史研究,457,111,4,0.01,0.24
S4306558132,言語文化,953,91,1,0.00,0.10
S4306558138,言語文化研究,1309,99,1,0.00,0.08
S4306558226,ドイツ語圏研究,116,3,1,0.01,0.03
S4306558260,調査月報,1508,25,1,0.00,0.02
S4306558301,警學叢刊,193,3,1,0.01,0.02
S4306558308,警察研究,1640,2,3,0.00,0.00
S4306558509,貿易と関税,1413,74,2,0.00,0.05
S4306558652,超域文化科学紀要,161,2,1,0.01,0.01
S4306558674,軍法專刊,270,0,1,0.00,0.00
S4306558878,近畿大学法学,137,4,7,0.05,0.03
S4306558882,近畿大學法學,364,8,2,0.01,0.02
S4306559041,郵政調査時報,138,1,1,0.01,0.01
S4306559099,醗酵工學雑誌,3646,96,2,0.00,0.03
S4306559281,釧路工業高等専門学校紀要,292,32,1,0.00,0.11
S4306559330,鐵と鋼 : 日本鐡鋼協會々誌,27486,383,1,0.00,0.01
S4306559501,関東学院法学,240,1,2,0.01,0.00
S4306559524,関西大学法学論集,879,20,11,0.01,0.02
S4306559546,關西大學法學論集,229,3,1,0.00,0.01
S4306559567,阪南論集,169,0,1,0.01,0.00
S4306559573,阪大法学,992,20,2,0.00,0.02
S4306559934,青山法学論集,799,5,6,0.01,0.01
S4306560019,静岡大学文理学部研究報告. 自然科学,134,35,1,0.01,0.26
S4306560037,靜岡大学法経研究,220,0,1,0.00,0.00
S4306560249,香川法学,184,1,1,0.01,0.01
S4306560270,駒沢社会学研究,189,5,1,0.01,0.03
S4306560271,駒沢社会学研究 : 文学部社会学科研究報告,106,6,1,0.01,0.06
S4306560429,高速道路と自動車,2293,13,3,0.00,0.01
S4306560601,龍谷法学,840,1,9,0.01,0.00
S4317411217,Deleted Journal,476624,11462,493,0.00,0.02
S43209165,Maatwerk,1620,358,1,0.00,0.22
S43270678,Zeitschrift für Dialektologie und Linguistik,419,735,1,0.00,1.75
S4363604036,AH,394,0,1,0.00,0.00
S4363604041,"5",296,0,8,0.03,0.00
S4363604053,Who Was Who,97649,0,5,0.00,0.00
S4363604056,Definitions,106233,0,1,0.00,0.00
