"source_id","display_name","works_count","cited_by_count","law_and_de","law_and_de_article_share","citations_per_paper"
S4363604063,Who's Who,70635,0,5,0.00,0.00
S4363604064,Benezit Dictionary of Artists,69302,0,11,0.00,0.00
S4363604065,Radiopaedia.org,80670,0,10,0.00,0.00
S4363604075,Oxford Dictionary of National Biography,32317,0,5,0.00,0.00
S4363604080,African American Studies Center,18862,0,8,0.00,0.00
S4363604081,Oxford Art Online,22533,0,2,0.00,0.00
S4363604082,Oxford Music Online,20218,0,2,0.00,0.00
S4363604097,Dictionary of Irish Biography,10721,0,1,0.00,0.00
S4363604162,The SAGE Glossary of the Social and Behavioral Sciences,2677,0,3,0.00,0.00
S4363604211,Max Planck Encyclopedia of Public International Law,1749,0,3,0.00,0.00
S4363604250,Encyclopedia of the First Amendment,1438,0,24,0.02,0.00
S4363604263,The SAGE Encyclopedia of Business Ethics and Society,1245,0,1,0.00,0.00
S4363604266,Encyclopedia of Environment and Society,1222,0,1,0.00,0.00
S4363604268,AN,1180,0,10,0.01,0.00
S4363604330,Encyclopedia of the Fourth Amendment,916,0,12,0.01,0.00
S4363604331,Multicultural America: A Multimedia Encyclopedia,914,0,2,0.00,0.00
S4363604333,Encyclopedia of U.S.-Latin American Relations,911,0,1,0.00,0.00
S4363604339,The SAGE Encyclopedia of World Poverty,898,0,1,0.00,0.00
S4363604343,Encyclopedia of Business Ethics and Society,870,0,1,0.00,0.00
S4363604367,The Supreme Court A to Z,819,0,3,0.00,0.00
S4363604386,Encyclopedia of World Poverty,773,0,1,0.00,0.00
S4363604390,Encyclopedia of U.S. Political History,765,0,1,0.00,0.00
S4363604396,"2",816,0,9,0.01,0.00
S4363604407,The SAGE Encyclopedia of War: Social Science Perspectives,721,0,1,0.00,0.00
S4363604410,ZA,703,0,1,0.00,0.00
S4363604417,Encyclopedia of Diversity in Education,696,0,1,0.00,0.00
S4363604432,Encyclopedia of African American Society,674,0,1,0.00,0.00
S4363604444,"4",635,0,8,0.01,0.00
S4363604458,Encyclopedia of Social Problems,632,0,1,0.00,0.00
S4363604460,"3R",232,0,12,0.05,0.00
S4363604479,"1",673,0,9,0.01,0.00
S4363604485,The SAGE Encyclopedia of Psychology and Gender,604,0,1,0.00,0.00
S4363604488,"Encyclopedia of Race, Ethnicity, and Society",590,0,1,0.00,0.00
S4363604516,Encyclopedia of Human Relationships,561,0,1,0.00,0.00
S4363604537,"The SAGE Encyclopedia of Alcohol: Social, Cultural, and Historical Perspectives",544,0,1,0.00,0.00
S4363604565,Asian American Society: An Encyclopedia,527,0,1,0.00,0.00
S4363604568,Encyclopedia of Interpersonal Violence,510,0,1,0.00,0.00
S4363604569,The SAGE Encyclopedia of Criminal Psychology,521,0,2,0.00,0.00
S4363604592,The SAGE Encyclopedia of the Sociology of Religion,495,0,1,0.00,0.00
S4363604600,Encyclopedia of White-Collar and Corporate Crime,482,0,2,0.00,0.00
S4363604611,Cultural Sociology of Divorce: An Encyclopedia,474,0,1,0.00,0.00
S4363604623,Forschung & Lehre,52,0,2,0.04,0.00
S4363604637,"28",446,0,2,0.00,0.00
S4363604645,"The SAGE Encyclopedia of Surveillance, Security, and Privacy",463,0,1,0.00,0.00
S4363604655,"10",425,0,7,0.02,0.00
S4363604660,"20",422,0,6,0.01,0.00
S4363604661,Encyclopedia of Educational Reform and Dissent,443,0,3,0.01,0.00
S4363604671,"22",420,0,3,0.01,0.00
S4363604674,"24",423,0,5,0.01,0.00
S4363604683,The SAGE Encyclopedia of LGBTQ Studies,436,0,1,0.00,0.00
S4363604691,"8",410,0,2,0.00,0.00
S4363604692,Encyclopedia of Education Law,423,0,10,0.02,0.00
S4363604708,"32",411,0,3,0.01,0.00
S4363604710,Encyclopedia of Politics of the American West,414,0,1,0.00,0.00
S4363604712,"6",412,0,2,0.00,0.00
S4363604720,"11",376,0,7,0.02,0.00
S4363604723,"Encyclopedia of Giftedness, Creativity, and Talent",411,0,2,0.00,0.00
S4363604726,"15",394,0,6,0.02,0.00
S4363604730,"12",382,0,4,0.01,0.00
S4363604746,"14",390,0,5,0.01,0.00
S4363604751,The U.S. Constitution A to Z,402,0,2,0.00,0.00
S4363604759,U.S. Constitution A to Z,397,0,2,0.01,0.00
S4363604761,"16",377,0,7,0.02,0.00
S4363604764,The SAGE Encyclopedia of Terrorism,392,0,1,0.00,0.00
S4363604784,"23",366,0,3,0.01,0.00
S4363604811,"21",360,0,3,0.01,0.00
S4363604826,Encyclopedia of Criminal Justice Ethics,372,0,1,0.00,0.00
S4363604832,"3",321,0,12,0.04,0.00
S4363604835,"18",349,0,4,0.01,0.00
S4363604842,"7",347,0,5,0.01,0.00
S4363604856,"25",347,0,1,0.00,0.00
S4363604894,"17",330,0,3,0.01,0.00
S4363604904,Encyclopedia of Psychology and Law,341,0,2,0.01,0.00
S4363604920,Encyclopedia of Social Theory,335,0,1,0.00,0.00
S4363604954,"9",308,0,6,0.02,0.00
S4363604972,The SAGE Deaf Studies Encyclopedia,327,0,1,0.00,0.00
S4363604989,"29",313,0,1,0.00,0.00
S4363605006,"13",297,0,5,0.02,0.00
S4363605013,The SAGE Encyclopedia of Trans Studies,320,0,1,0.00,0.00
S4363605025,Encyclopedia of Terrorism,307,0,1,0.00,0.00
S4363605040,Encyclopedia of Bilingual Education,301,0,1,0.00,0.00
S4363605227,Encyclopedia of African American Education,246,0,1,0.00,0.00
S4363605289,Max Planck Encyclopedia of Comparative Constitutional Law,305,0,1,0.00,0.00
S4363605508,Neue juristische Wochenschrift,49,0,27,0.55,0.00
S4363605786,JA,166,0,10,0.06,0.00
S4363606126,Encyclopedia of Law and Higher Education,143,0,2,0.01,0.00
S4363606128,TAAL EN TONGVAL,41,0,1,0.02,0.00
S4363606193,Nomos,53,0,2,0.04,0.00
S4363606240,Strasse und Autobahn,53,0,2,0.04,0.00
S4363606390,Encyclopedia of Sexual Behavior and the Law,146,0,1,0.01,0.00
S4363606491,Korea Association of the Law of Civil Procedure,175,0,11,0.06,0.00
S4363606585,Handbuch Naturschutz und Landschaftspflege,176,0,1,0.01,0.00
S4363606743,Student's Guide to the Supreme Court,126,0,2,0.02,0.00
S4363606892,EMV,98,0,6,0.06,0.00
S4363606915,TIJDSCHRIFT VOOR WETGEVING,66,0,1,0.02,0.00
S4363607190,"42 S.",10,0,1,0.10,0.00
S4363607268,De processibus matrimonialibus,82,0,17,0.21,0.00
S4363607487,Agrarisch recht,28,0,1,0.04,0.00
S4363607510,愛知大学法学部法経論集 = The Journal of the Faculty of Law,90,0,5,0.06,0.00
S4363607521,Geneeskunde en Sport,68,0,1,0.01,0.00
S4363607590,Ethik Und Sozialwissenschaften,21,0,3,0.14,0.00
S4363607600,Financieele Dagblad,75,0,1,0.01,0.00
S4386621717,Indagationes Mathematicae (Proceedings),2463,0,7,0.00,0.00
S4387277827,Datenschutz und Datensicherheit,20,0,14,0.70,0.00
S4387278384,Berliner Anwaltsblatt,1372,0,497,0.36,0.00
S4387278804,w/k - Between Science and Art,297,0,1,0.00,0.00
S4387278822,Philosophica,705,0,3,0.00,0.00
S4387278842,Steuer und Wirtschaft - StuW,804,0,181,0.23,0.00
S4387279247,Criminocorpus revue hypermédia,858,0,1,0.00,0.00
S4387279262,國立中正大學法學集刊,129,0,2,0.02,0.00
S4387279418,AAP Pediatric Coding Newsletter,1559,0,1,0.00,0.00
S4387279543,Schwäbische Heimat,2513,0,34,0.01,0.00
S4387279558,Han Yang Law Review,85,0,6,0.07,0.00
S4387279662,Tijdschrift voor Constitutioneel Recht,438,0,7,0.02,0.00
S4387280046,European Journal of Economics and Economic Policies Intervention,11,0,1,0.09,0.00
S4387280106,Cybersecurity and Law,221,0,1,0.00,0.00
S4387280361,Die Onkologie,297,0,1,0.00,0.00
S4387280520,Pázmány Law Review,42,0,7,0.17,0.00
S4387280602,Zeitschrift des Historischen Vereins für das Württembergische Franken,771,0,43,0.06,0.00
S4387281259,Jurnal Hukum Lex Generalis,211,0,1,0.00,0.00
S4387281413,EuZ – Zeitschrift für Europarecht,32,0,11,0.34,0.00
S4387281417,Teka Komisji Prawniczej PAN Oddział w Lublinie,581,0,1,0.00,0.00
S4387281419,Jahrbuch des Freien Deutschen Hochstifts,170,0,1,0.01,0.00
S4387281478,Zeitschrift für sportpädagogische Forschung,271,0,24,0.09,0.00
S4387281562,BE N ius – Beiträge aus der Berner Justiz,49,0,8,0.16,0.00
S4387281638,Rundbrief Fotografie,153,0,9,0.06,0.00
S4387281954,Politisches Lernen,115,0,3,0.03,0.00
S4387282164,DNP – Die Neurologie & Psychiatrie,500,0,1,0.00,0.00
S4387282754,Yearbook of German-American Studies,701,0,2,0.00,0.00
S4387283254,Exit! Krise und Kritik der Warengesellschaft,52,0,1,0.02,0.00
S4387283450,Archivnachrichten,527,0,32,0.06,0.00
S4387283478,Annales Universitatis Scientiarum Budapestinensis de Rolando Eötvös Nominatae Sectio iuridica,82,0,1,0.01,0.00
S4387283764,Law Review,122,0,1,0.01,0.00
S4387284824,ex/ante,100,0,21,0.21,0.00
S4387284995,Der Sprachdienst,23,0,1,0.04,0.00
S4387285281,Közbeszerzési Jog,38,0,1,0.03,0.00
S4387285402,Almanach,41,0,1,0.02,0.00
S4387285486,Zeitschrift für Neuere Rechtsgeschichte,339,0,116,0.34,0.00
S4387285566,engagement,72,0,1,0.01,0.00
S4387285794,Zeitschrift für Empirische Kulturwissenschaft,120,0,1,0.01,0.00
S4387285817,Forum,47,0,4,0.09,0.00
S4387286588,Rundbrief,212,0,6,0.03,0.00
S4387286659,Machine Against the Rage,40,0,1,0.03,0.00
S4387286771,History of Philosophy Yearbook,43,0,1,0.02,0.00
S4387287159,neues museum,58,0,1,0.02,0.00
S4387287447,Kwartalnik Neofilologiczny,265,0,1,0.00,0.00
S4387287459,Göttingische Gelehrte Anzeigen,66,0,1,0.02,0.00
S4387287581,Political Studies,106,0,1,0.01,0.00
S4387287799,BzL - Beiträge zur Lehrerinnen- und Lehrerbildung,1687,0,7,0.00,0.00
S4387287819,Psychosoziale Umschau,264,0,5,0.02,0.00
S4387287859,Sozialpsychiatrische Informationen,1282,0,52,0.04,0.00
S4387287914,Bausubstanz,631,0,2,0.00,0.00
S4387287915,Bauen Plus,467,0,1,0.00,0.00
S4387288050,Iustitia,50,0,1,0.02,0.00
S4387288088,Frankfurt Law Review,16,0,10,0.63,0.00
S4387288136,Professional Communication and Translation Studies,337,0,3,0.01,0.00
S4387288379,Wirtschaft und Gesellschaft,243,0,2,0.01,0.00
S4387288773,zfo – Zeitschrift Führung + Organisation,120,0,2,0.02,0.00
S4387288851,Göttinger Rechtszeitschrift,167,0,109,0.65,0.00
S4387289093,Zeitschrift für Religionskunde,136,0,3,0.02,0.00
S4387289359,Causa Sport,50,0,14,0.28,0.00
S4387289360,PROJEKTMANAGEMENT AKTUELL,119,0,3,0.03,0.00
S4387289361,Maschinenbau Schweizer Industriemagazin,423,0,14,0.03,0.00
S4387289448,WestEnd,59,0,1,0.02,0.00
S4387289594,Zeitschrift für Europarecht Int Privatrecht und RechtsvergleichungZeitschrift für Europarecht Int Privatrecht und Rechtsvergleichung,164,0,66,0.40,0.00
S4387289752,Zeitschriften des Rechts,7,0,5,0.71,0.00
S4387289753,rechtstexte,4,0,4,1.00,0.00
S4387289848,Zeitschrift für Religion und Weltanschauung (ZRW),311,0,5,0.02,0.00
S4387289895,Namenkundliche Informationen,703,0,6,0.01,0.00
S4387290212,Berliner Debatte Initial,105,0,5,0.05,0.00
S4387290220,Berufsbildung,201,0,3,0.01,0.00
S4387290221,Hessische Blätter für Volksbildung,700,0,13,0.02,0.00
S4387290222,JoSch - Journal für Schreibwissenschaft,235,0,2,0.01,0.00
S4387290223,Zeitschrift SEMINAR,136,0,3,0.02,0.00
S4387290226,REPORT - Zeitschrift für Weiterbildungsforschung,191,0,4,0.02,0.00
S4387290227,DIE Zeitschrift für Erwachsenenbildung,134,0,6,0.04,0.00
S4387290318,Korean Administrative Law Association,70,0,8,0.11,0.00
S4387290406,European Company Case Law (ECCL),49,0,3,0.06,0.00
S4387290462,Mitteilungen der Internationalen Max-Reger-Gesellschaft,7,0,1,0.14,0.00
S4387290489,Decheniana Verhandlungen des Naturhistorischen Vereins der Rheinlande und Westfalens,835,0,1,0.00,0.00
S4387290921,Türk-Alman Üniversitesi Hukuk Fakültesi Dergisi,73,0,2,0.03,0.00
S4387291013,Ulm und Oberschwaben,201,0,3,0.01,0.00
S4387292297,Zeitschrift für Katalanistik,871,0,36,0.04,0.00
S4387292983,Newsletter zum Bau- und Liegenschaftsrecht,270,0,79,0.29,0.00
S4387997464,Pawaatamihk A Journal of Métis Thinkers,40,0,1,0.03,0.00
S4387997480,Asamblea Revista parlamentaria de la Asamblea de Madrid,1009,0,2,0.00,0.00
S4387997632,Risiko & Recht,17,0,5,0.29,0.00
S4387997863,Sexuologie Zeitschrift für Sexualmedizin Sexualtherapie und Sexualwissenschaft,1351,0,15,0.01,0.00
S4389158139,The Palimpsest,4020,0,1,0.00,0.00
S4389158239,Forschungsberichte des Wissenschaftlichen Instituts für Gesundheitsökonomie und Gesundheitssystemforschung,26,0,1,0.04,0.00
S4390296636,Werkstücke,179,0,1,0.01,0.00
S4390296719,info also,58,0,17,0.29,0.00
S4390297093,KANJOLI Business Law Review,14,0,1,0.07,0.00
S4390297213,Zollerheimat,532,0,7,0.01,0.00
S4391834099,Göttinger Jahrbuch,959,0,13,0.01,0.00
S43927735,Klio,4176,15453,113,0.03,3.70
S4393911341,Bayerisches Ärzteblatt,11,0,1,0.09,0.00
S4393911366,Blätter für deutsche und internationale Politik,33,0,4,0.12,0.00
S4393911586,Ethnographisch-archäologische Zeitschrift/Ethnographisch-archäologische Zeitschrift,667,0,4,0.01,0.00
S4393911670,Forschungen zur Volks- und Landeskunde,88,0,2,0.02,0.00
S4393911677,Frankfurter Hefte,4,0,1,0.25,0.00
S4393911736,Hippokrates,29,0,1,0.03,0.00
S4393912120,Państwo i Prawo,25,0,1,0.04,0.00
S4393912162,Politische Studien,17,0,1,0.06,0.00
S4393912282,Rheinische Vierteljahrsblätter,41,0,1,0.02,0.00
S4393912333,Schweizer Monatshefte,24,0,2,0.08,0.00
S4393912480,Vakblad voor biologen,55,0,1,0.02,0.00
S4393912542,Zeitschrift für die gesamte Staatswissenschaft,17,0,2,0.12,0.00
S4393912731,Archiv für Psychologie,21,0,1,0.05,0.00
S4393912879,Mittellateinisches Jahrbuch,96,0,1,0.01,0.00
S4393913631,Abfallwirtschaft in Forschung und Praxis,5,0,2,0.40,0.00
S4393914274,Chemischer Informationsdienst Organische Chemie,40461,0,1,0.00,0.00
S4393915378,Vorgänge,21,0,3,0.14,0.00
S4393915379,Wasserrecht und Wasserwirtschaft,12,0,4,0.33,0.00
S4393915481,Philologische Studien und Quellen,80,0,2,0.03,0.00
S4393915657,BiB-Mitteilungen,1,0,1,1.00,0.00
S4393915667,Abhandlungen zur rechtswissenschaftlichen Grundlagenforschung,12,0,4,0.33,0.00
S4393916310,"1999",9,0,1,0.11,0.00
S4393916334,Forum für Fachsprachen-Forschung,61,0,9,0.15,0.00
S4393916345,Göttinger Bibliotheksschriften,64,0,1,0.02,0.00
S4393917360,Recht in Afrika,17,0,2,0.12,0.00
S4393917362,Zeitschrift für Klein- und Mittelunternehmen/Zeitschrift für KMU und Entrepreneurship,314,0,3,0.01,0.00
S4393917364,Finanzwesen der Gemeinden,28,0,17,0.61,0.00
S4393917368,Rechtsformen der Wirtschaft,7,0,1,0.14,0.00
S4393917786,Steuerrecht und Steuerberatung,42,0,21,0.50,0.00
S4393917790,Management und Wirtschaft Studien,19,0,3,0.16,0.00
S4393917791,"Bilanz-, Prüfungs- und Steuerwesen",74,0,20,0.27,0.00
S4393917794,Politikwissenschaft,26,0,6,0.23,0.00
S4393917798,Göttinger juristische Schriften,43,0,12,0.28,0.00
S4393917799,Mäzene für Wissenschaft,27,0,1,0.04,0.00
S4393917802,Berliner Kommentare,134,0,79,0.59,0.00
S4393917808,DIIR-Schriftenreihe,38,0,7,0.18,0.00
S4393917819,Forum: Rumänien,51,0,2,0.04,0.00
S4393918298,Sportmanagement,20,0,2,0.10,0.00
S4393918301,IHA Praxiswissen Hotellerie,12,0,1,0.08,0.00
S4393918315,IVP discussion paper,19,0,2,0.11,0.00
S4393918332,Vergabe infoletter,474,0,250,0.53,0.00
S4393918523,"Globaler, lokaler Islam",27,0,1,0.04,0.00
S4393918526,Risikomanagement-Schriftenreihe der RMA,11,0,2,0.18,0.00
S4393918529,"Philosophie, Naturwissenschaft und Technik",5,0,1,0.20,0.00
S4393918923,ATZ/MTZ-Fachbuch,9,0,1,0.11,0.00
S4393919132,Bibliothek dialektischer Grundbegriffe,15,0,1,0.07,0.00
S4393919155,Menschenrechte in der Medizin,2,0,1,0.50,0.00
S4393919445,Evidence of self-medication,61,0,1,0.02,0.00
S4393919458,Studien Deutsch als Fremd- und Zweitsprache,54,0,1,0.02,0.00
S4393919472,Psychologie,86,0,1,0.01,0.00
S4393919577,Marco Polo,36,0,1,0.03,0.00
S4393919699,H2R working paper,6,0,1,0.17,0.00
S4393919701,IFF working paper online,46,0,6,0.13,0.00
S4393919785,Interdisziplinäre Beiträge zu Medizin und Recht,18,0,6,0.33,0.00
S4393919862,Jahrbuch StadtRegion,18,0,1,0.06,0.00
S4393920092,Integration von Zuwanderern: Indikatoren,5,0,1,0.20,0.00
S4394708428,Forum Erziehungshilfen,310,0,13,0.04,0.00
S4394708429,Gemeinsam leben,215,0,2,0.01,0.00
S4394708430,Sonderpädagogische Förderung heute,211,0,1,0.00,0.00
S4394708431,Pädagogik,1161,0,5,0.00,0.00
S4394708432,Zeitschrift für Sozialpädagogik ZfSp,198,0,2,0.01,0.00
S4394708433,deutsche jugend,418,0,2,0.00,0.00
S4394708434,Sozialmagazin,460,0,10,0.02,0.00
S4394708435,Betrifft Mädchen,270,0,4,0.01,0.00
S4394708437,TUP - Theorie und Praxis der Sozialen Arbeit,259,0,8,0.03,0.00
S4394708438,Der pädagogische Blick,204,0,2,0.01,0.00
S4394708440,ZTS Zeitschrift für Theoretische Soziologie,116,0,3,0.03,0.00
S4394708441,Zeitschrift für Diskursforschung,139,0,1,0.01,0.00
S4394708442,Zeitschrift für Pädagogik Beiheft,106,0,1,0.01,0.00
S4394708449,CIRCULAR ECONOMY,68,0,1,0.01,0.00
S4394708521,Transforming cities,36,0,2,0.06,0.00
S4394735557,Unternehmensforschung,42,0,2,0.05,0.00
S4394736638,Journal of the American Statistical Association,28030,0,1,0.00,0.00
S4454165,physiopraxis,4255,1065,63,0.01,0.25
S44589223,Transfusion Medicine and Hemotherapy,4604,24336,43,0.01,5.29
S44595396,Renaissance and Reformation,5150,35627,1,0.00,6.92
S44783556,The Science of Nature,35535,386890,111,0.00,10.89
S44826309,Klinische Neurophysiologie,4363,3605,10,0.00,0.83
S4501114,Archive for History of Exact Sciences,1074,19822,2,0.00,18.46
S45331873,Scando Slavica,1404,1337,2,0.00,0.95
S45653059,Target International Journal of Translation Studies,1322,13611,1,0.00,10.30
S45659824,The Journal of Hellenic Studies,13172,56049,3,0.00,4.26
S45670615,The Germanic Review Literature Culture Theory,3103,3349,2,0.00,1.08
S45992627,The Economic Journal,19731,1069790,23,0.00,54.22
S46460922,Canadian Journal of Women and the Law/Revue Femmes et Droit,429,3027,1,0.00,7.06
S46521498,The Forestry Chronicle,10218,47651,1,0.00,4.66
S46538425,Kadmos,1249,3712,19,0.02,2.97
S46578180,Lebende Sprachen,3442,1362,144,0.04,0.40
S46732370,EP Europace,19372,194167,1,0.00,10.02
S46746144,Contexts,1988,10352,1,0.00,5.21
S46765617,Ldv Forum,131,91,4,0.03,0.69
S46772693,Sozialer Fortschritt,1173,2052,52,0.04,1.75
S47032817,Virchows Archiv,19701,303395,37,0.00,15.40
S4719625,European Journal of Crime Criminal Law and Criminal Justice,866,4248,1,0.00,4.91
S4723672,Journal of Sport and Social Issues,1175,30606,1,0.00,26.05
S47268595,Fortschrittsberichte über Kolloide und Polymere,424,4925,6,0.01,11.62
S47594415,Florida State University law review,1289,3175,7,0.01,2.46
S47679038,Mnemosyne,6019,18767,12,0.00,3.12
S4771847,Germanisch-romanische Monatsschrift,291,70,1,0.00,0.24
S47890901,Psychotherapeut,1797,10254,5,0.00,5.71
S4789869,Contemporary Sociology A Journal of Reviews,26241,2167601,4,0.00,82.60
S48164011,Arthroskopie,1546,2616,1,0.00,1.69
S4819472,European Radiology,16143,483603,1,0.00,29.96
S48201647,European Journal of Pediatrics,17953,305058,6,0.00,16.99
S48308836,Aktuelle Neurologie,6922,5580,2,0.00,0.81
S48370085,CHIMIA International Journal for Chemistry,4970,38778,3,0.00,7.80
S48409515,Jahresbericht Der Deutschen Mathematiker-vereinigung,267,3190,3,0.01,11.95
S48411547,South Atlantic Review,2314,45391,2,0.00,19.62
S4843980,Communications,2643,12748,1,0.00,4.82
S48599244,Owl of Minerva,1415,4405,6,0.00,3.11
S48599909,Boston College law review,2601,4600,3,0.00,1.77
S48726002,STADION,181,45,17,0.09,0.25
S49131624,International Journal of Social Economics,3199,39030,1,0.00,12.20
S49331601,RIVISTA DI STORIA DELLA FILOSOFIA,1775,1134,2,0.00,0.64
S4950763,Slovene Studies Journal,811,693,1,0.00,0.85
S49931914,Reproductive Health Matters,2475,40810,1,0.00,16.49
