"journal_name","doi","openalex_id","pubyear","pubyear_openalex","author_cnt","author_cnt_openalex","publisher","publisher_openalex","inst_count_openalex","citations_count"
JZ,"10.1628/jz-2023-0217",W4384787360,2023,2023,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389112804177900",W1963998293,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1999-1-113",W4245405976,1999,1999,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2003-1-107",W2326017241,2003,2003,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
AöR,"10.1628/000389114X14018747845122",W2316877099,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
JZ,"10.1628/jz-2022-0327",W4312953583,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0364",W2988931926,2019,2019,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268815X14458566311167",W2917907323,2015,2015,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268813X13595497148590",W2085505197,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2019-0025",W2944255162,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-1982-3-248",W3106446943,1982,1982,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,2
JZ,"10.1628/002268818X15178401893215",W2806410369,2018,2018,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2018-4-495",W2910152766,2019,2018,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
JZ,"10.1628/002268815X14298615893516",W2917414386,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268810792610107",W1972923614,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1971-3-352",W4206012839,1971,1971,0,6,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,0
KJ,"10.5771/0023-4834-1997-2-240",W4205320293,1997,1997,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-2010-1-4",W2331301053,2010,2010,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2020-0225",W4243212637,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1981-3-286",W4214738858,1981,1981,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-1988-2-206",W4244416152,1988,1988,1,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
RabelsZ,"10.1628/003372513X668862",W2510900045,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268808784109043",W2010870889,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2017-3-343",W2750907065,2017,2017,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KritV,"10.5771/2193-7869-2010-3-304",W2327032744,2010,2010,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-1982-4-348",W3096151307,1982,1982,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
JZ,"10.1628/002268812799818702",W4214642503,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2018-0128",W4232324750,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372513X661058",W2915635812,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2018-1-95",W2792098814,2018,2018,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-1976-2-157",W4233516375,1976,1976,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
JZ,"10.1628/002268817X150332333675792",W2764166603,2017,2017,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2022-0016",,2022,,1,0,Mohr Siebeck,,0,0
KJ,"10.5771/0023-4834-1979-1-94",W4235122852,1979,1979,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-2003-1-114",W2327198350,2003,2003,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268813X13560134287235",W4238881276,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2023-0025",W4319440967,2023,2023,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2006-1-81",W2326043182,2006,2006,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
RabelsZ,"10.1628/003372513X661111",W2988310713,2013,2013,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,12
AöR,"10.1628/aoer-2019-0034",W4246036187,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0320",W4237583667,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2022-0027",W4316923488,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/000389907780054118",W1965910233,2007,2007,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268809790030277",W2069965126,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.54.2.267",W966707509,2015,2015,1,1,Duncker & Humblot GmbH,Duncker & Humblot,1,6
AcP,"10.1628/acp-2018-0056",W4245122549,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268809787295881",W2034729645,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,6
AöR,"10.1628/000389112804177856",W2330275347,2012,2012,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0134",W4249947293,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2012-1-3",W4236645610,2012,2012,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
RabelsZ,"10.1628/003372516X14497453829647",W3121670072,2016,2016,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0383",W4250299386,2019,2019,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2012-0006",W4242723902,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268807781449734",W1966001383,2007,2007,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
JZ,"10.1628/jz-2010-0050",W4253054310,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2016-1-72",W4244981765,2016,2016,3,3,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
AcP,"10.1628/acp-2021-0040",W4207072270,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268807780222970",W4234782108,2007,2007,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0283",W4232310740,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389117X15054009560259",W4238404331,2017,2017,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372506776612924",W4248527994,2006,2006,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389117X15151513970382",W2792635515,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372509789566712",W2033994611,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2017-1-3",W2626226910,2017,2017,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2019-0145",W4241358726,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806778023498",W2025007526,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/002268809789383322",W2071514833,2009,2009,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,18
JZ,"10.1628/002268807781206788",W4241431802,2007,2007,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,2
JZ,"10.1628/002268814X14060241209325",W2061219177,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,6
JZ,"10.1628/jz-2018-0004",W4248263286,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372514X680443",W2510756391,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-1973-2-223",W3205882665,1973,1973,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268806779049660",W4242460570,2006,2006,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1989-1-36",W4245167314,1989,1989,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,4
JZ,"10.1628/002268816X14557074697417",W2328870582,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.47.3.467",W4235685308,2008,2008,0,0,Duncker & Humblot GmbH,Duncker & Humblot,0,0
JZ,"10.1628/002268815X14246993519177",W4241467554,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0332",W4388660993,2023,2023,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268809789069187",W4244871795,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1969-3-274",W4255365381,1969,1969,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
JZ,"10.1628/002268809789919444",W2004604763,2009,2009,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268810790709399",W4238375881,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372516X14497453830168",W2486323287,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0181",W4213341642,2021,2021,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/jz-2020-0052",W3004457148,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/000389908783917206",W2016932780,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2023-1-56",W4323024728,2023,2023,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/002268812803506207",W2040865524,2012,2012,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,2
JZ,"10.1628/002268806778023542",W2005389810,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268816X14612322407654",W4233555501,2016,2016,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268816X14635748340912",W4251831334,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/acp-2018-0001",W4230925026,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2009-2-213",W4255050243,2009,2009,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
RabelsZ,"10.1628/003372514X680344",W2512498375,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1979-3-338",W4255145849,1979,1979,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
KJ,"10.5771/0023-4834-1994-4-511",W3126397616,1994,1994,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,3
JZ,"10.1628/jz-2019-0277",W2964921415,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
AcP,"10.1628/acp-2022-0019",W4316923460,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2014-4-414",W2319112774,2014,2014,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,3,1
KJ,"10.5771/0023-4834-1970-4-504",W4241193211,1970,1970,0,12,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,3,0
JZ,"10.1628/jz-2010-0074",W40313314,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/jz-2019-0039",W2954606423,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,2
JZ,"10.1628/002268817X14948364357930",W4240533427,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1973-1-20",W4236771858,1973,1973,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
KJ,"10.5771/0023-4834-2014-3-341",W2322269919,2014,2014,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/jz-2020-0134",W4251118751,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806778533311",W1971251516,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
JZ,"10.1628/jz-2021-0073",W4230997211,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0407",W2992118252,2019,2019,2,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
AöR,"10.1628/000389108785837265",W1993018544,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268810790786240",W4210325577,2010,2010,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268816X14593393503570",W2400586790,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.48.3.459",W4239424811,2009,2009,0,0,Duncker & Humblot GmbH,Duncker & Humblot,0,0
JZ,"10.1628/002268814X14004867168392",W2061967294,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268816X14570156355636",W2416221156,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2014-1-5",W2114546267,2014,2014,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,2,0
JZ,"10.1628/002268813X13584201790776",W2027377159,2013,2013,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389104780387020",W2076909326,2004,2004,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/aoer-2019-0024",W3014810888,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268813X13615219760405",W4248279224,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268808784910124",W1992023448,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268811796943158",W4254610007,2011,2011,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/000389905782273395",W2038147241,2005,2005,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372515X14339403064287",W2916792667,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2021-0301",W4250814991,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268814X13958350124837",W4254788009,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268814X13860587949559",W2047477011,2014,2014,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0247",W3082568745,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268817X14926978384500",W2736606496,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268807782170967",W2032704536,2007,2007,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1969-1-93",W4242988571,1969,1969,1,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
RabelsZ,"10.1628/0033725014123360",W1542624723,2001,2001,1,1,Mohr Siebeck,Mohr Siebeck Verlag,1,27
AöR,"10.1628/000389111795061720",W2318002356,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,11
AcP,"10.1628/000389917X14869821765763",W2618510075,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2022-0025",W4205877103,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2009-4-435",W4255341001,2009,2009,0,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2020-0378",W4247531051,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1978-3-310",W4242112573,1978,1978,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268817X14890687708224",W2613030358,2017,2017,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2017-4-497",W2772631631,2017,2017,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,12
JZ,"10.1628/jz-2010-0004",W4253414001,2010,2010,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2002-3-325",W2332913304,2002,2002,2,2,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268816X14618355884653",W2547539759,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389108784772312",W2015883475,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1978-2-170",W4243931677,1978,1978,3,3,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268813X13612696225133",W4256624352,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806775351758",W4247528692,2006,2006,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268808784910052",W4229948190,2008,2008,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0382",W4234918817,2020,2020,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2015-3-275",W3120095003,2015,2015,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,34
JZ,"10.1628/jz-2018-0360",W4241034584,2018,2018,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/aoer-2021-0024",W4294931061,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268807781752872",W4249487981,2007,2007,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372505774580923",W2749701494,2005,2005,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268813X13624923220051",W2015665731,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,7
KJ,"10.5771/0023-4834-1968-1-29",W3014465570,1968,1968,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-1999-1-83",W3201714298,1999,1999,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
Staat,"10.3790/staa.53.4.533",W2087624089,2014,2014,1,1,Duncker & Humblot GmbH,Duncker & Humblot,1,0
RabelsZ,"10.1628/0033725054006311",W1499169778,2005,2005,2,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268815X14264974987665",W4248352763,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AöR,"10.1628/000389110791162444",W2059270437,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0106",W4244433951,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2022-0092",W4285113489,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268815X14467321151166",W4237376697,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1986-4-443",W4245808967,1986,1986,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268818X15138677090459",W2939657335,2018,2018,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2018-0043",W2802242039,2018,2018,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1999-3-398",W4232938707,1999,1999,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,4
JZ,"10.1628/jz-2019-0326",W4241831090,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1999-4-526",W4231314065,1999,1999,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
KJ,"10.5771/0023-4834-1998-2-145",W4245648801,1998,1998,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,8
JZ,"10.1628/002268811794929624",W4238413773,2011,2011,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,1
JZ,"10.1628/jz-2022-0024",W4205950840,2022,2022,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2019-3-206",W3003788344,2020,2019,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,1
JZ,"10.1628/002268817X14885368312124",W4239036290,2017,2017,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0140",W4248389544,2019,2019,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KritV,"10.5771/2193-7869-2008-4-423",W2333057800,2009,2008,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,2
AcP,"10.1628/000389903780275315",W2056395698,2003,2003,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,27
JZ,"10.1628/002268816X14781873144667",W4241774815,2016,2016,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1968-2-192",W4240717181,1968,1968,2,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
KJ,"10.5771/0023-4834-1980-3-316",W4255945781,1980,1980,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268813X13605801000718",W4205749372,2013,2013,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806775435557",W4248949154,2006,2006,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1975-1-78",W4255516308,1975,1975,1,0,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268811797238475",W2002237099,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268812800630572",W2068373867,2012,2012,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2018-0184",W2886529176,2018,2018,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.52.1.1",W1975119399,2013,2013,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,5
AöR,"10.1628/000389108785837292",W2065531056,2008,2008,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,3
KJ,"10.5771/0023-4834-2022-3-284",W4296878046,2022,2022,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
AcP,"10.1628/acp-2020-0010",W3038841398,2020,2020,2,2,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268809789206616",W4236239597,2009,2009,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
AcP,"10.1628/000389915X14364381652859",W2283122550,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-2022-4-494",W4312842521,2022,2022,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,0
JZ,"10.1628/jz-2020-0008",W4245642608,2020,2020,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268811794656843",W2030213416,2011,2011,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268813X13581593763847",W2027322354,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-1984-4-418",W4235888746,1984,1984,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,0,1
JZ,"10.1628/002268810791536615",W4240646907,2010,2010,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,1
KJ,"10.5771/0023-4834-2009-3-271",W2330862236,2009,2009,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,3
AöR,"10.1628/000389113X13608474351986",W2331407063,2013,2013,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2020-0187",W4236259158,2020,2020,1,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268817X14858538990583",W4250390224,2017,2017,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
KJ,"10.5771/0023-4834-2022-4-399",W4312933236,2022,2022,1,1,Nomos Verlagsgesellschaft mbH & Co. KG,Nomos,1,2
JZ,"10.1628/jz-2021-0317",W4231365788,2021,2021,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
Staat,"10.3790/staa.48.1.107",W2042793962,2009,2009,1,1,Duncker & Humblot GmbH,Duncker & Humblot,0,3
JZ,"10.1628/jz-2022-0187",W4285251479,2022,2022,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/002268806777248553",W2003089426,2006,2006,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2023-0262",W4386717001,2023,2023,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
JZ,"10.1628/jz-2019-0403",W4231352148,2019,2019,0,0,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/rabelsz-2020-0024",W2999027653,2020,2020,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
RabelsZ,"10.1628/003372515X14373846830421",W2502359928,2015,2015,1,1,Mohr Siebeck,Mohr Siebeck Verlag,0,0
