"alternativeTitle","id","issn","otherTitleInformation","shortTitle","title"
"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte / Germanistische Abteilung","http://lobid.org/resources/990175608830206441#!","23044861",,,"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, Germanistische Abteilung"
,"http://lobid.org/resources/990191420610206441#!","21928460 21928460",,,"Erlanger Schriften zum öffentlichen Recht"
"Informationen über Steuern, Recht und Wirtschaft","http://lobid.org/resources/990131931020206441#!","1610708X",,,"NewsLetter / Rödl & Partner, Mandantenbrief : Informationen über Steuern, Recht und Wirtschaft"
,"http://lobid.org/resources/990119310410206441#!","14249723","Fachzeitschrift des Kompetenzzentrums eGovernment",,"eGov Präsenz"
"Archiv für Rechtspflege und Gesetzgebung im Grossherzogthum Baden ( Hauptsacht. teils )","http://lobid.org/resources/990178748710206441#!","2192743X 2192743X",,,"Archiv für die Rechtspflege und Gesetzgebung im Großherzogthum Baden"
"Reihe staatsrechtliche Abhandlungen ( Hauptsacht. teils )","http://lobid.org/resources/990143377620206441#!","18623263",,,"Staatswissenschaftliche Abhandlungen"
"Verwaltungsrecht news; Verwaltungsrecht-news","http://lobid.org/resources/990108717990206441#!","14368552","news ; Forschung aktuell",,"Verwaltungsrecht"
,"http://lobid.org/resources/990103567280206441#!","03448797",,,"Ausländisches Wirtschafts- und Steuerrecht"
"Informationsbrief der Sektion Rechtssoziologie in der Deutschen Gesellschaft für Soziologie ( Hauptsacht. teils )","http://lobid.org/resources/990103567710206441#!","21921784 21921784",,,"Informationsbrief / hrsg. im Auftr. d. Sektion Rechtssoziologie in der Deutschen Gesellschaft für Soziologie"
"Kompakt TVöD","http://lobid.org/resources/990157588950206441#!","18632319 18632319","der Informationsdienst für Ihre erfolgreiche Personalarbeit und Mitarbeitervertretung",,"TVöD kompakt"
,"http://lobid.org/resources/990157089540206441#!","16116216","rechtliche Tipps und Informationen zu Minijobs und Teilzeitrecht",,"Teilzeitarbeit und geringfügige Beschäftigung"
,"http://lobid.org/resources/990103566920206441#!","23651407 23651407",,,"Rechtserforschungen für Juristen und Nicht-Juristen"
,"http://lobid.org/resources/990103567170206441#!","21935599 21935599",,,"Jahrbücher der Gesetzgebung und Rechtspflege im Königreich Württemberg"
"Haufe-Praxishandbuch Umsatzsteuer ( Haupttitel 2003-Aktualisierung 23 (2009) )","http://lobid.org/resources/99370735194906441#!","21933669 16121732",,,"Praxishandbuch Umsatzsteuer"
"Auswahl der erlassenen Entscheidungen; Selection of decisions","http://lobid.org/resources/990054471490206441#!","04709233","= Selected decisions of the Supreme Restitution Court, Second Division (Herford, Westf.)",,"Ausgewählte Entscheidungen des Obersten Rückerstattungsgerichts, Zweiter Senat (Herford, Westf.)"
"Statistische Mitteilungen","http://lobid.org/resources/990056127170206441#!","14323184 14323184","Berichtsmonat ...",,"Statistische Monatsdaten / Landesarbeitsamt Nordrhein-Westfalen"
"Jahresbericht und polizeiliche Kriminalstatistik","http://lobid.org/resources/990103567520206441#!","05865638",,,"Statistischer Jahresbericht / Landeskriminalpolizeiamt Schleswig-Holstein"
"LMBl; Amtsblatt des Bayerischen Staatsministeriums für Ernährung, Landwirtschaft und Forsten ( Hauptsacht. bis 19.1975 )","http://lobid.org/resources/990103511910206441#!","04086953","LMBl",,"Amtsblatt / Bayerisches Staatsministerium für Ernährung, Landwirtschaft und Forsten"
,"http://lobid.org/resources/99371152613806441#!","27506843",,,"Standpunkte"
,"http://lobid.org/resources/990135786550206441#!","18600484 18600484",,,"Steuerrecht und Steuerberatung"
"Dokumentation / Landesverband Rheinland-Pfalz, Saar","http://lobid.org/resources/990102578620206441#!","07232691","Dokumentation",,"Moderne Verbrechensbekämpfung, Landesverband Rheinland-Pfalz, Saar"
"Das gesamte Vergaberecht ( Hauptsacht. 1.2001,1 ); Zeitschrift Vergaberecht ( Zusatz anfangs )","http://lobid.org/resources/990180612140206441#!","23662247 23662247","Zeitschrift für das gesamte Vergaberecht","VergabeR","Vergaberecht"
,"http://lobid.org/resources/990204011560206441#!","23153903",,,"Tätigkeitsbericht ... / Europäischer Rechnungshof"
"SKV","http://lobid.org/resources/990054355910206441#!","07218028","SKV ; AOK-Bildungszeitschrift",,"Soziale Krankenversicherung"
,"http://lobid.org/resources/990160877780206441#!","18656684 18656684","von Kollegen für Kollegen",,"Kammerreport ... / Rechtsanwaltskammer Stuttgart,  RAK"
,"http://lobid.org/resources/990155368200206441#!","21986371 21986371",,,"Osnabrücker Beiträge zur Parteienforschung"
,"http://lobid.org/resources/990103535010206441#!","23665351 23665351",,,"Juristisches Magazin"
,"http://lobid.org/resources/990178746030206441#!","23664398 23664398",,,"Juristisch-mathematisches Magazin"
"Hamburger Reihe / D","http://lobid.org/resources/990179565390206441#!","18693806 18693806",,,"Aktuelle Probleme des Versicherungsvertrags- und Vermittlerrechts"
,"http://lobid.org/resources/990178746010206441#!","23671319 23671319",,,"Juristisches Journal"
,"http://lobid.org/resources/990178746090206441#!","25102443 25102443",,,"Neueste landschaftliche Bibliothek für Baiern"
"Fachdatenbank Anlagensicherheit","http://lobid.org/resources/990113111730206441#!","14358522 14358522","Fach-Datenbank",,"Anlagensicherheit"
,"http://lobid.org/resources/990178746050206441#!","21926468 21926468",,,"Magazin für die Philosophie des Rechts und der Gesetzgebung"
"Lebensmittelsicherheit in Bayern","http://lobid.org/resources/990198441850206441#!","18649963",,,"Band ... der Schriftenreihe Lebensmittelsicherheit in Bayern"
,"http://lobid.org/resources/990103535230206441#!","23668385 23668385",,,"Magazin gemeinnütziger Beobachtungen und interessanter Rechtsfälle in Koncurssachen"
"FOR","http://lobid.org/resources/990364015710206441#!","26986604 26986604","FOR : Gespräche, Hintergründe und Fakten",,"Family office report"
,"http://lobid.org/resources/990054212580206441#!","23668237 23668237",,,"Archiv merkwürdiger Rechtsfälle und Entscheidungen der rheinhessischen Gerichte mit vergleichender Berücksichtigung der Jurisprudenz von Frankreich, Rheinbaiern und Rheinpreußen"
,"http://lobid.org/resources/990133064950206441#!","1614113X 1614113X","= Publication series / Europainstitut Wirtschaftsuniversität Wien",,"Schriftenreihe / Europainstitut Wirtschaftsuniversität Wien"
,"http://lobid.org/resources/990203213820206441#!","21978417 21978417",,,"Deutsches, europäisches und internationales Strafrecht und Strafprozessrecht"
,"http://lobid.org/resources/990178746060206441#!","23668210 23668210",,,"Archiv des preußischen Rechts"
"StraFo","http://lobid.org/resources/990209152970206441#!","09479252","StraFo",,"Strafverteidiger-Forum"
"Schriften zum Kirchenrecht","http://lobid.org/resources/990203067920206441#!","21983941",,,"Schriftenreihe Schriften zum Kirchenrecht"
"WITI-Bericht ( Haupttitel Nr. 7 )","http://lobid.org/resources/990365081700206441#!","26996057","Wissens- und Ideentransfer für Innovation in der öffentlichen Verwaltung",,"WITI-Berichte"
,"http://lobid.org/resources/990173413320206441#!","14336944","Profile, Passagen, Positionen",,"Druck-Sache"
,"http://lobid.org/resources/990155067350206441#!","18615929 18615929",,,"Studien zur Kultur- und Rechtsgeschichte"
,"http://lobid.org/resources/990178747120206441#!","25098535 25098535",,,"Blätter zur Kunde des Preussischen Staates und seiner Verfassung"
,"http://lobid.org/resources/990178747320206441#!","23665777 23665777",,,"Archiv für das Notariat"
,"http://lobid.org/resources/990055618630206441#!","03426645","d. Handwerksbetrieb ; d. Handelsbetrieb ; Magazin für Steuerrecht, Arbeitsrecht, Sozialrecht, Wirtschaftsrecht",,"Journal HB"
,"http://lobid.org/resources/990181424120206441#!","21910154 21910154","der haftungssichere Rechtsberater für Profis in der Pflege",,"Rechtssicher pflegen & führen aktuell"
,"http://lobid.org/resources/990053881420206441#!","23078545",,,"Juristische Schriftenreihe"
"ZIK; Insolvenzrecht & Kreditschutz aktuell; Insolvenzrecht und Kreditschutz aktuell","http://lobid.org/resources/990108048590206441#!","10246096","ZIK ; Insolvenzrecht & Kreditschutz aktuell",,"Zeitschrift für Insolvenzrecht und Kreditschutz"
,"http://lobid.org/resources/990164018650206441#!","18630804 18630804",,,"Premium-Journal, Der Steuerberater-Newsletter"
"Magazin für deutsche gerichtliche und Polizeibeamte, welche sich mit der französischen peinlichen Gesetzgebung und dem Gerichtsgang in peinlichen Sachen bekannt zu machen wünschen ( Auf d. Bd.-Titelbl. )","http://lobid.org/resources/990178747360206441#!","23665904 23665904",,,"Magazin für deutsche gerichtliche und Polizeibeamte"
"KSR direkt online","http://lobid.org/resources/990151582850206441#!","18618782","KSR direkt ; der monatliche Infodienst zu Rechtsprechung und Verwaltungsanweisungen",,"Kommentiertes Steuerrecht direkt"
,"http://lobid.org/resources/990178231540206441#!","18649629 18649629",,"Aegean Rev Law Sea","Aegean review of the law of the sea and maritime law"
,"http://lobid.org/resources/990054549700206441#!","03436888","im Jahre ...",,"Rentenzugang, Rentenwegfall und Rentenumwandlung in der Angestelltenversicherung"
"IDN","http://lobid.org/resources/990104552510206441#!","05376602","IDN",,"Informationsdienst zur Notstandsgesetzgebung für Pfarrer und kirchliche Mitarbeiter"
"Zeitschrift für Berufsberatung; Zeitschrift für Studienanfänger ( Zusatz anfangs )","http://lobid.org/resources/990054131490206441#!","03401995","das deutsche Studienmagazin",,"Aspekte"
"UVR","http://lobid.org/resources/990192075580206441#!","21958912 21958912","UVR",,"Umsatzsteuer- und Verkehrsteuer-Recht"
,"http://lobid.org/resources/990119915940206441#!","01740466",,,"Geschäftsbericht / Landesversicherungsanstalt Baden, Kurzfassung : zur Information von sozialpolitischen Organisationen und Verbänden, der Medien, den mit der Rentenversicherung befaßten öffentlichen Stellen sowie aller interessierten Bürger"
,"http://lobid.org/resources/990055123740206441#!","04824024","d. Zeitschrift für alle Rückerstattungsfragen",,"Restitution"
"Schriftenreihe der Vereinigung für Jugendgerichte und Jugendgerichtshilfen ( Hauptsacht. 5.1926; 7.1926 - 11.1927 ); Schriftenreihe der DVJJ ( Hauptsacht. teils )","http://lobid.org/resources/990053915400206441#!","09423516",,,"Schriftenreihe der Deutschen Vereinigung für Jugendgerichte und Jugendgerichtshilfen"
"Kindeswohl","http://lobid.org/resources/990055737100206441#!","07218648",,,"Info / Bundesverband der Pflege- und Adoptiveltern"
,"http://lobid.org/resources/990053931040206441#!","09339485",,,"Baum-Reihe"
"Übersicht über die Tarifabschlüsse der IG Bergbau und Energie in den Jahren 1990 und 1991 ( Hauptsacht. 1990/91(1993) )","http://lobid.org/resources/990108011490206441#!","1431990X","im Jahre",,"Übersicht über die Tarifabschlüsse der IG Bergbau und Energie"
,"http://lobid.org/resources/990103866200206441#!","0721412X",,,"Strafvollzug, Randgruppen, soziale Hilfen"
,"http://lobid.org/resources/990054962980206441#!","09366792",,,"Annalen des katholischen, protestantischen und jüdischen Kirchenrechts"
,"http://lobid.org/resources/990103535050206441#!","21929483 21929483",,,"Magazin für das Civil- und Criminal-Recht des Kayserreichs Frankreich"
,"http://lobid.org/resources/990120679030206441#!","18686168 18686168","Organ des Interdisziplinären Arbeitskreises für Forensische Odonto-Stomatologie, der Deutschen Gesellschaft für Zahn-, Mund- und Kieferheilkunde und der Deutschen Gesellschaft für Rechtsmedizin",,"Newsletter"
"ZUS","http://lobid.org/resources/990188094660206441#!","2223666X","ZUS",,"Zeitschrift für Unternehmensnachfolge und Steuerplanung"
,"http://lobid.org/resources/990103535070206441#!","23671327 23671327",,,"Neues juristisches Journal"
,"http://lobid.org/resources/990103535240206441#!","23669330 23669330",,,"Neues Magazin gemeinnüziger Beobachtungen und interessanter Rechtsfälle in Concurssachen"
,"http://lobid.org/resources/990103535030206441#!","25103237 25103237",,,"Juristisches Magazin besonders für die Herzoglich Braunschweigischen Lande"
,"http://lobid.org/resources/990056137060206441#!","09350586",,,"Stenographischer Bericht / Bundesrat, Europakammer"
"Handkommentar","http://lobid.org/resources/99371270677706441#!","18639682 18639682","Kommentar",,"BEEG - Bundeselterngeld- und Elternzeitgesetz"
,"http://lobid.org/resources/990121732420206441#!","16104943 16104943",,,"Rostocker rechtsgeschichtliche Reihe"
"Betriebszeitung des Amtsgerichts Groß-Gerau ( Zusatz 1991 - 1993,4 ); Betriebszeitschrift des Amtsgerichts Gross-Gerau ( Zusatz 1993,5 - 1998 )","http://lobid.org/resources/990105173800206441#!","16181883 16181883","Mitarbeiterzeitschrift des Amtsgerichts Gross-Gerau",,"Gerichtsnotizen"
"BKK-Leitfaden; BKK-Bundesverband, Essen ( Hrsg. bis 2014 )","http://lobid.org/resources/990187310600206441#!","2192788X",,,"Leitfaden zum Versicherungs-, Melde-  und Beitragsrecht"
,"http://lobid.org/resources/990056287160206441#!","2366519X 2366519X",,,"Jahrbücher des Kaiserlichen Reichskammergerichts"
"Magazin der französischen und westfälischen Jurisprudenz ( Hauptsacht. 5.1813,1 )","http://lobid.org/resources/990117387130206441#!","18660916 18660916",,,"Magazin für das Civil- und Criminal-Recht des Königreichs Westphalen"
"Journal der Gesetzgebung des achtzehnten Jahrhunderts","http://lobid.org/resources/990103534980206441#!","23653450 23653450",,,"Journal der Gesetzgebung des achtzehnden Jahrhunderts"
,"http://lobid.org/resources/990054009150206441#!","14344254 14344254",,,"Jahresbericht des Präsidenten / Fachhochschule des Bundes für Öffentliche Verwaltung"
"Kommunalpraxis / Ausgabe Nordrhein-Westfalen, Niedersachsen; Kommunalpraxis / Ausgabe N; KommP / N; Ausgabe Nordrhein-Westfalen, Niedersachsen ( Sachl. Benennung bis 5.1998,2 )","http://lobid.org/resources/990056681030206441#!","14372266","Zeitschrift für Verwaltung, Organisation und Recht",,"Kommunalpraxis, Ausgabe Nordrhein-Westfalen, Niedersachsen, Schleswig-Holstein, Hamburg, Bremen"
,"http://lobid.org/resources/990105979490206441#!","27488411 27488411",,,"Nützliche Abhandlungen und Beyträge, zur Erweiter- und Erläuterung des reichsgerichtlichen Justizwesens und Processus, auch anderer das teutsche Staatsrecht betreffenden Materien"
,"http://lobid.org/resources/990121448540206441#!","1610899X","Schriftenreihe des Instituts für Europäische Gesundheitspolitik und Sozialrecht an der Johann-Wolfgang-Goethe-Universität Frankfurt",,"Frankfurter Schriften zur Gesundheitspolitik und zum Gesundheitsrecht"
"PB","http://lobid.org/resources/990109643920206441#!","18622178 18622178","PB",,"Pflegebulletin"
"Verbraucherpolitik in Hessen","http://lobid.org/resources/990220565280206441#!","25688170 25688170",,,"Der Politikbrief der Verbraucherzentrale Hessen"
"Steuerrecht in Forschung und Praxis","http://lobid.org/resources/990121232910206441#!","16166663 16166663",,,"Schriftenreihe Steuerrecht in Forschung und Praxis"
,"http://lobid.org/resources/990214863220206441#!","25115480 25115480","prüffähige Rechnungen : einfach, sicher & schnell erstellen",,"HOAI ..."
,"http://lobid.org/resources/99371730740106441#!","27522490 27522490",,,"Studien zur Geschichte der Max-Planck-Gesellschaft"
"Europarecht news; Europarecht-news","http://lobid.org/resources/990108714050206441#!","14368919","news ; Forschung aktuell",,"Europarecht"
"Archiv für die Gesetzgebung und Reform des juristischen Studiums","http://lobid.org/resources/990178747280206441#!","21929564 21929564",,,"Archiv für die Gesetzgebung und Reforme des juristischen Studiums"
,"http://lobid.org/resources/990178747580206441#!","21935599 21935599",,,"Jahrbücher der Gesetzgebung und Rechtspflege im Königreich Württemberg"
