"alternativeTitle","id","issn","otherTitleInformation","shortTitle","title"
"IZ / Edizione italiano tedesco","http://lobid.org/resources/990101858710206441#!","09363211","giornale d'informazione della consulenza per l'avviamento professionale per la scelta della professione",,"IZ, Edizione italiano-tedesco"
"Institut für Prozess- und Anwaltsrecht working paper","http://lobid.org/resources/990368796910206441#!","23650362",,,"IPA working paper"
,"http://lobid.org/resources/990154355780206441#!","16142195 16142195",,,"Policy paper / Deutsches Institut für Menschenrechte, German Institute for Human Rights"
,"http://lobid.org/resources/990144483130206441#!","16605799","= Schweizerische Zeitschrift für Gesundheitsrecht : RSDS/SZG ...",,"Revue suisse de droit de la santé"
,"http://lobid.org/resources/990178229800206441#!","01762982","Fachzeitschrift rund ums Pflegekind und Adoptivkind",,"Paten"
,"http://lobid.org/resources/99370759564606441#!","27484203 27484203",,,"Konflikt, Verbrechen und Sanktion in der Gesellschaft Alteuropas, Fallstudien"
"OLG-Rechtsprechung aktuell ( Hauptsacht. 1991,Nov. - 1992,Febr. )","http://lobid.org/resources/990056016650206441#!","09430997","Rechtsprechung der OLG und LG zum Zivilrecht ; Entscheidungsanalysen in Kurzform für die Praxis",,"OLG-Rechtsprechung"
"Juridisches Magazin, insbesondere für die Großherzoglich Badischen Lande","http://lobid.org/resources/990055174280206441#!","18661025 18661025",,,"Juridisches Magazin"
"Magazin für deutsche gerichtliche und Polizeibeamte, welche sich mit der französischen peinlichen Gesetzgebung und dem Gerichtsgang in peinlichen Sachen bekannt zu machen wünschen ( Auf d. Bd.-Titelbl. )","http://lobid.org/resources/990055174430206441#!","23665890 23665890",,,"Magazin für deutsche gerichtliche und Polizeibeamte"
,"http://lobid.org/resources/990157581770206441#!","1864693X 1864693X","der haftungssichere Rechtsberater für Profis in der Pflege",,"Rechtssicher pflegen aktuell"
,"http://lobid.org/resources/990166326390206441#!","01724770",,,"Beiträge zum ausländischen öffentlichen Recht und Völkerrecht"
"PR","http://lobid.org/resources/990174480730206441#!","14396629 14396629","PR ; mit Mandantenbrief",,"Praktiker-Rechtspr.-Report"
"Schriftenreihe der Bundesanstalt für Arbeitsschutz und Arbeitsmedizin / Tagung; Schriftenreihe der Bundesanstalt für Arbeitsschutz und Arbeitsmedizin / Tb","http://lobid.org/resources/990053965240206441#!","14332132","= Publication series from the Federal Institute for Occupational Safety and Health",,"Schriftenreihe der Bundesanstalt für Arbeitsschutz und Arbeitsmedizin, Tagungsbericht"
,"http://lobid.org/resources/99371973571406441#!","29408660 29408660",,,"Interdisziplinäre Beiträge zu Medizin und Recht"
,"http://lobid.org/resources/990103902090206441#!","01381555",,,"Arbeitsschutz, Arbeitshygiene"
,"http://lobid.org/resources/990156889140206441#!","09371974",,,"Schriften zum internationalen Wirtschafts-, Finanz- und Steuerrecht"
,"http://lobid.org/resources/990107959360206441#!","07211287 07211287","Polizei, Verfassungsschutz, Feuerwehr, Zivil- und Katastrophenschutz ; eine Zeitschrift des Niedersächsischen Innenministers",,"Unsere Sicherheit"
,"http://lobid.org/resources/990151656090206441#!","09419527 09419527","Beiträge zu Rechtswissenschaft, Philosophie und Politik",,"Rechtsphilosophische Hefte"
,"http://lobid.org/resources/990102637390206441#!","01760890",,,"Beiträge zur Verwaltungswissenschaft"
,"http://lobid.org/resources/990364769030206441#!","26995018","Sektorgutachten der Monopolkommission gemäß § 62 EnWG",,"Sektorgutachten Energie"
"Forum der Gefängnisse ( Hauptsacht. 39.1991,1-3 )","http://lobid.org/resources/990055989860206441#!","10172866","= Forum Gefängnis und Freiheit = Forum prigione e libertà",,"Forum prison et liberté"
,"http://lobid.org/resources/990190608460206441#!","01709291","= Case law from the contracting states to the EPC = <<La>> jurisprudence des états parties à la CBE",,"Rechtsprechung aus den Vertragsstaaten des EPÜ"
,"http://lobid.org/resources/990103581210206441#!","04391411",,,"Hilfsmittel zum Ostrecht"
"Kommentar zu den einschlägigen Regelungen des Altersvermögensgesetzes, zum Altersvorsorgeverträge-Zertifizierungsgesetz, zum Fünften Vermögensbildungsgesetz, zum Wohnungsbau-Prämiengesetz und zu Vermögensbeteiligungen; SPG","http://lobid.org/resources/99370723947806441#!","16180909 16180909","gesetzliche und betriebliche Altersversorgung, private Altersvorsorge, Versicherungen, Wohnungsbau-Prämien, Vermögensbildung : ergänzbarer Kommentar",,"Staatliche Förderung der Altersvorsorge und Vermögensbildung"
,"http://lobid.org/resources/99372482377206441#!","29413435","nach § 20d Abs. 4 SGB V",,"... Präventionsbericht"
"Jahresbericht der Antidiskriminierungsstelle des Bundes","http://lobid.org/resources/99371113516006441#!","27506002",,,"Jahresbericht"
,"http://lobid.org/resources/990103004370206441#!","23671300 23671300",,,"Juristisches Journal"
,"http://lobid.org/resources/990103004450206441#!","25097695 25097695",,,"Beiträge zur populären Rechtsgelehrsamkeit"
,"http://lobid.org/resources/99371898714406441#!","29404290 29404290","Schriften zu Medien, Daten und Digitalisierung",,"Young academics - Medienrecht und Medienwirtschaft"
,"http://lobid.org/resources/990053776840206441#!","01716697 01716697",,,"Frankfurter öffentlich-rechtliche Studien"
,"http://lobid.org/resources/990056016850206441#!","09442464 09442464",,,"Bericht über Stand und Entwicklung der Kriminalität des Jahres ... im Saarland (Jahresbericht)"
"Jahresbericht","http://lobid.org/resources/990143381720206441#!","16096088","Jahresbericht",,"Stand der Drogenproblematik in der Europäischen Union und in Norwegen"
,"http://lobid.org/resources/990171629430206441#!","17257638","... Tätigkeitsbericht ...",,"Bericht des Europäischen Amtes für Betrugsbekämpfung, Kurzfassung"
,"http://lobid.org/resources/990163939040206441#!","1860479X 1860479X",,,"Bochumer Beiträge zur Unternehmensführung"
,"http://lobid.org/resources/990217517340206441#!","25104241 25104241","aktuelle Rechtsänderungen und Handlungsempfehlungen für Ihre US-Exportgeschäfte",,"US-Exportrecht in der Praxis"
,"http://lobid.org/resources/990217509650206441#!","25118870 25118870",,,"Architektenhandbuch der AKS"
,"http://lobid.org/resources/990055609400206441#!","04588460",,"LAW LEGIS.","Law and legislation in the German Democratic Republic"
,"http://lobid.org/resources/99371898714006441#!","29404304 29404304","Schriften zu Medien, Daten und Digitalisierung",,"Young academics - Medienrecht und Medienwirtschaft"
,"http://lobid.org/resources/990151132610206441#!","16125401 16125401","Rechtsreport für Personalentscheidungen im Betrieb",,"Lohnsteuerrecht aktuell"
,"http://lobid.org/resources/99371069560606441#!","27502791 27502791","ZfPC",,"Zeitschrift für Product Compliance"
,"http://lobid.org/resources/990182222230206441#!","21911339 21911339",,,"Civil procedure review"
"Informationsreihe für hessische Architekten","http://lobid.org/resources/990156354290206441#!","16125800",,,"Architekten- und Stadtplanerkammer Hessen informiert"
,"http://lobid.org/resources/990113117480206441#!","05616271 05616271",,,"Schriftenreihe der Hochschule Speyer"
"Umweltrecht in Forschung und Praxis","http://lobid.org/resources/990121174600206441#!","16177436 16177436",,,"Schriftenreihe Umweltrecht in Forschung und Praxis"
,"http://lobid.org/resources/990056111790206441#!","09414460","Informationsschrift für Detektive und Detektivinnen",,"Detektiv-Kurier"
"TSSV","http://lobid.org/resources/990105369710206441#!","09356061","TSSV",,"Tübinger Schriften zum Staats- und Verwaltungsrecht"
"Schriftenreihe des Fachbereichs Öffentliche Sicherheit ( Anfangs mit Zusatz )","http://lobid.org/resources/990126320910206441#!","09465782",,,"Beiträge zur inneren Sicherheit"
,"http://lobid.org/resources/990197518780206441#!","21959641","Habilitationen",,"Das Bürgerliche Recht"
"Beiträge zum deutschen Recht; Beyträge zum teutschen Recht ( Hauptsacht. 1.1786 u. 4.1789 )","http://lobid.org/resources/990178744780206441#!","21929823 21929823",,,"Beyträge zum teutschen Rechte"
"Die Gesundheit der Kollegen im Fokus; Arbeitsschutz, Gesundheitsschutz & Datenschutz für die Betriebsratsarbeit","http://lobid.org/resources/990191027490206441#!","21962596 21962596","Die Gesundheit der Kollegen im Fokus",,"Arbeitssicherheit Betriebsrat"
,"http://lobid.org/resources/990178745140206441#!","25098446 25098446","d. Jahres ...",,"Staatswissenschaftliche und juristische Litteratur"
"ZSt","http://lobid.org/resources/990119998970206441#!","16116925 16116925","ZSt ; Wirtschaft, Steuern, Recht",,"Zeitschrift zum Stiftungswesen"
"Magazin für die gesamte Rechtsgelehrtheit","http://lobid.org/resources/990054953560206441#!","25100319 25100319",,,"Magazin für die gesammte Rechtsgelahrtheit"
,"http://lobid.org/resources/990055820580206441#!","23671424 23671424",,,"Teutsche Stats-Literatur"
,"http://lobid.org/resources/990053964520206441#!","14322714","= Umweltrechtliche Dokumentationen",,"Leipziger umweltrechtliche Dokumentationen"
,"http://lobid.org/resources/990054200730206441#!","10165657",,,"Tätigkeitsbericht der Europäischen Stiftung zur Verbesserung der Lebens- und Arbeitsbedingungen"
"Sonderveröffentlichung","http://lobid.org/resources/990053861850206441#!","01748777",,,"Sonderveröffentlichungen des Legislativen Dienstes"
"Top hundert; Staufenbiel Top-Arbeitgeber für Juristen","http://lobid.org/resources/990191032560206441#!","21929025 21929025","der Insider Guide für Einsteiger ; TOP 100",,"Top-Arbeitgeber für Juristen"
,"http://lobid.org/resources/990157196870206441#!","18636772 18636772","unabhängige und rechtssichere Praxisinformationen zur erfolgreichen Vermittlung für selbständige Versicherungsvertreter und Versicherungsmakler",,"Versicherungspraxis aktuell"
,"http://lobid.org/resources/990106992500206441#!","25689258 25689258",,,"Amtsblatt / Evangelische Kirche der Schlesischen Oberlausitz"
,"http://lobid.org/resources/990157193110206441#!","18625932 18625932","Praxistipps und Informationen für Ihre 100%ige Rechtssicherheit im Einzelhandel",,"Rechtssicher im Handel aktuell"
,"http://lobid.org/resources/990053864720206441#!","07206860","Untersuchungen u. Forschungsberichte aus d. Max-Planck-Institut für Ausländisches und Internationales Strafrecht, Freiburg im Breisgau",,"Strafrecht und Kriminologie"
,"http://lobid.org/resources/990181808780206441#!","21908877 21908877",,,"Positionen"
"Reihe Rechtsethik ( Nebent. teils )","http://lobid.org/resources/990108030860206441#!","09468382",,,"Rechtsethik"
,"http://lobid.org/resources/990365474290206441#!","26996715 26996715",,,"Leipzig Middle East studies"
,"http://lobid.org/resources/990054650830206441#!","04462092 04462092","Ratschläge, Hinweise u. Nachrichten vom Untersuchungsausschuss Freiheitl. Juristen",,"Informationsbrief für die mitteldeutsche Bevölkerung"
,"http://lobid.org/resources/99370739158106441#!","27483568",,,"Beamtenrecht in Einzeldarstellungen"
"Bericht des Generaldirektors / Durchführung des Programms der IAO","http://lobid.org/resources/990117208790206441#!","02514095",,,"Durchführung des Programms der IAO"
,"http://lobid.org/resources/990157359210206441#!","16155025","MZJ",,"Mainzer Zeitschrift für Jurisprudenz"
,"http://lobid.org/resources/990151652520206441#!","09339183",,,"Schriftenreihe für Delinquenzpädagogik und Rechtserziehung"
,"http://lobid.org/resources/990055285530206441#!","0178157X","Bundesrepublik Deutschland einschl. Berlin (West)",,"Krankheitsarten-, Krankheitsursachen- und Sterblichkeits-Statistik der Ortskrankenkassen, Teil 1, Pflichtmitglieder"
,"http://lobid.org/resources/990105085990206441#!","25092405 25092405",,,"Franz Joseph Hartlebens allgemeine Bibliothek der neuesten juristischen Litteratur"
,"http://lobid.org/resources/990166215640206441#!","16132459","= Kriminalität und Kriminalpolitik",,"Crime and crime policy"
"Textsammlung mit ausführlichem Kommentar","http://lobid.org/resources/99370863614606441#!","09484566","Kommentar und Textsammlung zum WaffG, KWKG und SprengG",,"Waffenrecht"
,"http://lobid.org/resources/990228002760206441#!","25672576","Schriftenreihe herausragender Abschlussarbeiten an der SRH Hochschule Heidelberg",,"Thesen"
,"http://lobid.org/resources/990055885830206441#!","09364463","Zeitschrift für Pflegekinder- und Adoptionswesen",,"Kindeswohl"
"NL-BzAR; Briefe zum Agrarrecht; Neue Landwirtschaft - Briefe zum A§rarrecht ( Hauptsacht. auf d. Vorlage anfangs ); Beiträge zur Praxis und Theorie des Agrarrechts für die neuen Bundesländer ( Zusatz anfangs )","http://lobid.org/resources/990056407950206441#!","09474358 09474358","NL-BzAR ; Zeitschrift für Agrar- und Unternehmensrecht",,"Neue Landwirtschaft - Briefe zum Agrarrecht"
"VPP-Rundbrief","http://lobid.org/resources/990184700890206441#!","2750722X 2750722X",,,"Rundbrief / VPP"
"FORSI-Jahresband","http://lobid.org/resources/99371679098506441#!","27521583",,,"Schriftenreihe des Forschungsinstituts für Unternehmenssicherheit und Sicherheitswirtschaft (FORSI)"
,"http://lobid.org/resources/990104465740206441#!","01761242","Kriminalpraxis",,"Polizei heute"
,"http://lobid.org/resources/990187035980206441#!","21926050 21926050",,,"GAIR-Mitteilungen"
"ZfMER","http://lobid.org/resources/990192175610206441#!","21943761","ZfMER",,"Zeitschrift für Medizin-Ethik-Recht"
,"http://lobid.org/resources/990054474310206441#!","00341401","Referatezeitschrift für die Staats- und Rechtswissenschaft",,"Rechtswissenschaftliche Dokumentation"
,"http://lobid.org/resources/99371968189706441#!","29407990 29407990",,,"Aus Religion und Recht"
"Daten und Fakten; Daten & Fakten ( Hauptsacht. bis 2002 )","http://lobid.org/resources/990129085550206441#!","09356746 01774301",,,"Daten, Fakten, Termine / AOK - Die Gesundheitskasse im Saarland"
,"http://lobid.org/resources/990366315710206441#!","27003868",,,"Polizei - Geschichte - Gesellschaft"
,"http://lobid.org/resources/990103104170206441#!","01739239 01739239",,,"Mitteilungsblatt des Bundes Deutscher Forstmänner, Landesverband Bayern"
,"http://lobid.org/resources/990114742900206441#!","1430578X 1430578X",,,"BPjS aktuell"
,"http://lobid.org/resources/990129085450206441#!","09356746 09356746",,,"Praxis aktuell, Unternehmer-Magazin der AOK im Saarland"
,"http://lobid.org/resources/990129085180206441#!","02553430","= Decisions of the Boards of Appeal of the European Patent Office = Décisions des Chambres de Recours de l'Office Européen des Brevets",,"Entscheidungen der Beschwerdekammern des Europäischen Patentamts"
,"http://lobid.org/resources/990055885720206441#!","10121129","Zeitschrift für die Verbreitung des humanitären Völkerrechts und der Grundsätze und Ideale der Rotkreuz- und Rothalbmondbewegung",,"Verbreitung"
"Ius internationale et Europaeum; JusIntEu","http://lobid.org/resources/990143025280206441#!","18611893 18611893",,,"Jus internationale et Europaeum"
"Zeitschrift der Österreichischen Liga für Menschenrechte; das Magazin der Österreichischen Liga für Menschenrechte; Liga ( Haupttitel bis Jahrgang 63, Heft 1 (2017) )","http://lobid.org/resources/990133048010206441#!","00259616",,,"Liga-Magazin"
,"http://lobid.org/resources/990102229910206441#!","03405982",,,"Kybernetik, Datenverarbeitung, Recht"
,"http://lobid.org/resources/990192000420206441#!","21937885 21937885",,,"Bitburger Gespräche in München"
,"http://lobid.org/resources/990218031760206441#!","25195573",,,"Schriftenreihe zur Alpenkonvention"
,"http://lobid.org/resources/990217885020206441#!","25124846 25124846",,,"Arbeitshilfe Datenschutz"
"Der Lohnsteuer-Zahler / C","http://lobid.org/resources/990107027530206441#!","07236867","Mitgliederzeitschrift der Deutschen Lohnsteuerhilfe e.V., Lohnsteuerverein",,"Der Lohnsteuerzahler, Ausgabe C : Mitgliederzeitschrift des Deutschen Lohnsteuerhilfe e.V"
"Codex iuris canonici; Münsterischer Kommentar zum Codex iuris canonici","http://lobid.org/resources/99371228171606441#!","09328327 09328327",,,"Münsterischer Kommentar zum Codex iuris canonici unter besonderer Berücksichtigung der Rechtslage in Deutschland, Österreich und der Schweiz"
,"http://lobid.org/resources/990227013000206441#!","26270943 26270943","Studien und Beiträge zum ADHGB",,"Mitteleuropäisches Zivilrecht"
"JusPoen; Beiträge zum Strafrecht; JusPoen","http://lobid.org/resources/990205881100206441#!","21986975 21986975","Beiträge zum Strafrecht",,"Jus poenale"
"Jahresbericht des Präsidenten der FH Bund","http://lobid.org/resources/990055313320206441#!","14344254 14344254",,,"Jahresbericht / Fachhochschule des Bundes für Öffentliche Verwaltung, FHB"
,"http://lobid.org/resources/990108054810206441#!","05449871","inde ab anno Christi quingentesimo usque ad annum millesimum et quingentesimum ; MGH",,"Monumenta Germaniae historica, 7: Leges : Rechtstexte. Fontes iuris Germanici antiqui"
,"http://lobid.org/resources/990192511420206441#!","00059951","BetrAV","BetrAV","Betriebliche Altersversorgung"
,"http://lobid.org/resources/990173582550206441#!","1864497X 1864497X",,,"Studien zum deutschen und internationalen Familien- und Erbrecht"
"Finanzwissenschaftliche Diskussionsbeiträge","http://lobid.org/resources/990133200170206441#!","09487549",,,"Diskussionsbeitrag / Universität Potsdam, Wirtschafts- und Sozialwissenschaftliche Fakultät, Lehrstuhl für Finanzwissenschaft"
,"http://lobid.org/resources/990102495120206441#!","03413241",,,"Werkhefte des Instituts für Internationale Angelegenheiten der Universität Hamburg"
"SP; Schadenspraxis ( Hauptsacht. teils )","http://lobid.org/resources/990056422560206441#!","10191151 10191151","Fachzeitschrift für spezielles Schadenrecht im Verkehrs- und Kfz-Bereich mit Beispielgutachten",,"Schadenpraxis"
,"http://lobid.org/resources/990207341700206441#!","01771663","private Rechtsbeziehungen mit dem Ausland ; die wichtigsten Regelungen im Überblick",,"Internationales Privatrecht"
,"http://lobid.org/resources/990165193670206441#!","18669034 18669034",,,"Schriftenreihe der SRH-Hochschule Heidelberg"
,"http://lobid.org/resources/990151314050206441#!","18615643 18615643",,,"Schriften zum deutschen, europäischen und internationalen Recht des geistigen Eigentums und des Wettbewerbs"
,"http://lobid.org/resources/990106336740206441#!","09425888 09425888","mit Erläuterungen",,"Der aktuelle bundeseinheitliche Verwarnungs- und Bußgeld-Katalog"
"IusPubl; JusPubl","http://lobid.org/resources/990202706220206441#!","25688480 25688480","JusPubl ; Beiträge zum öffentlichen Recht",,"Jus publicum"
,"http://lobid.org/resources/99370800909206441#!","27486745 27486745",,,"Untersuchungen über Recht und Religion"
,"http://lobid.org/resources/990157015520206441#!","18640273 18640273",,,"Medienrechtliche Schriften"
"Neue Menschenrechte","http://lobid.org/resources/990370002620206441#!","27474321",,,"Reihe Neue Menschenrechte"
,"http://lobid.org/resources/990183617550206441#!","21910898 21910898","= Naučnye trudy v oblasti nemeckogo i rossijkogo ugolovnogo prava",,"Schriften zum deutschen und russischen Strafrecht"
"Materialien des allgemeinen Landrechts zu den Lehren vom Gewahrsam und Besitz, und von der Verjährung","http://lobid.org/resources/990133844850206441#!","18661637 18661637",,,"Zeitschrift für wissenschaftliche Bearbeitung des preußischen Rechtes"
"RPW; DPC; Droit et politique de la concurrence; Diritto e politica della concorrenza","http://lobid.org/resources/990056562060206441#!","14219158","RPW ; Publikationsorgan der schweizerischen Wettbewerbsbehörden ; Sammlung von Entscheidungen und Verlautbarungen zur Praxis des Wettbewerbsrechts und zur Wettbewerbspolitik = Droit et politique de la concurrence : DPC = Diritto e politica della concorrenza : DPC",,"Recht und Politik des Wettbewerbs"
"Working paper","http://lobid.org/resources/990196793390206441#!","27026434 27026434",,,"Working paper series: business and law"
,"http://lobid.org/resources/990220610110206441#!","25686577 25686577",,,"Beiträge zum ausländischen und internationalen Privatrecht"
,"http://lobid.org/resources/990227545310206441#!","26276151 26276151",,,"Forschungsberichte des Nationalen Zentrums für Kriminalprävention"
,"http://lobid.org/resources/990103542930206441#!","0170320X",,,"Heidelberger rechtsvergleichende und wirtschaftsrechtliche Studien"
,"http://lobid.org/resources/990054576500206441#!","09314059",,,"Amtsblatt des Bayerischen Staatsministeriums für Unterricht, Kultus, Wissenschaft und Kunst, Teil 1"
"Jur-PC-Newsletter","http://lobid.org/resources/990054358130206441#!","09371133",,,"Jur-PC, Newsletter"
,"http://lobid.org/resources/990105668370206441#!","00815500",,,"Steuer und Recht"
,"http://lobid.org/resources/990155974570206441#!","18639518",,,"NORD regional"
,"http://lobid.org/resources/990055904450206441#!","14329131",,,"Jura-Telegramm"
"BBB","http://lobid.org/resources/990164697440206441#!","1861308X","BBB ; Zeitschrift für betriebswirtschaftliche Fragen rund um das Mandat des Steuerberaters",,"Berater-Brief Betriebswirtschaft"
"Erben und Vermögen; BBEV","http://lobid.org/resources/990164697430206441#!","18643310","BBEV ; Zeitschrift für alle Fragen mandantenorientierter Vermögensberatung",,"Berater-Brief Erben und Vermögen"
"Zentraler Stellenanzeiger; Markt und Chance; Stellenanzeiger ( Sachl. Benennung 30.1999,16 - 32.2001,13 )","http://lobid.org/resources/990052482020206441#!","09368566",,,"Markt + Chance, Ausgabe B, Zentraler Stellenanzeiger"
"Business and law / Rheinland; Das Anwalts- und Wirtschaftsmagazin","http://lobid.org/resources/990159196300206441#!","18636616","das Anwalts- und Wirtschaftsmagazin",,"Business & law, Rheinland"
,"http://lobid.org/resources/990159608490206441#!","18682065 18682065","von Abfindung bis Zweigniederlassung ; anwaltsgeprüfte Vertragsmuster und rechtssichere Formulierungen mit konkreten Ausfüll-Anleitungen und wertvollen Praxis-Tipps für Sie als Geschäfts- und Privatmann ; das Wichtigste für vorteilhafte Vertragsgestaltungen: mit speziellen Verträgen für beide Vertragsparteien ; rechtssicher, unterschriftsreif, anwaltsgeprüft",,"Die neue Vertrags-Praxis von A - Z"
"SVW","http://lobid.org/resources/990102488640206441#!","07207506",,,"Schriften zur Verwaltungswissenschaft"
,"http://lobid.org/resources/990155367900206441#!","1862121X 1862121X","der Rechtsberater für die stationäre Pflege",,"Rechtssicher pflegen ambulant"
,"http://lobid.org/resources/99371907909106441#!","29411173 29411173","aktuelle Vakanzen sowie Trends & Karrierechancen für In-house Juristen",,"In-house career"
"Archiv des Kriminalrechts","http://lobid.org/resources/990178745970206441#!","2366584X 23665823 2366584X 23665823",,,"Archiv des Criminalrechts"
,"http://lobid.org/resources/990054130210206441#!","03401839",,,"Mitteilungen der Arbeitsgemeinschaft für Juristisches Bibliothekswesen"
,"http://lobid.org/resources/990133039070206441#!","07243685",,,"Empfehlungen / Verkehrstechnisches Institut der Deutschen Versicherer, GDV"
"BMA; Berichte, Materialien, Arbeitspapiere","http://lobid.org/resources/990105628870206441#!","09495118","BMA",,"Berichte, Materialien, Arbeitspapiere aus der Kriminologischen Zentralstelle"
,"http://lobid.org/resources/990103078460206441#!","27474682 27474682",,,"Mannheimer Anzeiger"
,"http://lobid.org/resources/99372654852806441#!","29413869 29413869","Zeitschrift für ehrenamtliche Richterinnen und Richter",,"Laikos Journal online"
,"http://lobid.org/resources/990178746150206441#!","23652845 23652845",,,"Magazin für die Gerechtsame des Adels und der Rittergüter in Deutschland"
,"http://lobid.org/resources/990102088200206441#!","07243677",,,"Mitteilungen der Beratungsstelle für Schadenverhütung"
,"http://lobid.org/resources/990189212020206441#!","21970734 21970734","Geschichte ; Theorie ; Ethik = Medicine and human rights",,"Medizin und Menschenrechte"
"AR","http://lobid.org/resources/990103629670206441#!","09347100","AR ; Handbuch für die Praxis ; systematische Darstellung, Rechtsprechung, Gesetzestexte, aktuelle Kurzberichte",,"Arbeitsrecht-Blattei"
,"http://lobid.org/resources/990133039110206441#!","07243677",,,"Forschungsberichte / Verkehrstechnisches Institut der Deutschen Versicherer, GDV"
,"http://lobid.org/resources/990053925420206441#!","04002636",,,"Abhandlungen zur Rechtswissenschaft"
,"http://lobid.org/resources/990133844230206441#!","18662137 18662137",,,"Sächsisches Archiv für deutsches bürgerliches Recht"
"BR; DC; BR/DC; BR ( Zusatz anfangs )","http://lobid.org/resources/990159458610206441#!","10170588","BR ; Zeitschrift für Baurecht und Vergabewesen = Droit de la construction : DC",,"Baurecht"
"Studien zu Geschichte, Recht und Gesellschaft; Studies in history, law, and society","http://lobid.org/resources/990116303780206441#!","14327422","= Viennese studies in history, law, and society",,"Wiener Studien zu Geschichte, Recht und Gesellschaft"
,"http://lobid.org/resources/99372654353006441#!","2941511X 2941511X",,,"Blockchain in Ökonomie & Recht"
,"http://lobid.org/resources/990217729490206441#!","25122339 25122339","Informationen für Bauherren",,"Bauen in Kirchheim unter Teck"
"Magazin","http://lobid.org/resources/990107443930206441#!","14352087 14352087","Monatszeitschrift des Deutschen Beamtenbundes für den öffentlichen Dienst",,"DBB-Magazin, Ausgabe Brandenburg"
,"http://lobid.org/resources/99370948783206441#!","27496880","das Gerichtsmagazin für die Stadt Mainz",,"Report"
,"http://lobid.org/resources/990171728410206441#!","18668097","= Working paper series in business and law",,"Arbeitspapierreihe Wirtschaft & Recht"
,"http://lobid.org/resources/990157345920206441#!","09331123","Betriebswirtschaft, Handelsrecht, Steuerrecht, Fundstellennachweis der Steuerliteratur, geordnet nach Gesetzen, gegliedert nach Paragraphen",,"Die Steuer-Quellen"
"StWK; Ein Loseblattwerk für Steuer- und Wirtschaftsrecht","http://lobid.org/resources/990103629640206441#!","03412768 03412768","StWK",,"Steuer- und Wirtschafts-Kurzpost"
,"http://lobid.org/resources/990156896480206441#!","09387277",,,"Rechts- und sozialwissenschaftliche Reihe"
,"http://lobid.org/resources/990157345940206441#!","09331115",,,"Das Steuer-Forum für die steuer- und wirtschaftsberatenden Berufe"
,"http://lobid.org/resources/990105030960206441#!","0172231X",,,"Der Rentengutachter in der Rentenversicherung"
"BOSS","http://lobid.org/resources/990156949020206441#!","14342731 14342731","BOSS",,"Bochumer Schriften zum Sozialrecht"
,"http://lobid.org/resources/990226933510206441#!","26273314 26273314",,,"Theologie, Bildung, Ethik und Recht des Islam"
"CB","http://lobid.org/resources/99370711484406441#!","27488705","CB",,"Compliance Berater Schriftenreihe"
"Referateblatt Staat und Recht / Beilage","http://lobid.org/resources/990054553780206441#!","01383701",,,"Referateblatt Staat und Recht, Teil 1: Staats- und Rechtswissenschaft"
,"http://lobid.org/resources/990227914690206441#!","26280019 26280019",,,"Praxis-Ratgeber Videosicherheit"
,"http://lobid.org/resources/990219901490206441#!","25679945 25679945",,,"Der Betrieb, Arbeitsrecht"
"Ausführliche Nachrichten von neuen kleinern iuristischen, vornehmlich akademischen Schriften","http://lobid.org/resources/990103004360206441#!","21930759 21930759",,,"Kleine juristische Bibliothek oder ausführliche Nachrichten von neuen kleinern iuristischen vornehmlich akademischen Schriften"
,"http://lobid.org/resources/990119346470206441#!","17253357","= Diario oficial de la Union Europea = <<Den>> Europaeiske Unions tidende",,"Amtsblatt der Europäischen Union, S: Supplement zum Amtsblatt der Europäischen Union"
"wissenschaftliche Hefte zum deutschen und internationalen Steuerrecht","http://lobid.org/resources/990103544150206441#!","05852714 05852714","wissenschaftliche Arbeiten zum deutschen und internationalen Steuerrecht",,"Steuerrecht im Rechtsstaat"
"Gentechnik und Recht","http://lobid.org/resources/990118892310206441#!","16198859","Biomedizin, Bioethik, Biotechnologie",,"Gentechnik & Recht"
,"http://lobid.org/resources/990055944540206441#!","09314075 09314075",,,"Amtsblatt des Bayerischen Staatsministeriums für Unterricht, Kultus, Wissenschaft und Kunst, Teil II"
"Die Fackel <Bad Godesberg> / Ausgabe Baden","http://lobid.org/resources/990055208340206441#!","09302506",,,"Die Fackel, Ausgabe Baden"
"KUP","http://lobid.org/resources/990106621510206441#!","23663189 23663189","KUP ; Schriftenreihe der Kriminologischen Zentralstelle e.V",,"Kriminologie und Praxis"
"ZHR; Zeitschrift für Handelsrecht und Wirtschaftsrecht","http://lobid.org/resources/990116343760206441#!","00442437","ZHR",,"Zeitschrift für das gesamte Handelsrecht und Wirtschaftsrecht"
,"http://lobid.org/resources/99370800909306441#!","27486737 27486737",,,"Untersuchungen über Recht und Religion"
"Studien zum Immobilienrecht","http://lobid.org/resources/990173882760206441#!","18680364 18680364",,,"Schriftenreihe Studien zum Immobilienrecht"
"FAU-Studien zu Menschenrechten","http://lobid.org/resources/990217829320206441#!","25124153 25124153",,,"FAU Studien zu Menschenrechten"
,"http://lobid.org/resources/990182606350206441#!","16145275",,,"Empirische Polizeiforschung"
,"http://lobid.org/resources/990121510330206441#!","1617352X 1617352X",,,"Deutsches und europäisches Wirtschaftsrecht"
