name,abbr,year_start,year_end
Gesetz- und Verordnungsblatt für das Land Hessen,,1945,1962.0
FinanzRundschau,FR,2017,
Computer und Recht,CR,1996,2011.0
Die Strafurteile in der Schweiz,,1970,1986.0
Zeitschrift für Menschenrechte,Zfmr,2007,
Zeitschrift für Menschenrechte,Zfmr,2024,
Arbeitsschutz in Recht und Praxis,ARP,2020,
"Gesetzblatt der Deutschen Demokratischen Republik, Teil 1",,1949,1990.0
"Gesetzblatt der Deutschen Demokratischen Republik, Teil 1",,2019,2019.0
Aktuelles aus dem Steuer- und Wirtschaftsrecht,AStW,2009,
Aktuelles aus dem Steuer- und Wirtschaftsrecht,AStW,2024,
Aktuelles aus dem Steuer- und Wirtschaftsrecht,AStW,2024,
Mittendrin erlebt,,1999,2002.0
Hatályos magyar jogszabályok,,1990,2010.0
Hatályos magyar jogszabályok,,2024,
Hatályos magyar jogszabályok,,2024,
Schriften und Informationen / DDR-Komitee für Menschenrechte,,1975,1989.0
"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, Germanistische Abteilung",ZRG GA,1880,
"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, Germanistische Abteilung",ZRG GA,2024,
"Statistische Berichte Baden-Württemberg, L. III. 3: [Finanzen und Steuern]. Schulden und Personal. Versorgungsempfänger des öffentlichen Dienstes in Baden-Württemberg : am 1. Januar ..",,1992,2014.0
"Statistische Berichte Baden-Württemberg, L. III. 3: [Finanzen und Steuern]. Schulden und Personal. Versorgungsempfänger des öffentlichen Dienstes in Baden-Württemberg : am 1. Januar ..",,1996,
ÖGSWissen,,2018,
Kommunaljurist,KommJur,2005,
Gesetze und Verordnungen der Freien und Hansestadt Hamburg,,1961,2022.0
Gesetze und Verordnungen der Freien und Hansestadt Hamburg,,2024,
"Die Bundesrepublik Deutschland, Hamburg : Verzeichnis der Behörden mit Aufgabenbeschreibungen und Adressen der Freien und Hansestadt Hamburg",,1994,2003.0
Betriebs-Berater,,1994,2018.0
Betriebs-Berater,,2024,
"Gemeinsames Amtsblatt des Thüringer Kultusministeriums und des Thüringer Ministeriums für Wissenschaft, Forschung und Kunst",Thüringen,1991,2004.0
Der Vermieter-Brief,,1996,
Der Vermieter-Brief,,2008,
Der Vermieter-Brief,,2008,
Der Vermieter-Brief,,2024,
Der Vermieter-Brief,,2024,
"Polizeiliche Kriminalstatistik, Bd. 2: Deliktspezifischer Tabellenteil",,2002,2004.0
ÖGWThema,,2014,2017.0
ÖGSWissen,,2018,
Umsätze und Umsatzsteuer in Niedersachsen,,1966,1974.0
Gesetz- und Verordnungsblatt für Berlin,GVBl,1951,1990.0
"Statistische Berichte / Statistisches Landesamt Baden-Württemberg, L. IV. 12: Finanzen und Steuern. Einheitswerte der Mineralgewinnungsrechte : Ergebnisse der Hauptfeststellung auf den 1. Januar ..",,1981,1987.0
"Merkblätter für Auslandtätige und Auswanderer, Nr. 159: Ehevertragliche Vereinbarungen in den EG-Staaten",,1991,1991.0
"Amtsblatt der Europäischen Gemeinschaften, Anhang zum Amtsblatt der Europäischen Gemeinschaften, Jahressachregister alphabetisch und methodologisch",,1968,1977.0
"Amtsblatt der Europäischen Gemeinschaften, Anhang zum Amtsblatt der Europäischen Gemeinschaften, Jahressachregister alphabetisch und methodologisch",,2024,
"Amtsblatt der Europäischen Union, Jahresregister L C",,2003,2013.0
"Amtsblatt der Europäischen Gemeinschaften, Register zum Amtsblatt der Europäischen Gemeinschaften, Jahresregister : L C",,1978,2002.0
"Amtsblatt der Europäischen Gemeinschaften, Register zum Amtsblatt der Europäischen Gemeinschaften, Jahresregister : L C",,2024,
Verzeichnis der Beratungsstellen für Auswanderer und Auslandstätige,,2008,2012.0
Sozialrecht aktuell,,1992,
Sozialrecht aktuell,,2024,
Sozialrecht aktuell,,2024,
Sozialrecht aktuell,,2024,
"Statistischer Bericht / Statistisches Landesamt des Freistaates Sachsen, B. VI. 2: Organisation, Personal und Geschäftsanfall bei den Gerichten und Staatsanwaltschaften im Freistaat Sachsen",,2002,
Der Miet-Rechts-Berater,MietRB,2003,
Personalpotential,,1994,1996.0
Betreuungsrechtliche Praxis,BtPrax,1992,
Entscheidungen des Oberverwaltungsgerichts Berlin,,1992,2005.0
Entscheidungen des Oberverwaltungsgerichts Berlin,,2024,
Handbuch des Bundesrates,,1958,1989.0
Handbuch des Bundesrates,,1958,1987.0
Aktuelle Steuertexte,,1984,
Beamtenwarte,,1961,1990.0
Mitteilungen des Instituts für Deutsches und Internationales Parteienrecht und Parteienforschung,MIP,2011,2018.0
Transfer pricing international,TPI,2017,
Innere Sicherheit,,1966,1993.0
Zeitschrift für Wohnungseigentumsrecht,ZWE,2000,
Basler juristische Mitteilungen,BJM,1954,
Juristenzeitung,JZ,1951,
Juristenzeitung,JZ,2024,
EU-Jahresbericht ... zur Menschenrechtslage,,2000,2008.0
Zeitschrift für Luftrecht und Weltraumrechtsfragen,,1960,1975.0
"Statistische Berichte / Statistisches Landesamt Baden-Württemberg, K. II. 1. (1): Öffentliche Sozialleistungen. [Gesetzliche Krankenversicherung in Baden-Württemberg]. Gesetzliche Krankenversicherung",,1984,1991.0
"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, Romanistische Abteilung",ZRG RA,1880,
"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, Romanistische Abteilung",ZRG RA,2024,
"Deutsche Polizei, Ausgabe Bayern",,1953,1985.0
"Deutsche Polizei, Ausgabe Bayern",,2024,
"Deutsche Polizei, Ausgabe Bayern",,2024,
"Deutsche Polizei, Ausgabe Bayern",,2024,
"Die Sozialgerichtsbarkeit, Ausgabe A",,1991,1991.0
Amtsblatt für die Stadt Eberswalde,,1998,
Amtsblatt für die Stadt Eberswalde,,2024,
Amtsblatt für die Stadt Eberswalde,,2024,
Deutsche Zeitschrift für Wirtschafts- und Insolvenzrecht,DZWir,1999,
Deutsche Zeitschrift für Wirtschafts- und Insolvenzrecht,DZWir,2024,
Deutsche Zeitschrift für Wirtschafts- und Insolvenzrecht,DZWir,2024,
"Kirchliches Amtsblatt für die Bistümer und die erzbischöflichen beziehungsweise bischöflichen Kommissariate im Gebiet der Deutschen Demokratischen Republik, Ausgabe des Erzbischöflichen Kommissariates Magdeburg",,1952,1973.0
"Gemeinsames Ministerialblatt des Bundesministeriums für Wirtschaft und Energie, des Auswärtigen Amtes, des Bundesministeriums des Innern, des Bundesministeriums der Finanzen, des Bundesministeriums für Arbeit und Soziales, des Bundesministeriums für Ernährung und Landwirtschaft, des Bundesministeriums der Verteidigung, des Bundesministeriums für Familie, Senioren, Frauen und Jugend, des Bundesministeriums für Gesundheit, des Bundesministeriums für Verkehr und Digitale Infrastruktur, des Bundesministeriums für Umwelt, Naturschutz, Bau und Reaktorsicherheit, des Bundesministeriums für Bildung und Forschung, des Bundesministeriums für Wirtschaftliche Zusammenarbeit und Entwicklung, der Beauftragten der Bundesregierung für Kultur und Medien",GMBl,2014,2017.0
"Krankheitsarten-, Krankheitsursachen- und Sterblichkeits-Statistik der Ortskrankenkassen, Teil 2, Pflichtmitglieder ohne sofortigen Anspruch auf Barleistungen",,1964,1970.0
Zweckverbände im Freistaat Sachsen,,1994,1998.0
"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, Kanonistische Abteilung",ZRG KA,1911,
"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, Kanonistische Abteilung",ZRG KA,2024,
"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, Kanonistische Abteilung",ZRG KA,2024,
Zahlen-Fibel / Institut für Arbeitsmarkt- und Berufsforschung d. Bundesanstalt für Arbeit (IAB),,1986,2003.0
Zahlen-Fibel / Institut für Arbeitsmarkt- und Berufsforschung d. Bundesanstalt für Arbeit (IAB),,2024,
Wettbewerb in Recht und Praxis,wrp,1955,
Nachrichten aus dem Markt Maßbach,,1974,
"Amts- und Verkündigungsblatt für Mosbach & Neudenau, Eberbach, Adelsheim etc",,1845,1849.0
"Polizeikalender, Gesamtausgabe",,1960,1966.0
"Die Beiträge zur Sozial- und Arbeitslosenversicherung, A",,1997,1998.0
"Entscheidungen in Jagdsachen der ordentlichen Gerichte, der Arbeitsgerichte, der allgemeinen Verwaltungsgerichte sowie der Finanz- und Sozialgerichte",,1963,1976.0
Die Fortbildung,,1956,1992.0
Die Fortbildung,,2024,
Entscheidungen der Finanzgerichte,EFG,1953,
Entscheidungen der Finanzgerichte,EFG,2024,
Entscheidungen der Finanzgerichte,EFG,2024,
Entscheidungen der Finanzgerichte,EFG,2024,
Reise-Recht aktuell,RRa,1993,
Reise-Recht aktuell,RRa,2024,
Berliner Monatshefte,,1932,1944.0
Berliner Monatshefte,,2024,
"Schriften der Stadt Remscheid, Reihe 1",,1977,
Jahresbericht / Deutsches Institut für Menschenrechte,,2003,2011.0
Wirtschaft und Statistik,WISTA,1921,
Die Sozialverwaltung,,2008,2018.0
Die Sozialverwaltung,,2024,
Die Sozialverwaltung,,2008,2014.0
Soziale Sicherheit,,1948,
Soziale Sicherheit,,1948,
Eggesiner Nachrichten,,1997,2004.0
Die Wirtschafts- und Steuerhefte,,1950,2023.0
Die Wirtschafts- und Steuerhefte,,2024,
Die Wirtschafts- und Steuerhefte,,2024,
Die Wirtschafts- und Steuerhefte,,2024,
Wahl der Bremischen Bürgerschaft und Wahlen der Beiräte im Gebiet der Stadt Bremen,,1991,1999.0
Zeitschrift für die gesamte Versicherungswissenschaft,,1979,
Zeitschrift für die gesamte Versicherungswissenschaft,,2024,
Zeitschrift für die gesamte Versicherungswissenschaft,,2008,2022.0
Zeitschrift für die gesamte Versicherungswissenschaft,,2007,2007.0
ArbR,,1983,
ArbR,,2024,
ZTR,,1996,
Schriftenreihe Verfassungsrecht in Forschung und Praxis,,2001,
"Gewerblicher Rechtsschutz und Urheberrecht, Beihefte zu der Zeitschrift Gewerblicher Rechtsschutz und Urheberrecht",GRUR,1967,1980.0
Zeitschrift für Bank- und Kapitalmarktrecht,BKR,2001,
Der Miet-Rechts-Berater,MietRB,2003,
Der Miet-Rechts-Berater,MietRB,2009,2009.0
"Amtsblatt der Europäischen Gemeinschaften, Supplement",,1978,1998.0
Statistik der deutschen Invaliden- und Angestelltenversicherung,,1954,1958.0
Zivilschutzmagazin,,1980,1989.0
Verfassungsschutzbericht,,1993,2007.0
KB-Helfer ...,,2012,2017.0
Technisches Gemeindeblatt,,1899,1944.0
Natur und Recht,NuR,1979,
Natur und Recht,NuR,1994,
Natur und Recht,NuR,2003,
"Amnesty-Journal, [Extern]",,2006,2008.0
Taschenbuch der Finanz- und Steuerstatistik für Rheinland-Pfalz,,1953,1972.0
Gesetze und Verordnungen sowie Gerichtsentscheidungen betreffend Lebensmittel,,1926,1944.0
Verzeichnis der Hochschulen des Freistaates Sachsen,,1993,1993.0
Preußischer Staats-Anzeiger,,1848,1851.0
Preußischer Staats-Anzeiger,,2024,
Das lohnsteuerpflichtige Einkommen,,1963,1973.0
Amtliches Schulblatt der Bezirksregierung Trier,,1906,1976.0
Bayerisches Justizministerialblatt / Bayerisches Staatsministerium der Justiz und für Verbraucherschutz,JMBl,2008,2013.0
Gemeindeergebnisse der Finanzstatistik,,1965,1992.0
Sächsisches Amtsblatt,,1990,
Sächsisches Amtsblatt,,2024,
Sächsisches Amtsblatt,,2024,
Sächsisches Amtsblatt,,2024,
Sächsisches Amtsblatt,,2024,
"Osteuropa, Osteuropa-Recht",,1955,
"Osteuropa, Osteuropa-Recht",,2024,
"Osteuropa, Osteuropa-Recht",,2017,2017.0
"Osteuropa, Osteuropa-Recht",,2024,
Staatsanzeiger für das Land Hessen,,1946,
Staatsanzeiger für das Land Hessen,,1951,
Staatsanzeiger für das Land Hessen,,1954,
Staatsanzeiger für das Land Hessen,,1954,1960.0
Staatsanzeiger für das Land Hessen,,2003,2003.0
Staatsanzeiger für das Land Hessen,,2003,2016.0
Staatsanzeiger für das Land Hessen,,2017,
Staatsanzeiger für das Land Hessen,,1946,
"Bundesanzeiger, [Beilage]",,1990,2012.0
"Bundesanzeiger, [Beilage]",,2024,
Polizeiliche Kriminalstatistik,,1987,2011.0
Städte- und Gemeinderat,,1971,
Städte- und Gemeinderat,,1971,
Städte- und Gemeinderat,,2024,
Städte- und Gemeinderat,,2024,
Archiv für Strafrecht und Strafprozeß,,1900,1933.0
Zeitschrift für das gesamte Insolvenzrecht,ZInsO,1998,
Zeitschrift für das gesamte Insolvenzrecht,ZInsO,2024,
Zeitschrift für das gesamte Insolvenzrecht,ZInsO,2024,
Zeitschrift für das gesamte Insolvenzrecht,ZInsO,2024,
Zeitschrift für das gesamte Insolvenzrecht,ZInsO,2024,
Zeitschrift für das gesamte Insolvenzrecht,ZInsO,2024,
Die Gemeindestraßen in Niedersachsen,,1967,1972.0
Landesrecht Sachsen-Anhalt,,2016,
Statistische Vierteljahresberichte der Stadt Oberhausen,,1951,1965.0
Mehrwertsteuerrecht,MwStR,2013,
Schweizerische Zeitschrift für Kriminologie,SZK,2002,2019.0
Die staatlichen und kommunalen Schulden in Niedersachsen,,1957,1975.0
Ministerialblatt des Sächsischen Staatsministeriums für Kultus und Sport,,2009,2012.0
"Bundesgesetzblatt, Teil I",,1951,1990.0
"Die Bundesrepublik, Teilausgabe Land Berlin",,1960,1964.0
Österreichisches Archiv für Kirchenrecht,,1950,1998.0
Österreichisches Archiv für Kirchenrecht,,2024,
Österreichisches Archiv für Kirchenrecht,,2024,
Fortbildung und Praxis,,1948,
Fortbildung und Praxis,,2024,
Fortbildung und Praxis,,2024,
Fortbildung und Praxis,,2024,
Polizeiliche Kriminalstatistik Baden-Württemberg,,1997,2004.0
Sammlung arbeitsrechtlicher Entscheidungen,SAE,1928,
Sammlung arbeitsrechtlicher Entscheidungen,SAE,1933,1933.0
Sammlung arbeitsrechtlicher Entscheidungen,SAE,2024,
Sammlung arbeitsrechtlicher Entscheidungen,SAE,2001,
Sammlung arbeitsrechtlicher Entscheidungen,SAE,2024,
"Statistische Berichte / Saarland, Statistisches Amt, B. VI. 7: Bewährungshilfe ..",,2006,2009.0
"Die Bundesrepublik, Teilausgabe Freistaat Bayern",,1960,1964.0
"Juristische Arbeitsblätter, Referendar-Ausgabe",JA,1988,1994.0
"Schriftenreihe der Bundesanstalt für Arbeitsschutz und Arbeitsmedizin, Regelwerke : Rw",Regelwerk,1997,2005.0
Schriftenreihe des Deutschen Nationalkomitees für Denkmalschutz,,1979,
Schriftenreihe des Deutschen Nationalkomitees für Denkmalschutz,,2024,
Informatik und Recht,Iur,1985,1988.0
"Staatshandbuch, Schleswig-Holstein : Handbuch der Landes- und Kommunalverwaltung mit Aufgabenbeschreibungen und Adressen",,2006,2021.0
"Die Information über Steuer und Wirtschaft, Ausgabe A: Fachzeitschrift für Steuer-, Wirtschafts-, Arbeits- u. Sozialrecht ; Fachzeitschrift für Industrie, Handel, Handwerk u. Gewerbe",,1960,1978.0
"Die Information über Steuer und Wirtschaft, Ausgabe A: Fachzeitschrift für Steuer-, Wirtschafts-, Arbeits- u. Sozialrecht ; Fachzeitschrift für Industrie, Handel, Handwerk u. Gewerbe",,1960,1969.0
Das Staatsarchiv,,1861,1928.0
Das Staatsarchiv,,2024,
Das Staatsarchiv,,2024,
Umsatzsteuer-Handausgabe,,1968,2020.0
Umsatzsteuer-Handausgabe,,2024,
Umsatzsteuer-Handausgabe,,2024,
Mitteilungen der Kommunalen Gemeinschaftsstelle für Verwaltungsvereinfachung (KGSt),,1955,1970.0
Die Polizei im Freistaat Bayern,,1977,1978.0
Juristische Zeitgeschichte Nordrhein-Westfalen,,1997,
So sieht's aus: das Jugendarbeitsschutzgesetz,,1993,
"Vorlesungs- und Personalverzeichnis / Deutsche Hochschule für Verwaltungswissenschaften, Speyer",,2000,2002.0
Monatsbericht des Statistischen Amtes der Stadt Bochum,,1954,1971.0
Computer und Arbeit,CuA,2007,
Computer und Arbeit,CuA,2024,
"Schutz der finanziellen Interessen der Gemeinschaften, Betrugsbekämpfung, Aktionsplan",,2002,2002.0
International journal of dispute resolution,IDR,2002,2003.0
Krankheitsarten,,1996,1999.0
Außensteuerrecht,,1984,1995.0
"Haus & Grund, Rheinland-Pfalz / Herausgeber: Landesverband der Haus-, Wohnungs- und Grundeigentümer von Rheinland-Pfalz e. V",,2016,
"Haus & Grund, Rheinland-Pfalz / Herausgeber: Landesverband der Haus-, Wohnungs- und Grundeigentümer von Rheinland-Pfalz e. V",,2024,
"Haus & Grund, Rheinland-Pfalz / Herausgeber: Landesverband der Haus-, Wohnungs- und Grundeigentümer von Rheinland-Pfalz e. V",,2016,
Medizinrecht,MedR,1998,
Statistik der gesetzlichen Krankenkassen über Arbeitsunfähigkeitsfälle und -tage nach Krankheitsarten,,1955,1987.0
NWB,,2009,
NWB,,2024,
Jahrbuch für Rechtssoziologie und Rechtstheorie,,1970,1993.0
Schweizerische Zeitschrift für Wirtschaftsrecht,SZW,1990,2005.0
Blätter für Verfassungsschutz,,1988,1988.0
AWV-Schriftenreihe,Schrift,1952,
DBH-Schriftenreihe,DBH,2012,
Jahresbericht / Bund für Alkoholfreien Verkehr,,1954,1962.0
Eildienst: Bundesgerichtliche Entscheidungen,EBE,1971,1988.0
Patentblatt,,1877,2003.0
MMR,,2020,
Innenpolitik,,1985,2013.0
Innenpolitik,,2000,
Innenpolitik,,2024,
Innenpolitik,,2024,
Der Steuerzahler,,1950,
Der Steuerzahler,,1951,1982.0
Der Steuerzahler,,2024,
Der Steuerzahler,,1995,
Der Steuerzahler,,2018,2018.0
Der Steuerzahler,,1950,
BFH-NV,BFH NV,1990,
Beck.digitax,,2020,
Österreichische Blätter für gewerblichen Rechtsschutz und Urheberrecht,,1933,1989.0
Monatsschrift für Kriminologie und Strafrechtsreform,MSchKrim,1953,
Monatsschrift für Kriminologie und Strafrechtsreform,MSchKrim,2024,
Monatsschrift für Kriminologie und Strafrechtsreform,MSchKrim,1953,
Monatsschrift für Kriminologie und Strafrechtsreform,MSchKrim,2018,2018.0
Monatsschrift für Kriminologie und Strafrechtsreform,MSchKrim,1953,
Die Steuerfachangestellten,STFA,1996,
Die Steuerfachangestellten,STFA,2024,
Die Steuerfachangestellten,STFA,2009,
Rechtsphilosophie,RphZ,2015,
Rechtsphilosophie,RphZ,2024,
EuG,,1999,
Kunst und Recht,KUR,2006,
NL-Prax,NL Praxis,2019,
Unternehmensjurist,,2011,
Unternehmensjurist,,2024,
Rechtsprechung des Bundesgerichtshofs in Zivilsachen,,1991,1997.0
Rechtsprechung des Bundesgerichtshofs in Zivilsachen,,2024,
Versicherungsmedizin,VersMed,1988,2019.0
Recht und Zugang,,2020,
"Rechenschaftsbericht des Verbandes der Heimkehrer, Kriegsgefangenen und Vermißtenangehörigen Deutschlands e.V",Unser Weg,1953,1998.0
"Rechenschaftsbericht des Verbandes der Heimkehrer, Kriegsgefangenen und Vermißtenangehörigen Deutschlands e.V",Unser Weg,2024,
Recht & Praxis der Rehabilitation,RP Reha,2014,2015.0
Recht & Praxis der Rehabilitation,RP Reha,2024,
Staats- und Kommunalverwaltung,,1955,1977.0
Statistik in der Rentenversicherung,,1977,1984.0
Informationsbrief,,1972,1976.0
Informationsbrief,,2024,
Genealogisches Reichs- und Staats-Handbuch,,1798,1805.0
Dienststellenverzeichnis Arbeitsschutz in der Bundesrepublik Deutschland einschließlich Berlin,,1954,1975.0
Gesetz- und Verordnungsblatt für das Land Nordrhein-Westfalen,,1947,
Gesetz- und Verordnungsblatt für das Land Nordrhein-Westfalen,,1947,
Der Öffentliche Dienst,DÖD,1948,
Der Öffentliche Dienst,DÖD,2024,
Der Öffentliche Dienst,DÖD,1973,1973.0
Der Öffentliche Dienst,DÖD,2011,2011.0
RP Reha,,2016,
Rechtswissenschaft,RW,2010,
Deutsche Zeitschrift für Wirtschafts- und Insolvenzrecht,DZWir,1999,
Deutsche Zeitschrift für Wirtschafts- und Insolvenzrecht,DZWir,2024,
Deutsche Zeitschrift für Wirtschafts- und Insolvenzrecht,DZWir,2024,
"Polizeikalender, [Gesamtausgabe]",,1954,2014.0
"Polizeikalender, [Gesamtausgabe]",,2024,
"Deutsche Polizei, Ausgabe Hessen",,1952,1985.0
"Deutsche Polizei, Ausgabe Hessen",,2024,
"Deutsche Polizei, Ausgabe Hessen",,2024,
"Deutsche Polizei, Ausgabe Hessen",,2024,
Rote Robe,,1970,1984.0
Rote Robe,,2024,
WP-Handbuch,,2006,2023.0
"Statistische Berichte / Statistisches Landesamt Baden-Württemberg, K. III. 3: Öffentliche Sozialleistungen. Kriegsopferfürsorge und Kriegsopferversorgung in Baden-Württemberg",,1976,1992.0
ZIP,,1980,
ZIP,,2024,
ZIP,,2024,
"Das Zentralblatt für Sozialversicherung, Sozialhilfe und Versorgung",ZfS,1964,2007.0
"Das Zentralblatt für Sozialversicherung, Sozialhilfe und Versorgung",ZfS,2024,
Bereinigte Sammlung des Bayerischen Landesrechts,,1957,1983.0
Atom-Informationen,,1956,1963.0
"Statistische Berichte / Bayerisches Landesamt für Statistik und Datenverarbeitung, B. VI. 1: Abgeurteilte und Verurteilte in Bayern : Ergebnisse der Strafverfolgungsstatistik",,1983,
Jahresbericht des Bundesministeriums der Justiz,Recht,1970,1989.0
"Bericht des Generaldirektors / Internationales Arbeitsamt, Genf, Beilagen",,1986,
Afrika - Recht & Wirtschaft,DSAJV,1980,1983.0
Recht in Afrika,,1998,2013.0
Rechtsprechungs-Auswertung,RA,1999,
Rechtsprechungs-Auswertung,RA,2024,
Rechtsprechungs-Auswertung,RA,2024,
SchiedsVZ,,2003,
Rechtsprechungsübersicht,RÜ,1971,
Rechtsprechungsübersicht,RÜ,2024,
VIZ,,1998,2004.0
Entscheidungen des Bundesverfassungsgerichts,BVerfGE,1991,
Entscheidungen des Bundesverfassungsgerichts,BVerfGE,2024,
Zeitschrift des Deutschen Juristinnenbundes,djbZ,2008,
Internationale Wirtschaftsbriefe,IWB,1954,2009.0
Recht der erneuerbaren Energien,REE,2011,
Recht der erneuerbaren Energien,REE,2011,2021.0
Amtsblatt für die Protestantische Landeskirche in Bayern rechts des Rheins,,1918,1920.0
INDat-Report,,2000,
INDat-Report,,2000,
INDat-Report,,2024,
"Entscheidungen des Schweizerischen Bundesgerichts, 2: Verwaltungsrecht = Droit administratif = Diritto aministrativo",,1995,
