name,abbr,year_start,year_end
"Arbeitsschutz, Arbeitshygiene",,1980,1990.0
"Schriften zum internationalen Wirtschafts-, Finanz- und Steuerrecht",,1990,
Unsere Sicherheit,,1981,1990.0
Rechtsphilosophische Hefte,,1993,2008.0
Rechtsphilosophische Hefte,,1993,
Beiträge zur Verwaltungswissenschaft,,1984,2000.0
Sektorgutachten Energie,,2019,
Forum prison et liberté,,1991,1993.0
Rechtsprechung aus den Vertragsstaaten des EPÜ,,2011,
Hilfsmittel zum Ostrecht,,1964,
Hilfsmittel zum Ostrecht,,2024,
Hilfsmittel zum Ostrecht,,1964,1969.0
Staatliche Förderung der Altersvorsorge und Vermögensbildung,SPG,2001,
... Präventionsbericht,,2019,
Jahresbericht,,2019,
Juristisches Journal,,1798,1798.0
Beiträge zur populären Rechtsgelehrsamkeit,,1782,1788.0
Young academics - Medienrecht und Medienwirtschaft,,2023,
Frankfurter öffentlich-rechtliche Studien,,1973,2000.0
Frankfurter öffentlich-rechtliche Studien,,2024,
Bericht über Stand und Entwicklung der Kriminalität des Jahres ... im Saarland (Jahresbericht),,1992,1993.0
Stand der Drogenproblematik in der Europäischen Union und in Norwegen,,2003,2004.0
"Bericht des Europäischen Amtes für Betrugsbekämpfung, Kurzfassung",,2008,2009.0
Bochumer Beiträge zur Unternehmensführung,,2005,2011.0
US-Exportrecht in der Praxis,,2016,2018.0
Architektenhandbuch der AKS,,2016,
Law and legislation in the German Democratic Republic,,1959,1988.0
Law and legislation in the German Democratic Republic,,2024,
Young academics - Medienrecht und Medienwirtschaft,,2023,
Lohnsteuerrecht aktuell,,2003,2016.0
Lohnsteuerrecht aktuell,,2007,2007.0
Zeitschrift für Product Compliance,,2022,
Civil procedure review,,2010,
Architekten- und Stadtplanerkammer Hessen informiert,,2002,
Schriftenreihe der Hochschule Speyer,,1998,2013.0
Schriftenreihe Umweltrecht in Forschung und Praxis,,2001,
Detektiv-Kurier,,1990,2001.0
Tübinger Schriften zum Staats- und Verwaltungsrecht,TSSV,1989,
Beiträge zur inneren Sicherheit,,1994,
Beiträge zur inneren Sicherheit,,1994,1995.0
Das Bürgerliche Recht,,2013,
Beyträge zum teutschen Rechte,,1786,1790.0
Beyträge zum teutschen Rechte,,1786,1789.0
Beyträge zum teutschen Rechte,,2024,
Arbeitssicherheit Betriebsrat,,2012,
Arbeitssicherheit Betriebsrat,,2012,
Staatswissenschaftliche und juristische Litteratur,,1794,1795.0
Staatswissenschaftliche und juristische Litteratur,,2024,
Zeitschrift zum Stiftungswesen,ZSt,2003,2009.0
Magazin für die gesammte Rechtsgelahrtheit,,1789,1789.0
Teutsche Stats-Literatur,,1790,1792.0
Teutsche Stats-Literatur,,2024,
Leipziger umweltrechtliche Dokumentationen,,1996,
Tätigkeitsbericht der Europäischen Stiftung zur Verbesserung der Lebens- und Arbeitsbedingungen,,1978,1980.0
Sonderveröffentlichungen des Legislativen Dienstes,,1953,1968.0
Top-Arbeitgeber für Juristen,,2012,2017.0
Versicherungspraxis aktuell,,2007,2008.0
Amtsblatt / Evangelische Kirche der Schlesischen Oberlausitz,,1992,2003.0
Rechtssicher im Handel aktuell,,2006,2007.0
Strafrecht und Kriminologie,,1976,
Positionen,,2010,
Rechtsethik,,1994,
Leipzig Middle East studies,,2020,
Informationsbrief für die mitteldeutsche Bevölkerung,,1957,1969.0
Beamtenrecht in Einzeldarstellungen,,2021,
Durchführung des Programms der IAO,,2002,
Mainzer Zeitschrift für Jurisprudenz,,2000,2001.0
Schriftenreihe für Delinquenzpädagogik und Rechtserziehung,,1988,
"Krankheitsarten-, Krankheitsursachen- und Sterblichkeits-Statistik der Ortskrankenkassen, Teil 1, Pflichtmitglieder",,1972,1976.0
Franz Joseph Hartlebens allgemeine Bibliothek der neuesten juristischen Litteratur,,1791,1792.0
Crime and crime policy,,2008,
Waffenrecht,,1972,
Waffenrecht,,1972,1993.0
Thesen,,2017,
Kindeswohl,,1989,2001.0
Neue Landwirtschaft - Briefe zum Agrarrecht,NL-BzAR,1993,2012.0
Rundbrief / VPP,,1997,
Schriftenreihe des Forschungsinstituts für Unternehmenssicherheit und Sicherheitswirtschaft (FORSI),,2022,
Polizei heute,,1981,1983.0
Polizei heute,,2024,
GAIR-Mitteilungen,,2009,2015.0
Zeitschrift für Medizin-Ethik-Recht,ZfMER,2012,
Rechtswissenschaftliche Dokumentation,,1962,1971.0
Aus Religion und Recht,,2005,
"Daten, Fakten, Termine / AOK - Die Gesundheitskasse im Saarland",,1997,
Polizei - Geschichte - Gesellschaft,,2020,
"Mitteilungsblatt des Bundes Deutscher Forstmänner, Landesverband Bayern",,1963,1974.0
BPjS aktuell,,1996,2003.0
"Praxis aktuell, Unternehmer-Magazin der AOK im Saarland",,2003,2011.0
"Praxis aktuell, Unternehmer-Magazin der AOK im Saarland",,2024,
Entscheidungen der Beschwerdekammern des Europäischen Patentamts,,1999,
Verbreitung,,1985,1992.0
Jus internationale et Europaeum,JusIntEu,2005,
Liga-Magazin,,2003,
"Kybernetik, Datenverarbeitung, Recht",,1971,
Bitburger Gespräche in München,,2012,
Schriftenreihe zur Alpenkonvention,,2016,
Arbeitshilfe Datenschutz,,2013,
"Der Lohnsteuerzahler, Ausgabe C : Mitgliederzeitschrift des Deutschen Lohnsteuerhilfe e.V",,1986,1987.0
"Münsterischer Kommentar zum Codex iuris canonici unter besonderer Berücksichtigung der Rechtslage in Deutschland, Österreich und der Schweiz",,1985,
Mitteleuropäisches Zivilrecht,,2018,
Jus poenale,JusPoen,2014,
"Jahresbericht / Fachhochschule des Bundes für Öffentliche Verwaltung, FHB",,1980,1994.0
"Monumenta Germaniae historica, 7: Leges : Rechtstexte. Fontes iuris Germanici antiqui",,1933,
"Monumenta Germaniae historica, 7: Leges : Rechtstexte. Fontes iuris Germanici antiqui",,1933,
Betriebliche Altersversorgung,,2010,
Studien zum deutschen und internationalen Familien- und Erbrecht,,2009,
Studien zum deutschen und internationalen Familien- und Erbrecht,,2024,
"Diskussionsbeitrag / Universität Potsdam, Wirtschafts- und Sozialwissenschaftliche Fakultät, Lehrstuhl für Finanzwissenschaft",,1995,2011.0
Werkhefte des Instituts für Internationale Angelegenheiten der Universität Hamburg,,1974,1992.0
Schadenpraxis,SP,1992,2017.0
Schadenpraxis,SP,2024,
Schadenpraxis,SP,2024,
Internationales Privatrecht,,1986,1999.0
Schriftenreihe der SRH-Hochschule Heidelberg,,2007,
Schriftenreihe der SRH-Hochschule Heidelberg,,2024,
"Schriften zum deutschen, europäischen und internationalen Recht des geistigen Eigentums und des Wettbewerbs",,2006,
Der aktuelle bundeseinheitliche Verwarnungs- und Bußgeld-Katalog,,1992,2000.0
Jus publicum,IusPubl,2007,
Untersuchungen über Recht und Religion,,2021,
Medienrechtliche Schriften,,2007,
Reihe Neue Menschenrechte,,2020,
Schriften zum deutschen und russischen Strafrecht,,2010,
Zeitschrift für wissenschaftliche Bearbeitung des preußischen Rechtes,,1830,1836.0
Zeitschrift für wissenschaftliche Bearbeitung des preußischen Rechtes,,2024,
Recht und Politik des Wettbewerbs,RPW,1997,
Working paper series: business and law,,2012,
Beiträge zum ausländischen und internationalen Privatrecht,,2007,
Forschungsberichte des Nationalen Zentrums für Kriminalprävention,,2019,
Heidelberger rechtsvergleichende und wirtschaftsrechtliche Studien,,1967,2001.0
"Amtsblatt des Bayerischen Staatsministeriums für Unterricht, Kultus, Wissenschaft und Kunst, Teil 1",,1990,1998.0
"Jur-PC, Newsletter",,1989,1990.0
Steuer und Recht,,1957,1966.0
NORD regional,,2006,
Jura-Telegramm,,1987,2005.0
Jura-Telegramm,,1991,1991.0
Berater-Brief Betriebswirtschaft,BBB,2005,2009.0
Berater-Brief Erben und Vermögen,BBEV,2007,2009.0
"Markt + Chance, Ausgabe B, Zentraler Stellenanzeiger",,1970,2001.0
"Business & law, Rheinland",,2006,2007.0
Die neue Vertrags-Praxis von A - Z,,1999,2007.0
Schriften zur Verwaltungswissenschaft,SVW,1975,
Rechtssicher pflegen ambulant,,2006,2007.0
In-house career,,2022,
Archiv des Criminalrechts,,1799,1857.0
Archiv des Criminalrechts,,2024,
Mitteilungen der Arbeitsgemeinschaft für Juristisches Bibliothekswesen,,1971,1972.0
"Empfehlungen / Verkehrstechnisches Institut der Deutschen Versicherer, GDV",,2004,
"Berichte, Materialien, Arbeitspapiere aus der Kriminologischen Zentralstelle",BMA,1988,
Mannheimer Anzeiger,,1856,1866.0
Mannheimer Anzeiger,,2024,
Laikos Journal online,,2023,
Magazin für die Gerechtsame des Adels und der Rittergüter in Deutschland,,1800,1800.0
Magazin für die Gerechtsame des Adels und der Rittergüter in Deutschland,,2024,
Mitteilungen der Beratungsstelle für Schadenverhütung,,1979,1996.0
Medizin und Menschenrechte,,2011,
Arbeitsrecht-Blattei,AR,1950,
"Forschungsberichte / Verkehrstechnisches Institut der Deutschen Versicherer, GDV",,2003,
Abhandlungen zur Rechtswissenschaft,,1957,1957.0
Sächsisches Archiv für deutsches bürgerliches Recht,,1904,1905.0
Sächsisches Archiv für deutsches bürgerliches Recht,,2024,
Baurecht,BR,1979,
"Wiener Studien zu Geschichte, Recht und Gesellschaft",,1999,
"Wiener Studien zu Geschichte, Recht und Gesellschaft",,1999,
Blockchain in Ökonomie & Recht,,2023,
Bauen in Kirchheim unter Teck,,2013,2016.0
"DBB-Magazin, Ausgabe Brandenburg",Magazin,1996,
Report,,2020,
Arbeitspapierreihe Wirtschaft & Recht,,2008,
Die Steuer-Quellen,,2024,
Steuer- und Wirtschafts-Kurzpost,StWK,1951,
Rechts- und sozialwissenschaftliche Reihe,,1992,
Das Steuer-Forum für die steuer- und wirtschaftsberatenden Berufe,,2024,
Der Rentengutachter in der Rentenversicherung,,1972,1972.0
Bochumer Schriften zum Sozialrecht,BOSS,1998,
"Theologie, Bildung, Ethik und Recht des Islam",,2018,
Compliance Berater Schriftenreihe,CB,2021,
"Referateblatt Staat und Recht, Teil 1: Staats- und Rechtswissenschaft",,1981,1983.0
Praxis-Ratgeber Videosicherheit,,2019,
"Der Betrieb, Arbeitsrecht",,2017,2022.0
"Der Betrieb, Arbeitsrecht",,2024,
Kleine juristische Bibliothek oder ausführliche Nachrichten von neuen kleinern iuristischen vornehmlich akademischen Schriften,,1785,1793.0
"Amtsblatt der Europäischen Union, S: Supplement zum Amtsblatt der Europäischen Union",,2003,2004.0
Steuerrecht im Rechtsstaat,,1966,
Gentechnik & Recht,,2002,
"Amtsblatt des Bayerischen Staatsministeriums für Unterricht, Kultus, Wissenschaft und Kunst, Teil II",,1990,1998.0
"Die Fackel, Ausgabe Baden",,1953,1955.0
Kriminologie und Praxis,KUP,1986,
Zeitschrift für das gesamte Handelsrecht und Wirtschaftsrecht,ZHR,1962,
Zeitschrift für das gesamte Handelsrecht und Wirtschaftsrecht,ZHR,2024,
Zeitschrift für das gesamte Handelsrecht und Wirtschaftsrecht,ZHR,2024,
Untersuchungen über Recht und Religion,,2021,
Schriftenreihe Studien zum Immobilienrecht,,2009,
FAU Studien zu Menschenrechten,,2017,
Empirische Polizeiforschung,,2010,
Deutsches und europäisches Wirtschaftsrecht,,2001,
"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, Germanistische Abteilung",,1920,
"Zeitschrift der Savigny-Stiftung für Rechtsgeschichte, Germanistische Abteilung",,2024,
Erlanger Schriften zum öffentlichen Recht,,2012,
Erlanger Schriften zum öffentlichen Recht,,2013,2016.0
Erlanger Schriften zum öffentlichen Recht,,2012,
"NewsLetter / Rödl & Partner, Mandantenbrief : Informationen über Steuern, Recht und Wirtschaft",,2000,2004.0
eGov Präsenz,,2001,
Archiv für die Rechtspflege und Gesetzgebung im Großherzogthum Baden,,1830,1838.0
Archiv für die Rechtspflege und Gesetzgebung im Großherzogthum Baden,,2024,
Staatswissenschaftliche Abhandlungen,,2005,
Verwaltungsrecht,,1998,1998.0
Ausländisches Wirtschafts- und Steuerrecht,,1968,
Informationsbrief / hrsg. im Auftr. d. Sektion Rechtssoziologie in der Deutschen Gesellschaft für Soziologie,,1972,1976.0
TVöD kompakt,,2006,2008.0
TVöD kompakt,,2006,
TVöD kompakt,,2024,
Teilzeitarbeit und geringfügige Beschäftigung,,2003,2004.0
Rechtserforschungen für Juristen und Nicht-Juristen,,1824,1825.0
Jahrbücher der Gesetzgebung und Rechtspflege im Königreich Württemberg,,1824,1834.0
Praxishandbuch Umsatzsteuer,,2003,
"Ausgewählte Entscheidungen des Obersten Rückerstattungsgerichts, Zweiter Senat (Herford, Westf.)",,1959,1976.0
"Ausgewählte Entscheidungen des Obersten Rückerstattungsgerichts, Zweiter Senat (Herford, Westf.)",,2024,
Statistische Monatsdaten / Landesarbeitsamt Nordrhein-Westfalen,,1993,1999.0
Statistischer Jahresbericht / Landeskriminalpolizeiamt Schleswig-Holstein,,1959,1967.0
"Amtsblatt / Bayerisches Staatsministerium für Ernährung, Landwirtschaft und Forsten",LMBl,1957,1987.0
"Amtsblatt / Bayerisches Staatsministerium für Ernährung, Landwirtschaft und Forsten",LMBl,2024,
Standpunkte,,2021,
Steuerrecht und Steuerberatung,,2005,
"Moderne Verbrechensbekämpfung, Landesverband Rheinland-Pfalz, Saar",,1980,
Vergaberecht,,2001,
Tätigkeitsbericht ... / Europäischer Rechnungshof,,2014,2019.0
Soziale Krankenversicherung,SKV,1969,1994.0
Soziale Krankenversicherung,SKV,2024,
"Kammerreport ... / Rechtsanwaltskammer Stuttgart,  RAK",,1991,
Osnabrücker Beiträge zur Parteienforschung,,2003,
Juristisches Magazin,,1818,1818.0
Juristisch-mathematisches Magazin,,1798,1798.0
Juristisch-mathematisches Magazin,,2024,
Aktuelle Probleme des Versicherungsvertrags- und Vermittlerrechts,,2010,2012.0
Juristisches Journal,,1798,
Juristisches Journal,,2024,
Neueste landschaftliche Bibliothek für Baiern,,1800,1804.0
Neueste landschaftliche Bibliothek für Baiern,,2024,
Anlagensicherheit,,1996,2008.0
Magazin für die Philosophie des Rechts und der Gesetzgebung,,1798,1799.0
Magazin für die Philosophie des Rechts und der Gesetzgebung,,2024,
Band ... der Schriftenreihe Lebensmittelsicherheit in Bayern,,2007,
Magazin gemeinnütziger Beobachtungen und interessanter Rechtsfälle in Koncurssachen,,1818,1818.0
Family office report,FOR,2017,
"Archiv merkwürdiger Rechtsfälle und Entscheidungen der rheinhessischen Gerichte mit vergleichender Berücksichtigung der Jurisprudenz von Frankreich, Rheinbaiern und Rheinpreußen",,1828,1838.0
"Archiv merkwürdiger Rechtsfälle und Entscheidungen der rheinhessischen Gerichte mit vergleichender Berücksichtigung der Jurisprudenz von Frankreich, Rheinbaiern und Rheinpreußen",,1818,1832.0
Schriftenreihe / Europainstitut Wirtschaftsuniversität Wien,,2004,
"Deutsches, europäisches und internationales Strafrecht und Strafprozessrecht",,2014,
"Deutsches, europäisches und internationales Strafrecht und Strafprozessrecht",,2014,
Archiv des preußischen Rechts,,1799,1800.0
Archiv des preußischen Rechts,,2024,
Strafverteidiger-Forum,StraFo,1995,
Schriftenreihe Schriften zum Kirchenrecht,,2014,
WITI-Berichte,,2019,
Druck-Sache,,1993,
Druck-Sache,,1995,2000.0
Druck-Sache,,1993,
Studien zur Kultur- und Rechtsgeschichte,,2005,
Blätter zur Kunde des Preussischen Staates und seiner Verfassung,,1803,1803.0
Blätter zur Kunde des Preussischen Staates und seiner Verfassung,,2024,
Archiv für das Notariat,,1810,1813.0
Archiv für das Notariat,,2024,
Journal HB,,1972,1978.0
Rechtssicher pflegen & führen aktuell,,2010,2019.0
Juristische Schriftenreihe,,1979,
Juristische Schriftenreihe,,2024,
Zeitschrift für Insolvenzrecht und Kreditschutz,ZIK,1995,1997.0
"Premium-Journal, Der Steuerberater-Newsletter",,2006,2007.0
Magazin für deutsche gerichtliche und Polizeibeamte,,1811,1813.0
Magazin für deutsche gerichtliche und Polizeibeamte,,2024,
Kommentiertes Steuerrecht direkt,,2006,2018.0
Aegean review of the law of the sea and maritime law,,2010,2013.0
"Rentenzugang, Rentenwegfall und Rentenumwandlung in der Angestelltenversicherung",,1973,1983.0
Informationsdienst zur Notstandsgesetzgebung für Pfarrer und kirchliche Mitarbeiter,IDN,1966,1967.0
Aspekte,,1968,1977.0
Aspekte,,2024,
Umsatzsteuer- und Verkehrsteuer-Recht,UVR,2006,
"Geschäftsbericht / Landesversicherungsanstalt Baden, Kurzfassung : zur Information von sozialpolitischen Organisationen und Verbänden, der Medien, den mit der Rentenversicherung befaßten öffentlichen Stellen sowie aller interessierten Bürger",,1979,1985.0
Restitution,,1950,1954.0
Schriftenreihe der Deutschen Vereinigung für Jugendgerichte und Jugendgerichtshilfen,,1926,
Schriftenreihe der Deutschen Vereinigung für Jugendgerichte und Jugendgerichtshilfen,,2024,
Schriftenreihe der Deutschen Vereinigung für Jugendgerichte und Jugendgerichtshilfen,,2024,
Info / Bundesverband der Pflege- und Adoptiveltern,,1981,1989.0
Baum-Reihe,,1989,1991.0
Übersicht über die Tarifabschlüsse der IG Bergbau und Energie,,1993,1993.0
"Strafvollzug, Randgruppen, soziale Hilfen",,1980,
"Annalen des katholischen, protestantischen und jüdischen Kirchenrechts",,1831,1833.0
Magazin für das Civil- und Criminal-Recht des Kayserreichs Frankreich,,1812,1812.0
Newsletter,,2002,2009.0
Zeitschrift für Unternehmensnachfolge und Steuerplanung,ZUS,2011,2013.0
Neues juristisches Journal,,1799,1801.0
Neues Magazin gemeinnüziger Beobachtungen und interessanter Rechtsfälle in Concurssachen,,1820,1821.0
Juristisches Magazin besonders für die Herzoglich Braunschweigischen Lande,,1814,1832.0
"Stenographischer Bericht / Bundesrat, Europakammer",,1993,
BEEG - Bundeselterngeld- und Elternzeitgesetz,,2007,
Rostocker rechtsgeschichtliche Reihe,,2003,
Gerichtsnotizen,,1981,
"Leitfaden zum Versicherungs-, Melde-  und Beitragsrecht",,2010,
"Leitfaden zum Versicherungs-, Melde-  und Beitragsrecht",,2010,
"Leitfaden zum Versicherungs-, Melde-  und Beitragsrecht",,2011,2012.0
Jahrbücher des Kaiserlichen Reichskammergerichts,,1789,1791.0
Magazin für das Civil- und Criminal-Recht des Königreichs Westphalen,,1810,1813.0
Magazin für das Civil- und Criminal-Recht des Königreichs Westphalen,,2024,
Journal der Gesetzgebung des achtzehnden Jahrhunderts,,1786,1786.0
Jahresbericht des Präsidenten / Fachhochschule des Bundes für Öffentliche Verwaltung,,1995,2013.0
"Kommunalpraxis, Ausgabe Nordrhein-Westfalen, Niedersachsen, Schleswig-Holstein, Hamburg, Bremen",KommP / N,1994,2001.0
"Nützliche Abhandlungen und Beyträge, zur Erweiter- und Erläuterung des reichsgerichtlichen Justizwesens und Processus, auch anderer das teutsche Staatsrecht betreffenden Materien",,1768,1769.0
Frankfurter Schriften zur Gesundheitspolitik und zum Gesundheitsrecht,,2003,2011.0
Pflegebulletin,PB,2000,2007.0
Der Politikbrief der Verbraucherzentrale Hessen,,2017,
Schriftenreihe Steuerrecht in Forschung und Praxis,,2001,
HOAI ...,,2017,
Studien zur Geschichte der Max-Planck-Gesellschaft,,2022,
Europarecht,,1998,1998.0
Archiv für die Gesetzgebung und Reforme des juristischen Studiums,,1808,1814.0
Archiv für die Gesetzgebung und Reforme des juristischen Studiums,,2024,
Jahrbücher der Gesetzgebung und Rechtspflege im Königreich Württemberg,,1824,1831.0
Jahrbücher der Gesetzgebung und Rechtspflege im Königreich Württemberg,,2024,
Literaturblatt für gewerblichen Rechtsschutz,,1958,1959.0
Veröffentlichungen der Juristischen Fakultät / Eberhard-Karls-Universität Tübingen,,2012,
Criminalistische Beyträge,,1825,1827.0
Criminalistische Beyträge,,2024,
... Tätigkeitsbericht Informationsfreiheit der Landesbeauftragten für Datenschutz und Informationsfreiheit ...,,2021,
"Der Steuerzahler, [Ausgabe Rheinland-Pfalz]",,1970,2020.0
"Der Steuerzahler, [Ausgabe Rheinland-Pfalz]",,2024,
"Der Steuerzahler, [Ausgabe Rheinland-Pfalz]",,2024,
VersR digital,,2015,2020.0
"Schulverwaltung, Brandenburg, Mecklenburg-Vorpommern, Sachsen, Sachsen-Anhalt, Thüringen und Berlin",SchVw,1997,
"Niederrheinisches Archiv für Gesetzgebung, Rechtswissenschaft und Rechtspflege",,1817,1819.0
"Niederrheinisches Archiv für Gesetzgebung, Rechtswissenschaft und Rechtspflege",,2024,
Reihe besonderes Verwaltungsrecht,,2017,
"JUSTUF, [Ausgabe Heidelberg] : Juristenmagazin für Heidelberg",,1997,1998.0
Schriftenreihe des Bundesministers für Arbeit und Sozialordnung,,1959,
Allgemeine juristische Monatsschrift für die preussischen Staaten,,1805,1811.0
Allgemeine juristische Monatsschrift für die preussischen Staaten,,2024,
Magazin gemeinnütziger Beobachtungen und interessanter Rechtsfälle in Koncurssachen,,1818,1818.0
Magazin gemeinnütziger Beobachtungen und interessanter Rechtsfälle in Koncurssachen,,2024,
Abhandlungen civilistischen und criminalistischen Inhalts,,1831,1848.0
Abhandlungen civilistischen und criminalistischen Inhalts,,2024,
Mandanten-Information für den Unternehmer,,2023,
Archiv des preußischen Rechts,,1799,1800.0
Entwicklung der Menschenrechtssituation in Deutschland ...,,2016,
Amtsblatt des Wirtschaftsministeriums Württemberg-Baden,,1947,1952.0
Ersatzkassen-Report,,1978,2004.0
Ersatzkassen-Report,,2024,
Die Kanzlei,,1999,2003.0
BdB-Aspekte,Aspekte,2002,
Archiv für katholisches Kirchenrecht,,1913,
Archiv für katholisches Kirchenrecht,,2024,
Zeitschrift für Kindes- und Erwachsenenschutz,RMA,2010,
Studien des Instituts für Ostrecht München,,2022,
Smart.ER,Smart-ER,2014,
Schriftenreihe Schriften zum Kommunalrecht,,2015,
Bayreuther Jahrbuch für Recht und Innovation,BayJRI,2018,
UmweltRecht,,1996,
ppa. Sicherheit & Haftungsschutz für Prokuristen,,2016,
Der SER-Ratgeber ...,,2018,2022.0
Konstanzer Schriften zum Verwaltungsrecht und zur Rechtstatsachenforschung,,1997,
Schriften zum ostasiatischen Privatrecht,OstAPrivR,2017,
JZ-Schriftenreihe,JZ-SchR,2017,
Beyträge zur Kenntniß des vaterländischen Rechts,,1806,1808.0
Beyträge zur Kenntniß des vaterländischen Rechts,,2024,
Magazin für die Philosophie und Geschichte des Rechts und der Gesetzgebung,,1800,1807.0
Magazin für die Philosophie und Geschichte des Rechts und der Gesetzgebung,,2024,
Juristische Abhandlungen und Beobachtungen,,1780,1780.0
Heidelberger rechtswissenschaftliche Abhandlungen,HeiRA,2018,
Chroniques internationales de police,,1959,
Kritische Zeitschrift für Staatsregierung und Gesetzgebung,,1817,1817.0
Kritische Zeitschrift für Staatsregierung und Gesetzgebung,,2024,
Magazin für Rechtswissenschaft und Gesetzgebung,,1820,1844.0
Magazin für Rechtswissenschaft und Gesetzgebung,,2024,
Schriftenreihe der Forschungsstelle für Finanzdienstleistungsrecht der Philipps-Universität Marburg,,2003,
Schriftenreihe der Forschungsstelle für Finanzdienstleistungsrecht der Philipps-Universität Marburg,,2024,
Richter ohne Robe,,1989,
Richter ohne Robe,,2024,
Richter ohne Robe,,2024,
Richter ohne Robe,,2009,
"Verordnungsblatt für die Dienstbereiche der Bundesministerien für Bildung und Frauen sowie Wissenschaft, Forschung und Wirtschaft (Bereich Wissenschaft und Forschung)",,2014,2016.0
Immobilienrecht,,2009,2009.0
Pressemitteilung des Landesarbeitsamtes Baden-Württemberg,,1982,1991.0
Haus- und Grundbesitz,,1948,2004.0
"Seminarbericht / Deutsche Vernetzungsstelle LEADER +, (BLE) Bundesanstalt für Landwirtschaft und Ernährung",,2001,
"Seminarbericht / Deutsche Vernetzungsstelle LEADER +, (BLE) Bundesanstalt für Landwirtschaft und Ernährung",,2024,
"Gefahrgut-Transport Straße, Schiene",,1996,2008.0
Bibliographie der Veröffentlichungen des Instituts für Theorie des Staates und des Rechts an der Akademie der Wissenschaften der DDR,,1981,
Zeitschrift für Civilrecht und Prozeß,,1828,1865.0
Zeitschrift für Civilrecht und Prozeß,,1828,1864.0
Nassauer Gespräche der Freiherr-vom-Stein-Gesellschaft,,1985,
Nassauer Gespräche der Freiherr-vom-Stein-Gesellschaft,,2024,
Krankheitsartenstatistik,,1964,1974.0
Amtstätigkeit des Bundesgerichts und des Eidgenössischen Versicherungsgerichts,,1993,2007.0
"Neue juristische Wochenschrift, Volltext CD-ROM",NJW,1991,
Mitteilungen für Mitglieder,MfM,1997,1998.0
Reichskammergerichtliche Miscellen,,1805,1806.0
Forschungen zum römischen Recht,,1943,
Arbeiten aus dem Iuristischen Seminar der Universität Freiburg Schweiz,,1946,
Arbeiten aus dem Iuristischen Seminar der Universität Freiburg Schweiz,,2024,
Krieg dem Rauschgift,,1979,2002.0
Ansprüche,,1994,2005.0
Hamburger Rechtsstudien,HAR,1928,2003.0
Hamburger Rechtsstudien,HAR,2024,
Schriftenreihe des Forschungsinstitutes für Wirtschaftsverfassung und Wettbewerb e.V. Köln,,1962,
Schriftenreihe des Forschungsinstitutes für Wirtschaftsverfassung und Wettbewerb e.V. Köln,,2024,
Beiträge zum internationalen Wirtschaftsrecht und Atomenergierecht,,1963,1987.0
Mitteilungen / Deutsch-Russische Juristenvereinigung e.V,,2012,2015.0
Studien zum Seevölkerrecht und zur maritimen Sicherheit,SSMS,2017,
Schriftenreihe Studien zur Rechtswissenschaft,,1997,
Schriften zur empirischen Polizeiforschung,,2004,
Sportwettenmarkt.net,,2012,2014.0
Informationsdienst Reach Navigator & CLP,,2010,2015.0
Seminarbericht / Deutsche Vernetzungsstelle LEADER II in der Bundesanstalt für Landwirtschaft und Ernährung,,1998,2001.0
Steuerliches Journal,StJ,1993,1994.0
"Gesundes Unternehmen, Aushangpflichtige Gesetze : Fachinformationen für Arbeitgeber ..",,2018,
Deutschland Ost spezial,,1994,2005.0
Beiträge zum Kartellrecht,BtrKR,2019,
Jahresbericht der Gewerbeaufsicht Rheinland-Pfalz,Statistik,1980,1983.0
Internet _372ktuell für Juristen,INJur,1999,2001.0
"Conclusa, welche von einem gemeinsamen höchstpreyßlichen Reichs-Vicariats-Hof-Gericht zu Augspurg, seit höchst-desselben Eröffnung abgefaßt worden",,1742,1742.0
Information für die Schiedsrichter beim Staatlichen Vertragsgericht,,1961,1989.0
Rundbrief Straffälligenhilfe,,2004,2005.0
Justament,,2000,2014.0
Justament,,2024,
Justament,,2024,
Der Arbeitsrechts-Brief für Rechtsanwälte,,1999,1999.0
IWB,IWB,1996,
"Gesundes Unternehmen, Beschäftigung und Sozialversicherung : Fachinformationen für Arbeitgeber ..",,2018,
"BKA-Reihe Polizei / hrsg. vom Bundeskriminalamt, Kriminalistisch-kriminologische Forschungsgruppe",,1995,1995.0
Jahresbericht Berufsberatung und Ausbildungsstellenmarkt,,1996,1997.0
Rapport annuel du Conseil sur l'accès aux documents,,2012,
Praxishandbuch betriebliche Altersversorgung,,2003,2021.0
Praxishandbuch betriebliche Altersversorgung,,2024,
Praxishandbuch betriebliche Altersversorgung,,2024,
Praxishandbuch betriebliche Altersversorgung,,2003,2009.0
Quellen und Studien zur Verfassungsgeschichte des Deutschen Reiches in Mittelalter und Neuzeit,,1905,
Quellen und Studien zur Verfassungsgeschichte des Deutschen Reiches in Mittelalter und Neuzeit,,1905,1939.0
"Schriften zum Planungs-, Verkehrs- und Technikrecht",,2000,
IfS-Informationen für öffentlich bestellte und vereidigte Sachverständige,,1999,2007.0
Rechtsgeschichte und Geschlechterforschung,,2003,2015.0
Schriftenreihe aus der Forschungsstelle Sicherheitsgewerbe (FORSI),,2007,
Islam und Recht,,2003,
"Der Deutsche Forstmann, Ausgabe Baden-Württemberg",,1966,1980.0
"Praxis aktuell, Das AOK-Magazin für Unternehmen im Saarland / AOK - Die Gesundheitskasse im Saarland",,1996,2003.0
