"institution_id","raw_author_name","author_id","cleaned_author_name","cleaned_institution_name","min_pubyear","max_pubyear","publ_cnt","example_id"
,Jens Kersten,A5046349685,Jens Kersten,,2007,2016,5,W2763991813
I149899117,Marietta Auer,A5046353996,M. Auer,Max Planck Society,2015,2015,1,W2315080677
I4210095813,Marietta Auer,A5046353996,M. Auer,Max Planck Institute for Legal History and Legal Theory,2015,2015,1,W2315080677
,Marietta Auer,A5046353996,M. Auer,,2020,2023,3,W4323024990
,Johannes Meier,A5046390826,J. Meier,,2023,2023,1,W4384785841
,Gertrude Lübbe-Wolff,A5046415942,Gertrude Lübbe-Wolff,,2022,2022,1,W4205740232
,Anne Bercher,A5046642101,Anne Bercher,,2010,2010,1,W2074828047
,Heinz Müller-Dietz,A5046699597,Heinz Müller-Dietz,,2011,2012,2,W2917344491
,Hermann Butzer,A5046857215,Hermann Butzer,,2008,2017,2,W4234286326
,Günter Hirsch,A5047074083,Günter Hirsch,,2007,2008,2,W4250779604
,Gerd Geilen,A5047118183,Gerd Geilen,,2006,2006,1,W25039058
,Martin Wesch,A5047123700,Martin Wesch,,2006,2006,1,W2518588697
,Susanne Hohloch,A5047181379,Susanne Hohloch,,2008,2008,1,W1996627142
,Volker Haas,A5047181692,Volker Haas,,2013,2016,2,W2503222504
,Maik Wolf,A5047211310,M.K. de Wolf,,2011,2011,1,W2060960043
,Ulrich Foerste,A5047236370,Ulrich Foerste,,2008,2023,3,W4383269152
,Matthias Lippold,A5047284041,Matthias Lippold,,2020,2023,3,W4386499770
,Hans-Peter Haferkamp,A5047315161,Hans-Peter Haferkamp,,2021,2021,1,W3210213045
,Eberhard Schwark,A5047358969,Eberhard Schwark,,2009,2009,1,W4238131071
,Frank Rosenkranz,A5047378411,Frank Rosenkranz,,2007,2020,2,W4232024916
,Florian Jessberger,A5047428978,Florian Jeßberger,,2009,2009,1,W2123122289
,David Roth-Isigkeit,A5047512312,David Roth-Isigkeit,,2020,2020,1,W3010684428
,Christoph Krönkeund,A5047569873,Christoph Krönkeund,,2016,2016,1,W2523601071
,Jan Thiessen,A5047571993,Jan Thiessen,,2015,2021,3,W4249069179
,Barbara Remmert,A5047585065,Barbara Remmert,,2010,2010,1,W4230319164
,Robert Walter,A5047672423,Robert Walter,,2009,2009,1,W1970286540
,Sophie Straßer,A5047675506,Sophie Straßer,,2019,2019,1,W2918081549
,Eberhard Wagner,A5047700138,Eberhard Wagner,,2022,2022,1,W4312747908
,William A. Woodruff,A5047859087,William Woodruff,,2008,2008,1,W2076132787
,Mattias Wendel,A5047874953,Mattias Wendel,,2016,2020,2,W3006867355
,Christina Mildebrath,A5047929726,Christina Mildebrath,,2009,2009,1,W2088000993
,Hans-Heiner Kühne,A5048026639,Hans-Heiner Kühne,,2006,2015,3,W4210884333
,Foroud Shirvani,A5048044715,Foroud Shirvani,,2010,2022,2,W4291779343
,Daniela Schlüter,A5048052870,Daniela K Schlüter,,2009,2009,1,W4253303349
,Daniel Damler,A5048058508,Daniel Damler,,2017,2017,1,W2597546822
,Hubert Rottleuthner,A5048095467,Hubert Rottleuthner,,2016,2023,2,W4315486388
,Tobias Singelnstein,A5048139766,Tobias Singelnstein,,2012,2012,1,W1973101112
,Kurt Seelmann,A5048141116,Kurt Seelmann,,2014,2014,1,W1998057012
,Katja Hüttner,A5048215845,Katja Hüttner,,2008,2008,1,W4232802661
,Philipp Scholz,A5048272502,Philipp Scholz,,2018,2018,1,W2800472075
,Martin Bialluch,A5048276332,Martin Bialluch,,2021,2021,1,W3167611732
,Nicolas Sander,A5048389490,Nicolas Sander,,2023,2023,1,W4386499765
,Florian Wagner-von Papp,A5048408098,Florian Wagner–von Papp,,2006,2006,1,W4255935163
,Andreas Sattler,A5048433670,Andreas Sattler,,2017,2017,1,W2775776600
,Daniel Thym,A5048534331,Daniel Thym,,2011,2022,8,W854062680
,Christoph Herrmann,A5048548441,Christoph Herrmann,,2018,2019,2,W4233618675
,Alexander Bechtel,A5048611302,Alexander Bechtel,,2020,2020,1,W3033880275
,Ralph Christensen,A5048616715,Ralph Christensen,,2009,2013,4,W2066866207
,Gerrit Hornung,A5048621892,Gerrit Hornung,,2013,2013,1,W1965143385
,Klaus Rennert,A5048682876,Klaus Rennert,,2009,2015,3,W2916066212
,Jürgen Kohler,A5048747870,Jürgen Köhler,,2013,2013,1,W1996470878
,Christian Alexander,A5048768759,Christian Alexander,,2006,2006,1,W1984454604
,Felix Ekardt,A5048781197,Felix Ekardt,,2007,2007,1,W2335719235
,Martin Bullinger,A5048901315,Martin Bullinger,,2006,2006,1,W2082071463
,Matthias Ruffert,A5048916076,Matthias Ruffert,,2006,2022,9,W4285229806
,Matthias Veicht,A5048985086,Matthias Veicht,,2020,2020,1,W3107793105
,Karsten Gaede,A5048997678,Karsten Gaede,,2008,2008,1,W4255010990
,Rainer Beckmann,A5049005775,Rainer Beckmann,,2018,2023,2,W4388144183
,Nikolaus Graf Vitzthum,A5049005899,Nikolaus Graf Vitzthum,,2009,2009,1,W1986755627
,Maximilian Zimmer,A5049057758,Maximilian Zimmer,,2009,2014,5,W4249535387
,Udo Di Fabio,A5049165661,Udo Di Fabio,,2007,2007,1,W2065357834
,Alexander Benecke,A5049178483,Alexander Benecke,,2015,2015,1,W2915445883
,Christoph Sobotta,A5049591889,Christoph Sobotta,,2006,2006,1,W2034402915
,Joachim Lege,A5049594625,Joachim Lege,,2006,2021,7,W4256104235
,Hans-Joachim Schött,A5049847071,Hans-Joachim Schött,,2013,2013,1,W2318254689
,Alexander Somek,A5049847390,Alexander Someκ,,2016,2022,4,W4285253468
,David Kuch,A5049853504,David Kuch,,2017,2018,2,W4232331484
,Aziz Epik,A5049889099,Aziz Epik,,2018,2018,1,W4232480670
,Frank Zieschang,A5049965199,Frank Zieschang,,2022,2022,1,W4205755585
I186903577,Dirk Andreas Zetzsche,A5049980841,Dirk Andreas Zetzsche,University of Luxembourg,2017,2017,1,W2602859517
I149899117,Konstantin Chatziathanasiou,A5050008635,Konstantin Chatziathanasiou,Max Planck Society,2019,2019,1,W2924630698
I4210136328,Konstantin Chatziathanasiou,A5050008635,Konstantin Chatziathanasiou,Max Planck Institute for Research on Collective Goods,2019,2019,1,W2924630698
,Konstantin Chatziathanasiou,A5050008635,Konstantin Chatziathanasiou,,2024,2024,1,W4394925253
,Daniel Scholz,A5050034758,Daniel Scholz,,2011,2011,1,W4251174216
,Dietrich Murswiek,A5050048425,Dietrich Murswiek,,2010,2018,3,W2915241271
,Brigitte Haar,A5050063646,Brigitte Haar,,2008,2008,1,W2012951803
,Marco Birkholz,A5050073902,Marco Birkholz,,2019,2019,1,W2982322524
,Markus Stoffels,A5050111131,Markus Stoffels,,2024,2024,1,W4393954427
,Peter Schlosser,A5050199331,Peter Schlosser,,2007,2007,1,W4255725387
,Wolfgang Lüke,A5050289981,Wolfgang Lüke,,2009,2009,1,W2055609126
,Christoph Jansen,A5050306217,Christoph Jansen,,2024,2024,1,W4391354401
,Adrian Jung,A5050319954,Adrian Jung,,2007,2007,1,W2020512728
,Constanze Janda,A5050349847,Constanze Janda,,2012,2022,3,W4313029439
,Christoph Link,A5050369426,Christoph Link,,2006,2009,2,W2508294264
,Hans Kudlich,A5050399709,Hans Kudlich,,2014,2022,3,W4294225124
,Christian Förster,A5050501384,Christian Förster,,2009,2009,1,W4254997000
,Hein Kötz,A5050551500,Hein Kötz,,2018,2018,1,W4252293313
,Christoph Althammer,A5050614746,Christoph Althammer,,2007,2021,4,W3154979255
,Peter McColgan,A5050634458,Peter McColgan,,2018,2018,1,W2905211031
,Johannes Rux,A5050674740,Johannes Rux,,2007,2007,3,W2313643331
,Abteilung Justiz,A5050750742,Abteilung Justiz,,2006,2006,1,W2320017797
,Alexander Thiele,A5050754541,Alexander Thiele,,2012,2018,4,W2791705150
,Jürgen Schwabe,A5050786174,Jürgen Schwabe,,2007,2007,2,W4214654415
,Dieter Simon,A5050825981,Dieter Simon,,2011,2011,1,W1979664032
,Dieter Lorenz,A5050830684,Dieter Lorenz,,2009,2011,2,W2091292134
,Everhardt Franßen,A5050887087,Everhardt Franßen,,2006,2006,1,W2166699931
,Martin Menne,A5050909923,Martin Menne,,2017,2017,1,W2607480977
,Sonja Stenzel,A5050913483,Sonja Stenzel,,2006,2006,1,W1997336222
,Titus Walek,A5050928496,Titus Walek,,2012,2012,1,W2064013337
,Claus Dieter Classen,A5050947518,Claus Dieter Classen,,2006,2023,18,W4318612323
,Rainer Zaczyk,A5051016587,Rainer Zaczyk,,2008,2012,2,W2091687701
,Thomas Paul,A5051021391,Thomas Paul,,2008,2008,2,W2984002183
,Christoph Grabenwarter,A5051029582,Christoph Grabenwarter,,2010,2010,1,W72141813
,Lea Katharina Kumkar,A5051156207,Lea Katharina Kumkar,,2020,2020,1,W3010684428
,Gabriele Kett-Straub,A5051208582,Gabriele Kett-Straub,,2013,2018,2,W4246782201
,Philipp Maximilian Holle,A5051286538,Philipp Maximilian Holle,,2020,2020,1,W4235817368
,Heike Stintzing,A5051322168,Heike Stintzing,,2009,2009,1,W4244890534
,Joachim von Bargen,A5051342414,Joachim von Bargen,,2015,2015,1,W2916558606
,Christoph G. Paulus,A5051349148,Christoph G. Paulus,,2009,2021,4,W4234030072
,Raimund Waltermann,A5051372091,Raimund Waltermann,,2012,2012,1,W1986519405
,Lorenz Kähler,A5051491027,Lorenz Kähler,,2007,2007,1,W1999860435
,Barbara Rox,A5051496482,Barbara Rox,,2012,2012,1,W4236155832
,Peter Kindler,A5051556565,Peter Kindler,,2006,2012,4,W4236354047
,Andreas Piekenbrock,A5051648601,Andreas Piekenbrock,,2006,2023,5,W4383269145
,Martin Franzen,A5051679546,Martin Franzén,,2007,2019,2,W4232016006
,Helmut Goerlich,A5051686005,Helmut Goerlich,,2006,2020,6,W3010507227
,Thomas Starke,A5051711609,Thomas Starke,,2007,2007,1,W4239025712
,Astrid Stadler,A5051858729,Astrid Stadler,,2020,2020,1,W3014791554
,Hans Friedhelm Gaul,A5051943257,Hans Friedhelm Gaul,,2013,2018,3,W2901057584
,Christian Seiler,A5052058613,Christian Seiler,,2009,2021,6,W3202622390
,Frank Peter Schuster,A5052186101,Frank Schuster,,2015,2015,1,W2335392167
,Christian Hillgruber,A5052186566,Christian Hillgruber,,2012,2021,5,W4210964614
,Michael Denga,A5052295419,Michael Denga,,2021,2021,1,W3134701971
,Herbert Küpper,A5052388532,Herbert Küpper,,2010,2010,1,W2329128278
,Roman Seer,A5052401402,Roman Seer,,2019,2019,1,W4255226740
,Mehrdad Payandeh,A5052574894,Mehrdad Payandeh,,2019,2019,1,W2917894495
,Jana Smela,A5052614411,Jana Smela,,2019,2019,1,W2982304077
,Stephan Pötters,A5052638734,Stephan Pötters,,2012,2012,1,W2066866207
,Mareike Preisner,A5052660706,Mareike Preisner,,2013,2013,1,W2083252044
,Harald Koch,A5052673079,H. Koch,,2011,2011,1,W2025917756
,Tobias Tröger,A5052730767,Tobias Tröger,,2010,2016,4,W4247289483
,Holger Greve,A5052794172,Holger Greve,,2011,2011,1,W2325035666
,Frauke Rostalski,A5052801886,Frauke Rostalski,,2015,2024,7,W4391854329
I149899117,Christine Osterloh-Konrad,A5052888987,Christine Osterloh-Konrad,Max Planck Society,2006,2006,1,W2088736916
I4210129449,Christine Osterloh-Konrad,A5052888987,Christine Osterloh-Konrad,Max Planck Institute for Innovation and Competition,2006,2006,1,W2088736916
,Christine Osterloh-Konrad,A5052888987,Christine Osterloh-Konrad,,2014,2014,1,W786811325
,René Börner,A5052901852,René Börner,,2015,2015,1,W2917982851
,Josef Alkatout,A5052904777,Josef Alkatout,,2011,2011,1,W1963823330
,Michael Köhler,A5052996164,Michael Köhler,,2013,2013,1,W2013788380
,Jörn Ipsen,A5053030750,Jörn Ipsen,,2006,2017,2,W2762009182
,Markus Pöcker,A5053210152,Markus Pöcker,,2006,2006,1,W2041979012
,Philipp S. Fischinger,A5053231425,Philipp S. Fischinger,,2012,2012,1,W2086383158
,Christine Windbichler,A5053276605,Christine Windbichler,,2008,2008,1,W2329870556
,Stephan Stübinger,A5053311036,Stephan Stübinger,,2008,2008,1,W4247087362
,Urs Kindhäuser,A5053444923,Urs Kindhäuser,,2011,2011,1,W2056646153
,Christoph Goos,A5053491680,Christoph Goos,,2009,2009,1,W4254554756
,Heike Jung,A5053555287,Heike Jung,,2010,2021,3,W3211066757
,Christian Thiemann,A5053795021,Christian Thiemann,,2015,2015,1,W2763568630
,Georg Mitsching,A5053865984,Georg Mitsching,,2020,2020,1,W3090193710
,Marco Mansdörfer,A5053875888,Marco Mansdörfer,,2009,2009,1,W4250326417
,Burkhard Jähnke,A5053878179,Burkhard Jähnke,,2021,2021,1,W3118935439
,Alexander Peukert,A5053928981,Alexander Peukert,,2016,2023,2,W4362569918
,Christian Kersting,A5054005071,Christian Kersting,,2008,2018,5,W4237070090
,Matthias Goldmann,A5054040158,Matthias Goldmann,,2010,2010,1,W4249162399
,Andreas Funke,A5054052873,Andreas Funke,,2011,2017,3,W2623297176
,Martin Schwab,A5054072599,Martin Schwab,,2006,2015,2,W2335588644
,Karl-Heinz Ladeur,A5054072745,Karl–Heinz Ladeur,,2007,2022,7,W4313044342
,Enrico Peuker,A5054174169,Enrico Peuker,,2007,2014,4,W2322608537
,Gunther Teubner,A5054209395,Günther Teubner,,2015,2020,2,W3016771376
,Lydia Wolff,A5054389278,Lydia Wolff,,2022,2022,1,W4205779744
,Horst Dreier,A5054408926,Horst Dreier,,2007,2011,3,W2917295233
,Torsten Noak,A5054424614,Torsten Noak,,2021,2021,1,W4230962572
,Barbara Völzmann-Stickelbrock,A5054429656,Barbara Völzmann-Stickelbrock,,2008,2008,1,W2331032351
,Corinna Coupette,A5054439389,Corinna Coupette,,2018,2018,2,W4250766963
,Diana Marquardt,A5054450098,Diana L. Marquardt,,2008,2008,1,W2039078231
,Rike Sinder,A5054718150,Rike Sinder,,2017,2017,1,W2568735870
,Jacob Joussen,A5054726368,Jacob Joussen,,2010,2010,1,W2059622507
,Gralf-Peter Calliess,A5054777680,Gralf-Peter Calliess,,2012,2012,1,W1999715463
,Martin Böse,A5054808063,Martin Böse,,2015,2022,5,W4313133294
,Kristian J. Puhle,A5054831405,Kristian J. Puhle,,2012,2012,1,W2020862698
,Eike von Hippel,A5054833609,Eike von Hippel,,2006,2006,2,W2516406110
,Heinz-Peter Mansel,A5054910298,Heinz-Peter Mansel,,2014,2016,2,W2521039976
,Amr Sarhan,A5054949832,Amr Sarhan,,2008,2008,1,W2018483451
,Bernd Scholl,A5054991232,Bernd Scholl,,2016,2016,1,W2396235969
,Wolfgang Wohlers,A5054996170,Wolfgang Wohlers,,2014,2021,3,W3126358780
,Frank Fechner,A5055035441,Frank Fechner,,2012,2014,2,W2072586632
,Walter G. Paefgen,A5055063601,Walter G. Paefgen,,2007,2007,1,W4235671034
,Norbert Gross,A5055133436,Norbert Groß,,2010,2013,4,W2088006645
,Jochen Vetter,A5055135869,Jochen Vetter,,2013,2019,2,W4256624352
,Peter Häberle,A5055181078,Peter Häberle,,2007,2021,3,W3132346965
,Christoph Brüning,A5055202421,Christoph Brüning,,2009,2020,4,W3094724854
,Caroline Meller-Hannich,A5055211909,Caroline Meller-Hannich,,2015,2018,3,W4233221830
,Patrick Hilbert,A5055213183,Patrick Hilbert,,2013,2013,1,W2022388979
,Matthias Katzenstein,A5055263041,Matthias Katzenstein,,2008,2010,2,W4250203010
,Werner Heun,A5055357757,Werner Heun,,2006,2017,7,W2601812723
,Alexander Bruns,A5055382981,Alexander Bruns,,2011,2011,1,W2000748454
,Christoph U. Schmid,A5055398208,Christoph U. Schmid,,2020,2020,1,W3035787276
,Christoph Bravidor,A5055410772,Christoph Bravidor,,2011,2011,1,W1990658617
,Volker Beuthien,A5055451032,Volker Beuthien,,2011,2011,1,W55383895
,Wolfgang Schenk,A5055453079,Wolfgang Schenk,,2020,2020,1,W3005049533
,Matthias Jestaedt,A5055521244,Matthias Jestaedt,,2006,2022,16,W4285155718
,Manuel Klar,A5055527298,Manuel Klar,,2012,2012,1,W4206735941
,Andreas Ruch,A5055629993,Andreas Ruch,,2015,2015,1,W2400679545
,Dorothee Einsele,A5055743057,Dorothee Einsele,,2008,2019,3,W4210942698
,Jörg Kinzig,A5055747105,Jörg Kinzig,,2007,2011,3,W4255703317
,Jörg Frederik Ferreau,A5055795021,Jörg Frederik Ferreau,,2018,2022,2,W4285263236
I149899117,Patrick Hell,A5055822021,Patrick Hell,Max Planck Society,2017,2019,2,W3008147228
I4210134321,Patrick Hell,A5055822021,Patrick Hell,Max Planck Institute for Tax Law and Public Finance,2017,2019,2,W3008147228
,Lothar Michael,A5056002098,Lothar Michael,,2006,2015,8,W4253348623
,Uwe Volkmann,A5056024019,Uwe Volkmann,,2006,2020,3,W4237554094
,Ulrich Fastenrath,A5056144919,Ulrich Fastenrath,,2018,2018,1,W2806942480
,Laura Schneiderbauer,A5056213127,Laura Schneiderbauer,,2024,2024,1,W4391354472
,Ansgar Kalle,A5056218118,Ansgar Kalle,,2018,2022,3,W4285239393
,Felix Herzog,A5056245699,Félix Herzog,,2016,2016,1,W2915598048
,Andreas Thier,A5056306940,Andreas Thier,,2015,2015,1,W2317251756
,Franziska Schneider,A5056518653,Franziska Schneider,,2023,2023,1,W4388660925
,Nikolaus Bosch,A5056581836,Nikolaus Bosch,,2009,2009,1,W2071352749
,Ulrich Häde,A5056615317,Ulrich Häde,,2006,2011,3,W4230110872
,Wolfgang Fleck,A5056672880,Wolfgang Fleck,,2012,2012,1,W1980374798
,Ekkehard Becker-Eberhard,A5056676812,Ekkehard Becker-Eberhard,,2014,2014,1,W4256188568
,Sebastian Olk,A5056683007,Sebastian Olk,,2006,2006,1,W4250843499
,Matthias Rossi,A5056795793,Matthias Rossi,,2007,2011,2,W4210930903
,Nina Dürre,A5056821651,Nina Dürre,,2006,2006,1,W4243729145
,Anja Wenzel,A5056865482,Anja Wenzel,,2016,2016,1,W2489484993
,Ralf Brinktrine,A5056874213,Ralf Brinktrine,,2007,2017,3,W4253569155
,Stephan R. Göthel,A5056971380,Stephan R. Göthel,,2006,2006,1,W2011901423
,Benjamin Roger,A5056976167,Benjamin Roger,,2016,2016,1,W2563424034
,Susanne Hähnchen,A5056977932,Susanne Hähnchen,,2015,2018,2,W2801487748
,Felix Busse,A5056982875,Felix Busse,,2011,2011,1,W4247232512
,Klaus Tiedemann,A5057014752,Klaus Tiedemann,,2012,2016,2,W4210692761
,Bernd Grzeszick,A5057027193,Bernd Grzeszick,,2006,2021,4,W4246280480
,Dirk Ehlers,A5057053918,Dirk Ehlers,,2008,2019,8,W4251174216
,Hasso Hofmann,A5057068086,Hasso Hofmann,,2014,2019,2,W2921168356
,Dorothee Einsele,A5057151491,Dorothee Einsele,,2006,2014,4,W4249217857
,Eva Maria Bredler,A5057176852,Eva Maria Bredler,,2021,2021,1,W3199554736
,Ulfrid Neumann,A5057189512,Ulfrid Neumann,,2017,2022,2,W4206380687
,Benjamin Raue,A5057264398,Benjamin Raue,,2018,2022,2,W4285225160
,Volker Rieble,A5057277915,Volker Rieble,,2008,2009,2,W2046576051
,Ralf Poscher,A5057350532,Ralf Poscher,,2009,2022,3,W4313070802
,Andreas Engert,A5057387418,Andreas Engert,,2007,2007,1,W4234219091
,Moritz Hartmann,A5057440780,Moritz Hartmann,,2017,2017,1,W2605668569
,Daniela Winkler,A5057445189,Daniela Winkler,,2016,2016,1,W2514000175
,Andreas Bergmann,A5057540179,Andreas Bergmann,,2023,2023,1,W4384787891
,Matthias Klöpfer,A5057622930,Matthias Klöpfer,,2014,2017,2,W823683865
,Benjamin Straßburger,A5057638305,Benjamin Straßburger,,2015,2015,1,W2327787616
,Reinhart Merkel,A5057779273,Reinhart Merkel,,2007,2007,1,W2002756444
,Martin Schwab,A5057817479,Martin E. Schwab,,2006,2019,3,W4245945412
,Walter Gropp,A5057823544,Walter Gropp,,2011,2011,1,W2041331250
,Jakob Gleim,A5057831295,Jakob Gleim,,2019,2019,1,W2982239481
,Gregor Albers,A5057860075,Gregor Albers,,2018,2020,2,W3048947699
,Alexander F. Peter,A5057919500,A Peter,,2011,2011,1,W1975101968
,Helge Dedek,A5057929554,Helge Dedek,,2009,2009,1,W2035599486
,Claudio Franzius,A5057980195,Claudio Franzius,,2016,2019,2,W2954468706
,Christian Willers,A5058055406,Christian Willers,,2010,2010,1,W2041248294
,Thomas Kleinlein,A5058123940,Thomas Kleinlein,,2017,2017,1,W2915865913
,Hélène Berlincourt-Heinecke,A5058188457,Hélène Berlincourt-Heinecke,,2015,2015,1,W2916434075
,Sophie Schönberger,A5058227191,Sophie Schönberger,,2018,2018,1,W2939657335
,Jürgen von Gerlach,A5058304093,J Gerlach,,2007,2007,2,W4245700386
,Philipp Lassahn,A5058329181,Philipp Lassahn,,2014,2014,1,W2076136570
I149899117,Anne Peters,A5058344403,Anne Peters,Max Planck Society,2016,2016,1,W2312857491
I4210141359,Anne Peters,A5058344403,Anne Peters,Max Planck Institute for Comparative Public Law and International Law,2016,2016,1,W2312857491
,Konrad Lachmayer,A5058446313,Konrad Lachmayer,,2007,2007,1,W4239033479
,Clemens Höpfner,A5058524067,Clemens Höpfner,,2017,2017,1,W2568903010
,Frauke Wedemann,A5058539419,Frauke Wedemann,,2022,2022,1,W4312476249
,Friedhelm Hufen,A5058657560,Friedhelm Hufen,,2006,2006,1,W2074447622
,Theresa Paul,A5058685727,Theresa Paul,,2018,2018,1,W2794102063
,Anne-Christin Mittwoch,A5058744027,Anne-Christin Mittwoch,,2023,2023,1,W4368247750
,Hilmar Krüger,A5058750630,Hilmar Krüger,,2009,2009,1,W1964502067
,Olaf Sosnitza,A5058796946,Olaf Sosnitza,,2008,2008,1,W1980742138
,Johanna Küpper,A5058848739,Johanna Küpper,,2012,2012,1,W4230078196
,David Julius Kästle,A5058865873,David Julius Kästle,,2010,2010,1,W2003217811
,Alexander Jüchser,A5058914183,Alexander Jüchser,,2007,2007,1,W4232024916
,Meinrad Dreher,A5058962907,Meinrad Dreher,,2011,2014,2,W2062064839
,Carsten Herresthal,A5058996286,Carsten Herresthal,,2006,2011,2,W4210768732
,Martin Löhnig,A5059039906,Martin Löhnig,,2016,2016,1,W4242265460
,Leonard Wolckenhaar,A5059069892,Leonard Wolckenhaar,,2019,2019,1,W2988931926
,Maximilian Haedicke,A5059076684,Maximilian Haedicke,,2006,2010,3,W4253755618
,Malgorzata Minecka,A5059086221,Malgorzata Minecka,,2010,2010,1,W2064900116
,Arndt Teichmann,A5059105938,Arndt Teichmann,,2006,2019,6,W4255170362
,Andreas Sattler,A5059213786,Andreas Sattler,,2018,2018,1,W2890751729
,Matthias Herdegen,A5059221771,Matthías Herdegen,,2009,2009,1,W1987731023
,Jelena von Achenbach,A5059258431,Jelena von Achenbach,,2015,2023,4,W4352993307
,Gerhard Dannemann,A5059281478,Gerhard Dannemann,,2013,2013,1,W1998024730
,Andreas Haratsch,A5059356645,Andreas Haratsch,,2006,2008,2,W4245708407
,Rolf Stümer,A5059432530,Rolf Stümer,,2010,2010,1,W28483985
,Eva Schulev-Steindl,A5059444774,Eva Schulev-Steindl,,2008,2008,1,W2013811831
,Lena Heuner,A5059464014,Lena Heuner,,2012,2012,1,W4230078196
I4210112296,Reinhard Zimmermann,A5059482807,Reinhard Zimmermann,Max Planck Institute for Comparative and International Private Law,2020,2020,1,W4247196333
,Reinhard Zimmermann,A5059482807,Reinhard Zimmermann,,2006,2023,21,W4387316938
,Ekkehard Schumann,A5059506096,Ekkehard Schumann,,2013,2021,4,W4254052918
,Dagmar Kaiser,A5059571034,Dagmar Kaiser,,2013,2013,1,W1974329107
,Jan-Erik Schirmer,A5059637149,Jan-Erik Schirmer,,2016,2023,4,W4320923880
,Anke Eggert,A5059650139,Anke Eggert,,2008,2008,1,W1966686821
,Peter Weber,A5059689949,Peter J. Weber,,2018,2018,1,W2901209031
,Klaus Tiedemann,A5059784074,Klaus Tiedemann,,2012,2018,5,W4237265025
,Christoph Dannecker,A5059847733,Christoph Dannecker,,2010,2013,2,W89197190
,Martin Stierle,A5059922990,M. Karlheinz Stierle,,2021,2021,1,W3124572270
,Peter O. Mülbert,A5059932882,Peter O. Mülbert,,2009,2010,2,W4253765760
,Thomas Finkenauer,A5059933050,Thomas Finkenauer,,2006,2022,5,W4230751560
,Lars Leuschner,A5059935051,Lars Leuschner,,2009,2010,2,W4253765760
,Jan-Frederick Göhsl,A5060010323,Jan-Frederick Göhsl,,2021,2021,1,W3118476631
,Maria Stemmler,A5060028984,Mark Stemmler,,2015,2015,1,W2917538628
,Claudia Mayer,A5060130564,Claudia Mayer,,2013,2017,2,W4251480210
,Anna von Notz,A5060152837,Anna von Notz,,2017,2018,2,W4241045981
,Stefan Pinelli,A5060155039,Stefan Pinelli,,2020,2020,1,W4242361558
,Barbara Grunewald,A5060193787,Barbara Grunewald,,2006,2023,4,W4389442917
,Dietmar Baetge,A5060211566,Dietmar Baetge,,2009,2009,1,W2079954671
,Lucas Hartmann,A5060260503,Lucas Hartmann,,2020,2022,2,W4291826187
,Grischa Merkel,A5060277159,Grischa Merkel,,2013,2013,1,W1984065693
,Sigrid Lorz,A5060319964,Sigrid Lorz,,2022,2022,1,W4213108244
,Patrick Bruns,A5060394659,Patrick Bruns,,2009,2010,2,W4254111851
,Jörn Reinhardt,A5060441924,Jörn Reinhardt,,2012,2012,2,W4250690342
,Christoph Enders,A5060591563,Christoph Enders,,2016,2016,1,W2538794275
,Antje Schumann,A5060651163,Antje Schümann,,2008,2012,2,W4230991639
,Suzan Denise Hüttemann,A5060652019,Suzan Denise Hüttemann,,2023,2023,1,W4388660998
,Markus Eisenbarth,A5060735731,Markus Eisenbarth,,2011,2011,1,W2023358510
,Axel Beater,A5060747658,Axel Beater,,2013,2020,4,W4253478785
,Ken Eckstein,A5060795965,Ken Eckstein,,2012,2016,2,W4241492901
,Anne Sanders,A5060798993,Anne Sanders,,2012,2012,1,W4206650844
,Daniela Tröppner,A5060811362,Daniela Tröppner,,2017,2017,1,W4251874103
,Eike Michael Frenzel,A5060819550,Eike Michael Frenzel,,2010,2010,1,W453907550
,Malte Stieper,A5060851660,Malte Stieper,,2012,2023,5,W4362569852
,Georgios Gounalakis,A5060851677,Georgios Gounalakis,,2008,2009,2,W2078513905
,Kay Waechter,A5060933664,Kay Waechter,,2006,2016,6,W2953826107
,Katharina Ebner,A5060962903,Katharina Ebner,,2014,2014,1,W1974836639
,Tobias Herbst,A5061086777,Tobias Herbst,,2008,2017,4,W2917835985
,Philipp Gutsche,A5061155535,Philipp Gutsche,,2017,2017,1,W2594179390
,Madeleine Tolani,A5061248213,Madeleine Tolani,,2013,2018,2,W2892127894
,Bernd Holznagel,A5061268319,Bernd Holznagel,,2011,2021,3,W3137030884
,Peter von Wilmowsky,A5061355224,Peter von Wilmowsky,,2013,2013,1,W4244782498
,Chris Thomale,A5061419677,Chris Thomale,,2012,2018,6,W4254355443
,Kathleen Maja Wolter,A5061434953,Kathleen Wolter,,2012,2012,1,W2043803203
,Dieter Leipold,A5061455271,Dieter Leipold,,2010,2010,1,W2071715475
,Heinrich Amadeus Wolff,A5061466012,Heinrich Amadeus Wolff,,2006,2014,4,W4237124274
,Gerhard Robbers,A5061540147,Gerhard Robbers,,2011,2011,1,W1994832711
I149899117,Emanuel Vahid Towfigh,A5061620054,Emanuel V. Towfigh,Max Planck Society,2010,2010,1,W2091349876
I4210136328,Emanuel Vahid Towfigh,A5061620054,Emanuel V. Towfigh,Max Planck Institute for Research on Collective Goods,2010,2010,1,W2091349876
,Emanuel V. Towfigh,A5061620054,Emanuel V. Towfigh,,2023,2023,1,W4388144144
